,training_stats
n_epochs,10.0
training_time,2043.842356529989
acc,0.15774024968816822
val_acc,0.09693812851149303
loss,2.2594946730332297
val_loss,2.7690283977068386
top_2_val_acc,0.22325790071716675
top_3_val_acc,0.30524366520918333
top_4_val_acc,0.43546176185974705
