,training_stats
n_epochs,10.0
training_time,731.9310356400092
acc,0.242821065023686
val_acc,0.17912946428571427
loss,2.363994583006828
val_loss,2.4886706045695712
top_2_val_acc,0.25939360154526575
top_3_val_acc,0.32645089285714285
top_4_val_acc,0.4050409219094685
