,training_stats
n_epochs,10.0
training_time,758.740574839001
acc,0.24064236111111115
val_acc,0.20383673161268234
loss,2.4469728469848633
val_loss,2.493888735771179
top_2_val_acc,0.29533567279577255
top_3_val_acc,0.39319054782390594
top_4_val_acc,0.49299854040145874
