,training_stats
n_epochs,10.0
training_time,849.8576315209793
acc,0.22660092213114755
val_acc,0.1761970452542575
loss,2.407128812836819
val_loss,2.688617616329553
top_2_val_acc,0.22739548109612376
top_3_val_acc,0.307325505141942
top_4_val_acc,0.36682732937470924
