,training_stats
n_epochs,10.0
training_time,774.5502335540077
acc,0.23274305555555555
val_acc,0.3261222168803215
loss,2.52612042427063
val_loss,2.5584064722061157
top_2_val_acc,0.37741658091545105
top_3_val_acc,0.4604409411549568
top_4_val_acc,0.564966231584549
