,training_stats
n_epochs,10.0
training_time,720.7879752320005
acc,0.1913422131147541
val_acc,0.22331109918929912
loss,2.3182166326241416
val_loss,2.4551997537966126
top_2_val_acc,0.2858415566108845
top_3_val_acc,0.3501766566877012
top_4_val_acc,0.4390914351851852
