,training_stats
n_epochs,10.0
training_time,846.8114953439799
acc,0.29031141537362193
val_acc,0.3187313995191029
loss,2.484582478000272
val_loss,2.486364551952907
top_2_val_acc,0.37062872094767435
top_3_val_acc,0.4543340780905315
top_4_val_acc,0.4855840780905315
