,training_stats
n_epochs,10.0
training_time,1052.4194032450032
acc,0.2167904713114754
val_acc,0.20051030713377646
loss,2.324925949339007
val_loss,2.432712337345753
top_2_val_acc,0.29029860542815866
top_3_val_acc,0.37044797157778325
top_4_val_acc,0.46133759878214126
