,training_stats
n_epochs,10.0
training_time,1938.5700746100047
acc,0.18806304869334423
val_acc,0.16570560527699335
loss,2.3336886667436167
val_loss,2.540564162390573
top_2_val_acc,0.2805059530905315
top_3_val_acc,0.3891679069825581
top_4_val_acc,0.4667348712682724
