,training_stats
n_epochs,10.0
training_time,2188.8333178189932
acc,0.18724873603218564
val_acc,0.2112755408653846
loss,2.393233404512033
val_loss,2.4464166966768413
top_2_val_acc,0.2760479266826923
top_3_val_acc,0.33984375
top_4_val_acc,0.43105844350961536
