,training_stats
n_epochs,10.0
training_time,800.0154662700079
acc,0.25885907873296465
val_acc,0.24364441289351538
loss,2.351681234406643
val_loss,2.4731624768330502
top_2_val_acc,0.28527895647745866
top_3_val_acc,0.3610315351532056
top_4_val_acc,0.44023964267510635
