,training_stats
n_epochs,10.0
training_time,1933.6886564180022
acc,0.2013337968384075
val_acc,0.22376678969997627
loss,2.4495235212513657
val_loss,2.455161676957057
top_2_val_acc,0.3148418911374532
top_3_val_acc,0.38566164615062565
top_4_val_acc,0.5189511982294229
