,training_stats
n_epochs,10.0
training_time,745.2552628739795
acc,0.23852915951972556
val_acc,0.21163429021835328
loss,2.531011603095315
val_loss,2.5370705127716064
top_2_val_acc,0.32508445978164674
top_3_val_acc,0.406566721200943
top_4_val_acc,0.4956503391265869
