,training_stats
n_epochs,10.0
training_time,2091.5554826259904
acc,0.1875294710219479
val_acc,0.15354303585795256
loss,2.3157385190327964
val_loss,2.521938484448653
top_2_val_acc,0.2524398079571816
top_3_val_acc,0.3210889550928886
top_4_val_acc,0.43957499557962787
