,training_stats
n_epochs,10.0
training_time,1154.3306285350118
acc,0.24795298087357567
val_acc,0.18457057701343554
loss,2.3184979006187203
val_loss,2.517444941415741
top_2_val_acc,0.25329723184188585
top_3_val_acc,0.33660999425290306
top_4_val_acc,0.44374181864934675
