,training_stats
n_epochs,10.0
training_time,902.8188362579967
acc,0.20726727166276346
val_acc,0.22636579349637032
loss,2.4027953011090637
val_loss,2.771630956576421
top_2_val_acc,0.26843000346651447
top_3_val_acc,0.33339348091528964
top_4_val_acc,0.40549647464202
