,training_stats
n_epochs,10.0
training_time,708.9835454229906
acc,0.3241445126906727
val_acc,0.26489074315343586
loss,2.4552346429517193
val_loss,2.4766388620649065
top_2_val_acc,0.3494918942451477
top_3_val_acc,0.44134750962257385
top_4_val_acc,0.5501497898783002
