,training_stats
n_epochs,10.0
training_time,948.6228334600164
acc,0.2017874858276644
val_acc,0.21299486188661484
loss,2.4094361091346896
val_loss,2.4445884205046156
top_2_val_acc,0.2751937332607451
top_3_val_acc,0.3631457771573748
top_4_val_acc,0.42245830524535405
