,training_stats
n_epochs,10.0
training_time,1416.0235667320085
acc,0.23115004408572978
val_acc,0.20176308455934935
loss,2.327834478850217
val_loss,2.50334597660594
top_2_val_acc,0.2884993257990294
top_3_val_acc,0.40033261485076976
top_4_val_acc,0.489195658829794
