,training_stats
n_epochs,10.0
training_time,560.9451052539807
acc,0.15595598118279572
val_acc,0.11556919664144516
loss,2.3802151756901897
val_loss,2.5298904861722673
top_2_val_acc,0.1934151787843023
top_3_val_acc,0.2584821432828903
top_4_val_acc,0.32656250042574747
