,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47
2020-02-23.out.0,0.0,1.3628305,-1.0150753,-0.3487204,1.3628234,-1.015076,-0.3487204,1.3628305,-1.0150746,-0.3487134,1.3628305,-1.0150753,-0.3487204,1.3628305,-1.0150746,-0.3487134,1.3628093,-1.0150753,-0.3486993,1.3628798,-1.0150725,-0.3487486,1.3628164,-1.0150746,-0.3487064,1.3628516,-1.0150725,-0.3487134,1.3628516,-1.0150725,-0.3487134,1.3628305,-1.0150746,-0.3487134,1.3628305,-1.0150725,-0.3486993,1.3628305,-1.0150725,-0.3486923,1.3628305,-1.0150725,-0.3486993,1.3628234,-1.0150732,-0.3486993,1.3628516,-1.0150725,-0.3487134
2020-02-23.out.1,0.0,1.3628234,-1.0150732,-0.3486993,1.3628587,-1.0150711,-0.3487064,1.3628305,-1.0150732,-0.3486993,1.3628446,-1.0150725,-0.3487064,1.3628093,-1.0150732,-0.3486782,1.3628375,-1.0150711,-0.3486852,1.3628587,-1.015069,-0.3486923,1.3628587,-1.015069,-0.3486923,1.3628305,-1.0150725,-0.3486993,1.3628516,-1.0150704,-0.3486923,1.3628375,-1.0150725,-0.3486993,1.3628093,-1.0150725,-0.3486711,1.3628023,-1.0150725,-0.3486641,1.3628164,-1.0150725,-0.3486782,1.3628587,-1.015069,-0.3486852,1.3628093,-1.0150711,-0.348657
2020-02-23.out.2,0.0,1.3628516,-1.0150668,-0.3486641,1.3628587,-1.0150683,-0.3486782,1.3628516,-1.0150683,-0.3486711,1.3628164,-1.015069,-0.3486429,1.3628516,-1.0150661,-0.34865,1.3628728,-1.0150661,-0.3486711,1.3628234,-1.0150668,-0.3486359,1.3628446,-1.0150668,-0.348657,1.3628516,-1.0150668,-0.348657,1.3628798,-1.0150626,-0.34865,1.3628164,-1.0150661,-0.3486147,1.3628657,-1.0150683,-0.3486852,1.3628446,-1.0150683,-0.3486641,1.3627741,-1.0150704,-0.3486147,1.3628375,-1.0150683,-0.348657,1.3628657,-1.0150647,-0.348657
2020-02-23.out.3,0.0,1.3628023,-1.0150647,-0.3485936,1.3628305,-1.0150647,-0.3486218,1.3627811,-1.0150661,-0.3485795,1.3628728,-1.015064,-0.34865,1.3628587,-1.015064,-0.3486429,1.3628798,-1.0150647,-0.3486711,1.3628164,-1.0150683,-0.3486429,1.3627741,-1.0150711,-0.3486218,1.3627882,-1.0150668,-0.3486006,1.3628305,-1.0150661,-0.3486359,1.3628305,-1.0150668,-0.3486429,1.3627882,-1.0150683,-0.3486147,1.3628446,-1.015064,-0.3486218,1.3628375,-1.0150619,-0.3486006,1.3628305,-1.0150661,-0.3486359,1.3628093,-1.0150668,-0.3486218
2020-02-23.out.4,0.0,1.3628023,-1.0150668,-0.3486147,1.3628305,-1.0150647,-0.3486218,1.3628023,-1.0150668,-0.3486147,1.3628164,-1.0150668,-0.3486218,1.3628305,-1.0150661,-0.3486288,1.3628164,-1.0150647,-0.3486077,1.3628234,-1.015064,-0.3486006,1.3628375,-1.0150626,-0.3486077,1.3628375,-1.0150647,-0.3486218,1.3628023,-1.0150661,-0.3486077,1.3628234,-1.015064,-0.3486006,1.3627952,-1.015064,-0.3485724,1.3628587,-1.0150619,-0.3486218,1.3628093,-1.0150647,-0.3486006,1.3628375,-1.0150626,-0.3486077,1.3628728,-1.0150605,-0.3486218
2020-02-23.out.5,0.0,1.3628798,-1.0150605,-0.3486288,1.3628093,-1.015064,-0.3485865,1.3627952,-1.0150626,-0.3485654,1.3628093,-1.015064,-0.3485865,1.3628093,-1.0150619,-0.3485724,1.3627882,-1.015064,-0.3485724,1.3628446,-1.0150619,-0.3486006,1.3628093,-1.0150647,-0.3486006,1.3627389,-1.0150711,-0.3485936,1.3628164,-1.0150626,-0.3485865,1.3628234,-1.0150633,-0.3485936,1.3628446,-1.0150626,-0.3486147,1.3628164,-1.0150626,-0.3485865,1.3628164,-1.0150619,-0.3485795,1.3626754,-1.0150605,-0.3484244,1.3628587,-1.0150584,-0.3485865
2020-02-23.out.6,0.0,1.3628234,-1.0150619,-0.3485795,1.3628446,-1.0150605,-0.3485936,1.3628587,-1.0150584,-0.3485865,1.3628164,-1.0150591,-0.3485583,1.3628375,-1.0150591,-0.3485795,1.3628446,-1.0150591,-0.3485865,1.3628305,-1.0150619,-0.3485865,1.3627882,-1.0150619,-0.3485513,1.3628305,-1.0150584,-0.3485654,1.3628375,-1.0150591,-0.3485795,1.3628093,-1.0150619,-0.3485724,1.3628446,-1.0150591,-0.3485795,1.3628093,-1.0150605,-0.3485583,1.3628164,-1.0150619,-0.3485724,1.3628023,-1.0150619,-0.3485654,1.3627882,-1.0150619,-0.3485442
2020-02-23.out.7,0.0,1.3627882,-1.0150647,-0.3485795,1.3627952,-1.0150619,-0.3485583,1.3628164,-1.0150591,-0.3485583,1.3628023,-1.0150619,-0.3485583,1.3628305,-1.0150591,-0.3485654,1.3628234,-1.0150619,-0.3485865,1.3628093,-1.0150626,-0.3485795,1.3627952,-1.0150633,-0.3485724,1.362753,-1.0150612,-0.348516,1.3628234,-1.0150584,-0.3485513,1.3628093,-1.0150598,-0.3485513,1.3627811,-1.0150605,-0.3485372,1.3627811,-1.0150619,-0.3485442,1.3628164,-1.015057,-0.3485372,1.3627952,-1.015057,-0.348516,1.3628305,-1.0150563,-0.3485442
2020-02-23.out.8,0.0,1.3628305,-1.015057,-0.3485513,1.3628305,-1.0150584,-0.3485583,1.3628093,-1.0150591,-0.3485442,1.3627952,-1.0150591,-0.3485372,1.3627811,-1.0150591,-0.348516,1.36276,-1.015057,-0.3484808,1.3628375,-1.0150527,-0.348516,1.3628516,-1.0150506,-0.348509,1.3628446,-1.0150542,-0.3485372,1.3627882,-1.0150563,-0.3484949,1.3628023,-1.0150584,-0.3485301,1.3627952,-1.015057,-0.348516,1.3628023,-1.015057,-0.3485231,1.3628023,-1.0150598,-0.3485442,1.3628446,-1.0150556,-0.3485442,1.3627741,-1.0150563,-0.3484808
2020-02-23.out.9,0.0,1.3628234,-1.0150549,-0.3485231,1.3628164,-1.0150527,-0.3484949,1.3628657,-1.0150549,-0.3485654,1.3627811,-1.015057,-0.3484949,1.3627811,-1.0150591,-0.348516,1.3628023,-1.0150584,-0.3485301,1.3627741,-1.0150605,-0.3485231,1.3628375,-1.0150563,-0.3485442,1.3628164,-1.0150563,-0.3485231,1.3628375,-1.0150584,-0.3485654,1.3628516,-1.0150605,-0.3486006,1.3627882,-1.0150626,-0.3485583,1.3627811,-1.0150605,-0.3485301,1.3628516,-1.0150549,-0.3485513,1.362767,-1.0150584,-0.3484949,1.3628023,-1.0150563,-0.348509
