,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47
2020-09-18.out.0,9.0,1.1970982,-1.2545963,0.0582547,1.1970075,-1.2545955,0.0583681,1.1969848,-1.2545925,0.0584286,1.1970226,-1.2545887,0.0584135,1.1970302,-1.2545804,0.0584816,1.1970075,-1.2545834,0.0584816,1.1969924,-1.2545819,0.0585118,1.1970075,-1.2545789,0.0585194,1.1970151,-1.2545698,0.058595,1.1969546,-1.2545736,0.0586252,1.1968865,-1.2545751,0.0586933,1.1969168,-1.2545683,0.0587159,1.1969621,-1.2545645,0.0587008,1.1969848,-1.2545661,0.058663,1.1970075,-1.2545751,0.0585496,1.1969924,-1.2545789,0.058542
2020-09-18.out.1,9.0,1.1970302,-1.2545782,0.0585042,1.1969999,-1.2545698,0.0586101,1.1969773,-1.2545698,0.0586403,1.1969999,-1.2545668,0.0586403,1.1969243,-1.2545736,0.058663,1.1969092,-1.2545751,0.058663,1.1969243,-1.2545721,0.0586706,1.1969697,-1.2545668,0.0586706,1.1968941,-1.2545653,0.0587764,1.1969924,-1.2545593,0.0587159,1.1970604,-1.2545608,0.0586252,1.1969773,-1.2545698,0.0586403,1.1970378,-1.2545661,0.0586025,1.1970151,-1.254563,0.0586555,1.1969999,-1.2545615,0.0586857,1.1969697,-1.2545645,0.0586933
2020-09-18.out.2,9.0,1.1969924,-1.2545661,0.0586555,1.1970378,-1.2545645,0.0586177,1.1970756,-1.2545661,0.0585647,1.1970604,-1.2545615,0.0586177,1.1970302,-1.2545645,0.0586252,1.1970302,-1.254563,0.0586328,1.1969773,-1.2545524,0.0587991,1.1970075,-1.2545524,0.0587613,1.1969017,-1.2545373,0.0590184,1.1968638,-1.2545335,0.059094,1.1969017,-1.2545351,0.0590411,1.1969848,-1.2545404,0.0588974,1.1970378,-1.2545494,0.0587538,1.1970151,-1.2545562,0.0587084,1.1969621,-1.2545615,0.0587311,1.1969092,-1.25456,0.0587991
2020-09-18.out.3,9.0,1.1969621,-1.2545562,0.058784,1.1968336,-1.2545577,0.0589125,1.1969243,-1.2545509,0.0588672,1.1969924,-1.2545547,0.0587538,1.1969621,-1.2545547,0.0587916,1.1969319,-1.254554,0.0588369,1.1969017,-1.2545547,0.0588596,1.1968865,-1.2545524,0.0588974,1.1969092,-1.2545509,0.0588899,1.1968336,-1.2545472,0.0590108,1.1968563,-1.2545305,0.0591318,1.1966219,-1.2545154,0.0595326,1.1965992,-1.2545071,0.059646,1.1967353,-1.2544942,0.0596006,1.1967958,-1.2544852,0.0596082,1.196758,-1.2544723,0.0597669
2020-09-18.out.4,9.0,1.1967807,-1.254467,0.0597972,1.196826,-1.2544655,0.0597594,1.1967429,-1.2544753,0.0597594,1.1968714,-1.2544715,0.059646,1.196947,-1.2544768,0.0595099,1.1969017,-1.2544821,0.0595174,1.1966068,-1.2544852,0.0598274,1.1966295,-1.254467,0.0599635,1.1966748,-1.2544655,0.0599257,1.1968109,-1.2544617,0.0598048,1.1967882,-1.2544549,0.059903,1.1967277,-1.2544443,0.0600618,1.1966899,-1.2544353,0.0601904,1.1966673,-1.2544307,0.0602509,1.1967051,-1.2544337,0.0601828,1.1967353,-1.254433,0.0601526
2020-09-18.out.5,9.0,1.1967429,-1.254439,0.0600845,1.1968412,-1.2544458,0.0599106,1.1967051,-1.2544519,0.0600165,1.1965916,-1.2544549,0.0601223,1.1966143,-1.2544481,0.0601526,1.1966521,-1.2544496,0.0600921,1.196637,-1.2544458,0.0601526,1.1964858,-1.2544345,0.0604323,1.1965009,-1.2544254,0.0604928,1.1964858,-1.2544239,0.0605231,1.1965009,-1.2544163,0.060576,1.1965387,-1.2544118,0.0605684,1.1965387,-1.2544118,0.060576,1.1966975,-1.2544232,0.0602962,1.1967202,-1.2544292,0.0602055,1.1968563,-1.2544322,0.060024
2020-09-18.out.6,9.0,1.196758,-1.2544307,0.0601526,1.1968487,-1.2544239,0.0601072,1.1967807,-1.2544224,0.0601979,1.1967882,-1.2544186,0.0602206,1.1966899,-1.2544171,0.0603492,1.196758,-1.2544133,0.0603038,1.1967126,-1.2544163,0.0603265,1.1966748,-1.2544163,0.0603718,1.1966219,-1.2544095,0.0605004,1.1965538,-1.2544027,0.0606365,1.1965841,-1.2544065,0.0605684,1.196516,-1.2544201,0.0605231,1.196826,-1.2544171,0.0601904,1.1968034,-1.2544284,0.0601223,1.1967126,-1.2544284,0.0602206,1.1965538,-1.2544232,0.060455
2020-09-18.out.7,9.0,1.1964631,-1.2544163,0.0606214,1.1964631,-1.2543997,0.060765,1.1965841,-1.2543929,0.0606894,1.1969243,-1.2543906,0.0603189,1.1967202,-1.2544012,0.0604626,1.1966673,-1.2544027,0.0605079,1.1967277,-1.2544012,0.060455,1.1968487,-1.2544035,0.0602887,1.1968563,-1.2544103,0.0602206,1.1967656,-1.2544171,0.0602584,1.1967126,-1.2544209,0.0602887,1.196637,-1.2544307,0.0602887,1.1964934,-1.2544353,0.0604172,1.1964555,-1.2544216,0.0605835,1.1964934,-1.2544027,0.0607121,1.1965614,-1.2543906,0.0607423
2020-09-18.out.8,9.0,1.1966068,-1.2543929,0.0606667,1.1968034,-1.2543944,0.0604248,1.1967958,-1.2543929,0.0604399,1.1965992,-1.2543906,0.0607045,1.1967051,-1.254377,0.0606894,1.1967277,-1.2543717,0.0607197,1.1966143,-1.2543876,0.0607045,1.1965841,-1.2543974,0.0606516,1.1965992,-1.2544065,0.0605457,1.1966899,-1.2544043,0.0604701,1.1967882,-1.2544043,0.0603567,1.1966748,-1.2544065,0.0604626,1.1966975,-1.2544027,0.0604777,1.1967202,-1.254405,0.0604248,1.1967277,-1.2544027,0.0604399,1.1967429,-1.254405,0.0603945
2020-09-18.out.9,9.0,1.1968109,-1.2544065,0.0603038,1.1966673,-1.2544163,0.060387,1.1966521,-1.2544035,0.0605155,1.196637,-1.2543891,0.0606667,1.1965992,-1.2543717,0.0608709,1.1965463,-1.2543717,0.0609314,1.1964934,-1.2543717,0.0609919,1.1965387,-1.2543755,0.0608936,1.1965312,-1.2543861,0.0608104,1.1965916,-1.2543838,0.060765,1.196637,-1.2543808,0.0607348,1.1966143,-1.2543801,0.0607726,1.1966975,-1.2543733,0.0607423,1.1967504,-1.2543717,0.060697,1.1967429,-1.2543785,0.060644,1.1968412,-1.2543891,0.0604248
