,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-01-13.out.0,0.0,1.4719275,1.4719275,1.5032896,1.5660138,1.5660138,1.4405655,1.5973759,1.5346517,1.4719275,1.5973759,1.5032896,1.4719275,1.5032896,1.5346517,1.628738,1.5973759
2020-01-13.out.1,0.0,1.5032896,1.5660138,1.5660138,1.5032896,1.5973759,1.5346517,1.6601001,1.5346517,1.5973759,1.6601001,1.5346517,1.5346517,1.5346517,1.6601001,1.5346517,1.6601001
2020-01-13.out.2,0.0,1.5346517,1.628738,1.5660138,1.5660138,1.5660138,1.5660138,1.628738,1.5973759,1.5973759,1.7228243,1.5973759,1.6601001,1.5660138,1.5660138,1.5660138,1.5660138
2020-01-13.out.3,0.0,1.6601001,1.5660138,1.5346517,1.5346517,1.5973759,1.628738,1.6601001,1.5346517,1.5032896,1.5032896,1.5660138,1.5660138,1.5660138,1.628738,1.5973759,1.5660138
2020-01-13.out.4,0.0,1.5660138,1.5660138,1.4719275,1.5346517,1.628738,1.5346517,1.5973759,1.5346517,1.4719275,1.5973759,1.5346517,1.5973759,1.5660138,1.5032896,1.628738,1.5346517
2020-01-13.out.5,0.0,1.5973759,1.5346517,1.5660138,1.5973759,1.5032896,1.5660138,1.4719275,1.628738,1.5032896,1.5346517,1.5346517,1.4405655,1.5032896,1.628738,1.5973759,1.5973759
2020-01-13.out.6,0.0,1.5032896,1.5032896,1.5346517,1.5346517,1.4405655,1.628738,1.5346517,1.4719275,1.3778413,1.5032896,1.5032896,1.5660138,1.628738,1.628738,1.5973759,1.5660138
2020-01-13.out.7,0.0,1.5973759,1.5032896,1.5032896,1.5660138,1.5346517,1.5973759,1.5973759,1.5032896,1.6914622,1.5032896,1.6601001,1.5973759,1.4719275,1.5660138,1.5032896,1.5346517
2020-01-13.out.8,0.0,1.5660138,1.5346517,1.5660138,1.5346517,1.628738,1.5032896,1.6601001,1.5973759,1.5660138,1.5660138,1.628738,1.5660138,1.5973759,1.5973759,1.5660138,1.5973759
2020-01-13.out.9,0.0,1.5973759,1.5346517,1.4719275,1.6601001,1.5032896,1.1583066,1.7855485,1.5660138,1.5660138,1.5973759,1.8169106,1.5660138,1.3778413,1.6914622,1.7228243,1.6601001
2020-01-13.out.10,0.0,1.5973759,1.5973759,1.628738,1.5973759,1.6601001,1.5973759,1.5660138,1.628738,1.5973759,1.628738,1.5973759,1.6914622,1.628738,1.6914622,1.5660138,1.628738
2020-01-13.out.11,0.0,1.5660138,1.5660138,1.628738,1.5346517,1.6601001,1.5973759,1.5973759,1.5973759,1.6914622,1.5660138,1.7541864,1.5973759,1.5660138,1.5660138,1.5660138,1.5346517
2020-01-13.out.12,0.0,1.5660138,1.5032896,1.5346517,1.5346517,1.5346517,1.4719275,1.628738,1.5032896,1.5973759,1.628738,1.5032896,1.4719275,1.5973759,1.4719275,1.5973759,1.5032896
2020-01-13.out.13,0.0,1.5660138,1.5032896,1.5973759,1.5346517,1.628738,1.5973759,1.628738,1.5660138,1.5973759,1.5346517,1.5346517,1.628738,1.5032896,1.5032896,1.5346517,1.5346517
2020-01-13.out.14,0.0,1.5346517,1.5346517,1.5346517,1.5973759,1.5346517,1.5032896,1.5346517,1.5032896,1.4092034,1.5660138,1.5346517,1.5032896,1.5973759,1.5973759,1.5346517,1.3778413
2020-01-13.out.15,0.0,1.5660138,1.5660138,1.5346517,1.4719275,1.5973759,1.4405655,1.5346517,1.5032896,1.5660138,1.4719275,1.5660138,1.4405655,1.5032896,1.628738,1.4719275,1.5346517
