,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-10-27.out.0,3.0,0.2087515,0.2087515,0.2240117,0.2240117,0.218925,0.2290985,0.2087515,0.1934912,0.1400802,0.1680574,0.1960346,0.1934912,0.1833177,0.185861,0.1349934,0.1222765
2020-10-27.out.1,3.0,0.0612354,0.0332582,0.038345,0.0408884,0.0434317,0.0637788,0.1222765,0.1426236,0.1502537,0.1578839,0.165514,0.1553405,0.1426236,0.1578839,0.145167,0.1070163
2020-10-27.out.2,3.0,0.1299067,0.1553405,0.2036647,0.1782309,0.185861,0.2011213,0.1706008,0.1756875,0.1706008,0.1985779,0.2036647,0.1833177,0.165514,0.1553405,0.1731441,0.1782309
2020-10-27.out.3,3.0,0.1706008,0.1477103,0.1248199,0.0561487,0.0942994,0.1375368,0.185861,0.1629706,0.1934912,0.1502537,0.112103,0.1019295,0.0942994,0.1044729,0.1553405,0.1604272
2020-10-27.out.4,3.0,0.165514,0.1477103,0.1426236,0.1095596,0.1477103,0.1706008,0.1680574,0.1527971,0.1299067,0.0968427,0.0942994,0.1070163,0.112103,0.0714089,0.0256281,0.0332582
2020-10-27.out.5,3.0,0.0663222,0.1171898,0.1400802,0.1324501,0.1222765,0.1095596,0.1273633,0.091756,0.0154546,-0.0023491,0.0459751,0.112103,0.165514,0.1578839,0.1782309,0.1960346
2020-10-27.out.6,3.0,0.1502537,0.0841258,0.0688656,0.1248199,0.1299067,0.1375368,0.1578839,0.1756875,0.1756875,0.1680574,0.2087515,0.239272,0.2570757,0.2672492,0.2697926,0.2596191
2020-10-27.out.7,3.0,0.2774227,0.2290985,0.2367286,0.2265551,0.2316419,0.2214684,0.1884044,0.165514,0.1349934,0.1833177,0.2341853,0.2519889,0.2570757,0.2341853,0.1731441,0.1680574
2020-10-27.out.8,3.0,0.1756875,0.1960346,0.218925,0.2519889,0.2443588,0.2163816,0.1248199,0.1400802,0.0968427,0.0841258,0.1349934,0.2214684,0.1070163,-0.0328697,-0.0048925,0.0129112
2020-10-27.out.9,3.0,0.0739523,0.0434317,0.091756,0.1324501,0.091756,0.0536053,0.091756,0.1171898,0.1909478,0.2036647,0.058692,-0.2058195,-0.088824,-0.3685958,-0.1651254,0.0230847
2020-10-27.out.10,3.0,0.0663222,0.0485185,0.0179979,0.0307148,0.0790391,0.218925,0.2265551,0.165514,0.1070163,0.145167,0.1502537,0.0205413,-0.0659336,-0.2058195,-0.3558789,-0.3533356
2020-10-27.out.11,3.0,-0.0404998,-0.0099792,-0.1117144,-0.0430432,0.0637788,0.091756,0.165514,0.1960346,0.2418154,0.2418154,0.2469022,0.2799661,0.2367286,0.1756875,0.2748793,0.2265551
2020-10-27.out.12,3.0,0.1553405,0.2469022,0.2341853,0.2494455,0.292683,0.292683,0.292683,0.2570757,0.2036647,0.1299067,0.1095596,0.1807743,0.1756875,0.1934912,0.1553405,0.1044729
2020-10-27.out.13,3.0,0.0281715,-0.0532167,-0.0633902,-0.1447784,-0.0074359,0.0103678,0.0129112,0.1146464,-0.0176094,0.0408884,0.0637788,0.1426236,0.0968427,0.1222765,0.0942994,0.0281715
2020-10-27.out.14,3.0,0.0612354,0.1070163,0.1146464,0.1578839,0.2825095,0.2036647,0.1731441,-0.0837373,-0.1168012,-0.1651254,-0.0659336,0.0103678,0.1299067,0.1884044,0.1629706,0.165514
2020-10-27.out.15,3.0,0.1426236,0.0434317,0.1197332,0.145167,-0.1168012,-0.0608468,-0.1905592,-0.6280206,-0.7602764,-1.0425916,-0.5847832,-0.7221257,-1.0476784,-0.9535733,-0.6788882,-0.6432809
2020-10-27.out.16,3.0,-0.3279018,-0.1498651,-0.1320615,-0.2363401,-0.376226,-0.5262854,-0.6407375,-0.2719474,-0.3609657,-1.0527651,-1.4647927,-1.3579707,-1.1036327,-0.9586601,-0.8035139,-0.6585412
2020-10-27.out.17,3.0,-0.6025868,-0.6763448,-0.704322,-0.8696417,-0.7526463,-0.5008516,-0.7246691,-0.704322,-0.6280206,-0.8976189,-1.1316099,-1.2892995,-1.2714958,-1.0171578,-0.9027057,-0.5135685
2020-10-27.out.18,3.0,-0.0074359,0.0485185,0.0485185,0.3232036,0.3410072,0.1807743,0.1273633,0.2774227,0.1680574,-0.8136874,-0.8162308,-0.5898699,-0.5110251,-0.7246691,-0.0913674,-0.0023491
2020-10-27.out.19,3.0,0.2011213,0.4503726,0.473263,0.4478292,0.7301444,0.8395098,0.7148841,0.5139571,0.5190438,0.7225143,0.580085,0.2418154,0.3944182,0.4681762,0.3003132,0.3155734
2020-10-27.out.20,3.0,0.2825095,0.473263,0.3842447,0.1324501,0.1502537,0.1960346,0.2443588,0.4147653,0.5215872,0.6589298,0.5037836,-0.2541437,-0.523742,-0.5288288,-0.7272125,-0.7424727
2020-10-27.out.21,3.0,-0.991724,-0.8492947,-0.6534544,-0.0328697,0.1299067,-0.1396916,-0.3279018,-0.142235,-0.6992353,-1.4520758,-1.0883724,-0.9154226,-0.6153037,-0.7704499,-1.1519569,-1.0705688
2020-10-27.out.22,3.0,-0.9612034,-0.4220068,-0.5161119,-0.7958837,-0.2922944,0.1477103,0.3003132,0.3588109,-0.5161119,0.0739523,0.6614731,0.1833177,0.091756,-0.0430432,-0.0811939,-0.0201528
2020-10-27.out.23,3.0,0.0739523,-0.0379564,-0.4194634,-0.3635091,-0.4245502,0.0764957,0.3232036,0.4503726,0.4859799,0.2443588,-0.0557601,0.0866692,-0.0608468,-0.2185364,0.2367286,0.3969616
2020-10-27.out.24,3.0,0.2621624,0.419852,0.4681762,0.145167,-0.1091711,-0.1142578,-0.2261666,0.0408884,0.0968427,0.0434317,0.145167,0.0103678,-0.2083629,0.0129112,-0.2032761,-0.3660525
2020-10-27.out.25,3.0,-0.5339156,-0.396573,-0.5084818,-0.7551896,-0.322815,-0.2541437,-0.4194634,-0.3787694,-0.3279018,-0.5161119,-0.6636279,-0.3991164,-0.3863995,-0.2032761,-0.0608468,-0.1676688
2020-10-27.out.26,3.0,-0.2592305,-0.2592305,-0.2846643,-0.2922944,-0.4347237,-0.5822398,-0.1549519,-0.3151849,-0.4143767,-0.1320615,0.0536053,0.0968427,0.0307148,-0.4525274,0.0078244,0.1299067
2020-10-27.out.27,3.0,-0.0048925,0.1248199,-0.0913674,-0.3406187,-0.322815,0.2138382,0.4071351,0.1731441,-0.1574953,-0.503395,-0.5822398,-0.4881347,-0.343162,-0.1931026,-0.4092899,-0.3050113
2020-10-27.out.28,3.0,-0.1931026,-1.0095277,-1.5767014,-2.075204,-1.6708065,-1.4469891,-1.0146144,-0.5440891,-1.0375048,-1.6886102,-1.1061761,-0.6559978,-0.7144956,-0.4728744,0.0942994,-0.0633902
2020-10-27.out.29,3.0,0.325747,0.1782309,-0.1117144,-0.0557601,-0.1142578,-1.0018975,-1.7547381,-1.4546192,-1.2079113,-0.8721851,-1.6530028,-0.7348426,-1.3986648,-0.7017787,-0.8721851,-0.7806234
2020-10-27.out.30,3.0,-1.1087195,-0.3635091,0.091756,0.0714089,0.0001943,0.005281,-0.2999246,0.038345,0.0561487,0.2952264,0.3944182,0.3842447,0.7581216,0.9437883,0.8064458,0.8242495
2020-10-27.out.31,3.0,0.941245,0.8166193,0.7504914,0.473263,0.4020484,0.4681762,0.0256281,-0.5593494,-0.7984271,-1.1036327,-0.7017787,-0.3736826,-0.811144,-1.31982,-0.7246691,-0.7272125
2020-10-27.out.32,3.0,-0.5542626,0.0205413,-0.4627009,-0.5644361,-0.0939108,-0.483048,-0.9815505,-1.3427105,-1.7979755,-0.6610846,0.1273633,0.2265551,-0.6738015,-0.9128792,-0.6916051,-0.1269747
