,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-03-22.out.0,0.0,1.1275136,1.1789076,1.1275136,0.8925692,1.1495396,1.1201716,1.1568816,1.1275136,1.0761195,1.1495396,1.1495396,1.1495396,1.1421976,1.0981455,1.1054875,1.1935917
2020-03-22.out.1,0.0,1.1421976,1.1348556,1.1495396,1.1715656,1.1201716,1.1348556,1.1642236,1.1421976,1.1568816,1.0908035,1.0540935,1.0761195,1.1128296,1.1128296,1.0981455,1.0908035
2020-03-22.out.2,0.0,1.0981455,1.0834615,1.0614355,1.0908035,1.1128296,1.1054875,1.0981455,1.0540935,1.1128296,1.1054875,1.1054875,1.1348556,1.1421976,1.1789076,1.1421976,1.1128296
2020-03-22.out.3,0.0,1.1128296,1.0687775,1.1715656,1.1935917,1.1715656,1.1642236,1.1715656,1.2303017,1.1568816,1.1348556,1.1642236,1.0834615,0.9953574,0.9586473,0.9439633,1.0247254
2020-03-22.out.4,0.0,0.9513053,0.9953574,0.9513053,0.9659893,1.0467515,1.0761195,1.0834615,1.0247254,0.9586473,1.1495396,1.1495396,1.1348556,0.9733314,0.9806734,1.0320674,1.1128296
2020-03-22.out.5,0.0,1.0100414,1.0026994,1.0320674,0.9439633,1.0687775,0.9586473,0.9219373,0.9513053,0.8925692,0.8558592,0.8264911,0.8925692,0.9072533,0.9366213,0.9953574,0.9659893
2020-03-22.out.6,0.0,0.9659893,0.9292793,0.9366213,0.9953574,0.9659893,0.9659893,0.9733314,0.9439633,0.8044651,0.8558592,0.745729,0.8485172,0.9586473,1.0100414,0.9586473,1.0247254
2020-03-22.out.7,0.0,1.0247254,1.0100414,1.0320674,0.9880154,0.9145953,0.9586473,1.0247254,1.0173834,1.0394094,0.9513053,0.9806734,0.9439633,1.0100414,0.9586473,0.9880154,1.0247254
2020-03-22.out.8,0.0,1.0026994,0.9880154,0.9733314,1.0173834,0.9072533,0.8705432,0.8925692,0.9292793,1.0320674,1.0320674,1.0540935,0.9806734,0.9586473,0.9659893,0.9513053,0.9953574
2020-03-22.out.9,0.0,0.9586473,0.9953574,1.0100414,0.9145953,0.8044651,0.7824391,0.8264911,0.7971231,0.7824391,0.8485172,0.8632012,0.7824391,0.8118071,0.8558592,0.8338332,0.8264911
2020-03-22.out.10,0.0,0.8338332,0.8338332,0.8264911,0.9219373,0.9586473,0.8558592,0.9072533,0.8632012,0.8778852,0.8778852,0.8632012,0.8705432,0.8852272,0.8558592,0.8632012,0.8778852
2020-03-22.out.11,0.0,0.8705432,0.8925692,0.9366213,0.8925692,0.8632012,0.8705432,0.9292793,0.9366213,0.8632012,0.9219373,0.9366213,0.9366213,0.9145953,0.9145953,0.9292793,0.9072533
2020-03-22.out.12,0.0,0.8558592,0.9145953,0.9072533,0.9439633,0.9072533,0.8925692,0.9072533,0.8778852,0.8925692,0.8925692,0.8632012,0.9366213,0.9072533,0.9513053,0.9145953,0.9145953
2020-03-22.out.13,0.0,0.9366213,0.8999112,0.9880154,1.0173834,0.9586473,0.9586473,0.9145953,0.9366213,0.9586473,0.9586473,0.9439633,0.9292793,0.9366213,0.8852272,0.9219373,0.753071
2020-03-22.out.14,0.0,0.760413,0.8558592,0.731045,0.7750971,0.6796509,0.701677,0.723703,0.709019,0.7824391,0.7750971,0.7677551,0.7750971,0.753071,0.716361,0.738387,0.760413
2020-03-22.out.15,0.0,0.7750971,0.8044651,0.8264911,0.7971231,0.8264911,0.8118071,0.8044651,0.7677551,0.8264911,0.7897811,0.8044651,0.8338332,0.8191491,0.8191491,0.8778852,0.8852272
2020-03-22.out.16,0.0,0.8338332,0.8485172,0.8778852,0.8338332,0.8485172,0.8558592,0.8191491,0.8338332,0.7824391,0.8411752,0.8411752,0.8044651,0.7824391,0.8411752,0.8338332,0.8925692
2020-03-22.out.17,0.0,0.8632012,0.8925692,0.8558592,0.8558592,0.8778852,0.8338332,0.8705432,0.5621788,0.8411752,0.9145953,0.8411752,0.8485172,0.760413,0.8778852,0.8852272,0.9292793
2020-03-22.out.18,0.0,0.8705432,0.8999112,0.8852272,0.8852272,0.9439633,0.7971231,0.5988888,0.731045,0.8632012,0.8411752,0.9513053,0.7897811,0.8264911,0.9072533,0.8191491,0.8485172
2020-03-22.out.19,0.0,0.8338332,0.8485172,0.8705432,0.8705432,0.8558592,0.8705432,0.760413,0.8485172,0.723703,0.5328107,0.4887587,0.6135728,0.738387,0.7824391,0.8044651,0.709019
2020-03-22.out.20,0.0,0.760413,0.6062308,0.5768628,0.6796509,0.6062308,0.694335,0.694335,0.716361,0.6649669,0.716361,0.716361,0.6869929,0.6869929,0.694335,0.7897811,0.709019
