,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-10-28.out.0,6.0,-0.3190911,-0.346834,-0.3575434,-0.3386733,-0.3452722,-0.3157763,-0.3149266,-0.3068463,-0.2948434,-0.2893054,-0.2820682,-0.2776182,-0.2785451,-0.2898863,-0.3069801,-0.3347802
2020-10-28.out.1,6.0,-0.3691759,-0.3921262,-0.3708987,-0.3998368,-0.3870115,-0.3621536,-0.3754525,-0.3984296,-0.4025668,-0.3947455,-0.3775509,-0.3657566,-0.3667103,-0.3751126,-0.3738634,-0.3754819
2020-10-28.out.2,6.0,-0.3803581,-0.3855501,-0.3841462,-0.3869838,-0.3866111,-0.3877259,-0.3850224,-0.3792965,-0.3801192,-0.3732548,-0.3735738,-0.366733,-0.3572221,-0.3690433,-0.3562382,-0.3561104
2020-10-28.out.3,6.0,-0.3525842,-0.3491386,-0.3547034,-0.3589449,-0.3562146,-0.3491386,-0.3549956,-0.3742891,-0.3846796,-0.3873261,-0.4119993,-0.3960206,-0.4183029,-0.4201094,-0.417087,-0.4020352
2020-10-28.out.4,6.0,-0.3909325,-0.3919904,-0.3819994,-0.3775731,-0.3760383,-0.3768846,-0.3719042,-0.3778684,-0.3825299,-0.396178,-0.3880946,-0.3739191,-0.3901096,-0.4101182,-0.4069079,-0.4018233
2020-10-28.out.5,6.0,-0.3997278,-0.4036771,-0.4296735,-0.4123951,-0.4431366,-0.4472975,-0.4440903,-0.455139,-0.4366449,-0.4316107,-0.421855,-0.3892894,-0.4062187,-0.4222813,-0.4313957,-0.4251157
2020-10-28.out.6,6.0,-0.4126867,-0.4114676,-0.4041802,-0.4072262,-0.3760643,-0.3980311,-0.3879091,-0.3828481,-0.3869822,-0.3752416,-0.3666544,-0.3561329,-0.3735995,-0.3585206,-0.371054,-0.4560926
2020-10-28.out.7,6.0,-0.4474552,-0.4952629,-0.4867802,-0.48363,-0.4726555,-0.3969198,-0.3897396,-0.4015037,-0.3977928,-0.3920165,-0.4221471,-0.4287193,-0.4352914,-0.4439591,-0.4601492,-0.4470856
2020-10-28.out.8,6.0,-0.4253543,-0.4515622,-0.4069642,-0.4178015,-0.4708015,-0.4848725,-0.4581879,-0.4287728,-0.411098,-0.4552997,-0.5512805,-0.5600552,-0.4788846,-0.4402982,-0.4469777,-0.4647059
2020-10-28.out.9,6.0,-0.4700858,-0.4529385,-0.4424202,-0.5045108,-0.4702467,-0.525681,-0.5028149,-0.460491,-0.4664552,-0.4735814,-0.4380742,-0.402006,-0.3890494,-0.5503802,-0.5266915,-0.5120363
