,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47
2020-02-19.out.0,0.0,1.3589673,-1.0191091,-0.3351377,1.3589743,-1.0191091,-0.3351377,1.358946,-1.0191134,-0.3351589,1.3589318,-1.0191141,-0.3351448,1.3589176,-1.0191141,-0.3351377,1.3589389,-1.0191155,-0.335166,1.3588893,-1.0191148,-0.3351093,1.3588964,-1.0191155,-0.3351235,1.3589176,-1.0191113,-0.3351093,1.3589035,-1.0191141,-0.3351164,1.3588751,-1.0191134,-0.335081,1.3588822,-1.0191134,-0.3350881,1.3589035,-1.0191141,-0.3351235,1.3588893,-1.0191155,-0.3351164,1.3588822,-1.0191141,-0.3351022,1.358868,-1.0191141,-0.3350881
2020-02-19.out.1,0.0,1.3588751,-1.0191141,-0.3350881,1.3588822,-1.0191148,-0.3351022,1.3588822,-1.0191155,-0.3351093,1.3588751,-1.0191155,-0.3351022,1.358861,-1.0191141,-0.335081,1.3588043,-1.0191134,-0.3350101,1.3588043,-1.0191134,-0.3350101,1.358783,-1.0191162,-0.3350243,1.3587972,-1.0191176,-0.3350456,1.3587759,-1.0191191,-0.3350385,1.3587901,-1.0191191,-0.3350526,1.3588113,-1.0191176,-0.3350597,1.3588113,-1.0191198,-0.335081,1.358861,-1.0191176,-0.3351093,1.3587972,-1.0191191,-0.3350597,1.3588397,-1.0191162,-0.335081
2020-02-19.out.2,0.0,1.3588326,-1.0191169,-0.3350739,1.3588043,-1.0191176,-0.3350526,1.3588539,-1.0191155,-0.335081,1.3588539,-1.0191155,-0.335081,1.358868,-1.0191141,-0.3350881,1.3588468,-1.0191162,-0.335081,1.3588893,-1.0191162,-0.3351306,1.3588893,-1.0191155,-0.3351235,1.358868,-1.0191155,-0.3350952,1.358868,-1.0191155,-0.3350952,1.3588539,-1.0191155,-0.335081,1.3588822,-1.0191141,-0.3351022,1.3588751,-1.0191155,-0.3351093,1.3589106,-1.0191141,-0.3351306,1.358861,-1.0191155,-0.3350881,1.3588539,-1.0191148,-0.3350739
2020-02-19.out.3,0.0,1.3588397,-1.0191162,-0.335081,1.3588964,-1.019112,-0.3350881,1.358868,-1.0191141,-0.335081,1.3588255,-1.0191141,-0.3350385,1.3588184,-1.0191155,-0.3350456,1.3588043,-1.0191162,-0.3350456,1.3587972,-1.0191162,-0.3350314,1.3587901,-1.0191176,-0.3350314,1.3588255,-1.0191141,-0.3350456,1.3587901,-1.0191176,-0.3350385,1.358783,-1.0191176,-0.3350314,1.3588043,-1.0191162,-0.3350456,1.3588043,-1.0191162,-0.3350456,1.3588326,-1.0191162,-0.3350668,1.3588326,-1.0191162,-0.3350668,1.3588255,-1.0191141,-0.3350456
2020-02-19.out.4,0.0,1.3587192,-1.0191155,-0.3349463,1.3587263,-1.0191176,-0.3349747,1.3586979,-1.0191155,-0.3349251,1.3587334,-1.0191155,-0.3349605,1.3587546,-1.0191162,-0.3349889,1.3587688,-1.0191162,-0.3350101,1.3588043,-1.0191155,-0.3350314,1.3587688,-1.0191191,-0.3350243,1.3587688,-1.0191176,-0.3350172,1.3588255,-1.0191162,-0.3350668,1.3587688,-1.0191176,-0.3350172,1.3588468,-1.0191155,-0.3350739,1.3588539,-1.0191155,-0.335081,1.3588043,-1.0191162,-0.3350456,1.3588255,-1.0191141,-0.3350385,1.3588255,-1.0191155,-0.3350526
2020-02-19.out.5,0.0,1.3587972,-1.0191155,-0.3350243,1.3587901,-1.0191162,-0.3350243,1.3587972,-1.0191155,-0.3350243,1.3587972,-1.0191148,-0.3350172,1.3587972,-1.0191141,-0.3350101,1.3587901,-1.0191134,-0.3349959,1.358861,-1.0191113,-0.3350456,1.3587972,-1.0191155,-0.3350243,1.3588184,-1.0191141,-0.3350385,1.3588184,-1.0191155,-0.3350456,1.3588113,-1.0191141,-0.3350314,1.3587901,-1.0191113,-0.3349818,1.3587759,-1.019112,-0.3349747,1.3587405,-1.0191141,-0.3349605,1.3587334,-1.0191141,-0.3349534,1.3587617,-1.0191098,-0.3349392
2020-02-19.out.6,0.0,1.3587617,-1.0191134,-0.3349676,1.358783,-1.0191091,-0.3349463,1.3587617,-1.0191098,-0.3349392,1.3587334,-1.0191148,-0.3349534,1.3587405,-1.0191141,-0.3349534,1.3587476,-1.0191155,-0.3349747,1.3587476,-1.0191155,-0.3349747,1.3587405,-1.0191141,-0.3349605,1.3587546,-1.0191141,-0.3349747,1.3587121,-1.0191162,-0.3349463,1.3587192,-1.0191155,-0.3349534,1.3587192,-1.0191162,-0.3349534,1.3587476,-1.0191162,-0.3349818,1.3587334,-1.0191162,-0.3349676,1.358705,-1.0191176,-0.3349534,1.3587192,-1.0191155,-0.3349463
2020-02-19.out.7,0.0,1.3587192,-1.0191155,-0.3349463,1.3587263,-1.0191148,-0.3349463,1.3587263,-1.019112,-0.3349251,1.3586696,-1.0191134,-0.3348755,1.3587192,-1.019112,-0.3349109,1.3586909,-1.0191134,-0.3348967,1.358705,-1.0191141,-0.334918,1.3586909,-1.0191191,-0.3349463,1.3587405,-1.019112,-0.3349392,1.3587334,-1.0191098,-0.3349109,1.358705,-1.0191134,-0.3349038,1.358705,-1.0191113,-0.3348896,1.358705,-1.0191134,-0.3349109,1.3586696,-1.0191155,-0.3348967,1.3586909,-1.0191141,-0.3349038,1.3586909,-1.0191141,-0.3349109
2020-02-19.out.8,0.0,1.3587121,-1.0191134,-0.334918,1.358705,-1.0191134,-0.3349109,1.3587263,-1.0191113,-0.3349109,1.3587121,-1.0191141,-0.3349251,1.3586767,-1.0191141,-0.3348967,1.358705,-1.019112,-0.3349038,1.3587192,-1.0191134,-0.3349251,1.3586909,-1.0191134,-0.3348967,1.3585349,-1.0191304,-0.3349038,1.358705,-1.0191141,-0.3349251,1.3586909,-1.0191141,-0.3349109,1.3586696,-1.0191134,-0.3348755,1.3586767,-1.019112,-0.3348684,1.3586838,-1.0191134,-0.3348896,1.3586696,-1.0191134,-0.3348755,1.3586909,-1.0191134,-0.3348967
2020-02-19.out.9,0.0,1.3587192,-1.019112,-0.3349109,1.3586909,-1.0191155,-0.334918,1.3586767,-1.0191141,-0.3348896,1.3586696,-1.019112,-0.3348684,1.3587192,-1.0191113,-0.3349038,1.3586979,-1.0191113,-0.3348896,1.3587121,-1.0191091,-0.3348755,1.3586625,-1.0191141,-0.3348755,1.3586696,-1.0191134,-0.3348755,1.3586696,-1.0191134,-0.3348755,1.358705,-1.0191113,-0.3348896,1.3586696,-1.0191141,-0.3348896,1.3586838,-1.0191134,-0.3348967,1.3586767,-1.019112,-0.3348684,1.3586554,-1.0191141,-0.3348755,1.3586838,-1.019112,-0.3348825
