,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47
2020-10-11.out.0,1.0,1.2538676,-1.2041411,-0.0881096,1.2538451,-1.2041411,-0.088087,1.2537999,-1.2041577,-0.0881849,1.2525046,-1.2041471,-0.0866561,1.2515708,-1.2040974,-0.0851651,1.2508704,-1.2040056,-0.0835309,1.2513072,-1.2039845,-0.0838171,1.2512997,-1.2039483,-0.0834782,1.2519398,-1.2039114,-0.0838547,1.2531748,-1.2039325,-0.0854211,1.2534309,-1.2039589,-0.0859483,1.2536191,-1.2040214,-0.0867315,1.2536041,-1.2040673,-0.0871381,1.2531522,-1.2040733,-0.0866938,1.2516536,-1.2040123,-0.0844647,1.2509834,-1.203928,-0.0829435
2020-10-11.out.1,1.0,1.2504412,-1.2039468,-0.0825218,1.2519473,-1.2039348,-0.0840731,1.2531824,-1.2040236,-0.0862721,1.2542894,-1.2040568,-0.0878083,1.2539128,-1.2040711,-0.0875222,1.2529113,-1.2040718,-0.0864152,1.2519323,-1.2040349,-0.0849843,1.2522561,-1.2040123,-0.0851349,1.2519925,-1.2039928,-0.084668,1.2521808,-1.2039852,-0.0848036,1.2524142,-1.2040161,-0.0853458,1.2526176,-1.2040568,-0.0859483,1.2518494,-1.2040417,-0.0849467,1.2511792,-1.2040259,-0.0840731,1.2510135,-1.2039717,-0.0833803,1.2502153,-1.2039393,-0.082198
2020-10-11.out.2,1.0,1.2518118,-1.2039167,-0.0837644,1.252964,-1.2039423,-0.085278,1.2532878,-1.2039732,-0.0859181,1.2535212,-1.203995,-0.086385,1.2542367,-1.2040161,-0.087364,1.2538978,-1.2040455,-0.0872661,1.2536794,-1.2040809,-0.087349,1.2533706,-1.2040914,-0.0871005,1.2533631,-1.2040967,-0.0871456,1.2533857,-1.2040952,-0.0871532,1.2533932,-1.2040877,-0.0870929,1.2534233,-1.204053,-0.0868068,1.2535589,-1.2040553,-0.0869875,1.2537848,-1.2040673,-0.0873414,1.2535137,-1.2040839,-0.0871833,1.2536944,-1.2040884,-0.0874393
2020-10-11.out.3,1.0,1.2534384,-1.2040974,-0.0872285,1.253589,-1.204108,-0.0875071,1.2536041,-1.2041035,-0.087477,1.253348,-1.2041035,-0.0871908,1.2533631,-1.2040658,-0.0868519,1.2524218,-1.2039408,-0.084668,1.2511415,-1.203858,-0.0824766,1.2510286,-1.2037894,-0.081716,1.252738,-1.2038022,-0.0837342,1.25383,-1.2038647,-0.0855265,1.2539279,-1.2039009,-0.0859633,1.2541839,-1.203922,-0.0864453,1.2544023,-1.2039694,-0.0871231,1.2541538,-1.203995,-0.0870779,1.2543195,-1.204001,-0.0873188,1.2542367,-1.2040267,-0.0874619
2020-10-11.out.4,1.0,1.2538978,-1.2040432,-0.0872435,1.2530845,-1.2040274,-0.0861968,1.2528736,-1.2039792,-0.085519,1.2505541,-1.2039664,-0.0828155,1.2511943,-1.2039634,-0.0835083,1.2522561,-1.2039069,-0.0841635,1.2529263,-1.2038866,-0.0847132,1.2533179,-1.2038881,-0.0851651,1.2533932,-1.2039182,-0.0855265,1.2535288,-1.2039491,-0.0859633,1.2529414,-1.2039333,-0.0851726,1.2528887,-1.2038828,-0.0846455,1.2531296,-1.203861,-0.0847132,1.2533857,-1.2038685,-0.0850596,1.2533028,-1.2038791,-0.0850672,1.2527983,-1.2038595,-0.0843292
2020-10-11.out.5,1.0,1.2520678,-1.2038188,-0.0831393,1.2523916,-1.2037947,-0.0832824,1.2522335,-1.2037706,-0.0828833,1.2524293,-1.2037209,-0.0826348,1.2512244,-1.2037119,-0.0812115,1.2519021,-1.2036787,-0.0816708,1.2498613,-1.2035921,-0.0786058,1.2494019,-1.2034174,-0.0764746,1.2508478,-1.2033858,-0.0777925,1.2516536,-1.2034867,-0.0796225,1.2517816,-1.2035259,-0.080127,1.2524368,-1.2035951,-0.0814901,1.250268,-1.2036313,-0.0794116,1.2499592,-1.2035537,-0.0783498,1.2523013,-1.2034972,-0.0804358,1.2517139,-1.2035326,-0.080112
2020-10-11.out.6,1.0,1.2516913,-1.2035515,-0.0802551,1.2505993,-1.2035793,-0.0792987,1.25014,-1.203559,-0.0785983,1.2509608,-1.2035281,-0.0792309,1.2521958,-1.2035402,-0.0807144,1.2530317,-1.203617,-0.0823486,1.2537697,-1.2036689,-0.0836514,1.2537923,-1.203733,-0.0842689,1.2537547,-1.2038105,-0.0849391,1.254455,-1.2038459,-0.0860462,1.2541764,-1.203916,-0.0863775,1.2531372,-1.203916,-0.0852178,1.2514879,-1.2038391,-0.0826875,1.2483853,-1.2037887,-0.0787715,1.2477377,-1.2037254,-0.0774536,1.2504035,-1.2036878,-0.0800819
2020-10-11.out.7,1.0,1.252,-1.2037435,-0.0823787,1.2507876,-1.2037412,-0.0810081,1.2512394,-1.2036968,-0.0810985,1.2514428,-1.2037134,-0.081475,1.2503132,-1.2037194,-0.0802701,1.250396,-1.2036125,-0.0793815,1.2497258,-1.2034242,-0.0768888,1.2493944,-1.203303,-0.0754053,1.2498538,-1.2033271,-0.0761508,1.2501701,-1.2033828,-0.0770169,1.2514879,-1.2034129,-0.0787564,1.2524368,-1.203446,-0.0801195,1.2520979,-1.2034972,-0.0802099,1.2521732,-1.2035055,-0.0803755,1.2509307,-1.2035349,-0.079261,1.2505617,-1.203446,-0.078026
2020-10-11.out.8,1.0,1.2508027,-1.203321,-0.0771449,1.2514277,-1.2033248,-0.0778678,1.2518118,-1.2033564,-0.0785908,1.2501625,-1.2033918,-0.0770846,1.2519097,-1.2033858,-0.0789824,1.2526778,-1.2034829,-0.080722,1.2537848,-1.2035673,-0.0827327,1.2539731,-1.2036079,-0.0833125,1.2538149,-1.2036592,-0.0836137,1.2537095,-1.2036855,-0.0837342,1.253107,-1.203736,-0.0835384,1.2506596,-1.2036546,-0.0800593,1.250268,-1.2035921,-0.0790426,1.2518871,-1.2035628,-0.0805864,1.2513373,-1.2035997,-0.0803153,1.2524971,-1.2036049,-0.0816558
2020-10-11.out.9,1.0,1.2530468,-1.2036727,-0.0828833,1.2523088,-1.2037209,-0.0824992,1.2518268,-1.2037141,-0.0819118,1.2525799,-1.2037119,-0.0827176,1.2527305,-1.2037337,-0.0830941,1.2520904,-1.203745,-0.0824841,1.2518193,-1.2037081,-0.081844,1.2516762,-1.2036192,-0.0808575,1.2521281,-1.2036448,-0.0815955,1.2528435,-1.2036855,-0.0827703,1.2533556,-1.2036945,-0.0834179,1.2543346,-1.2037262,-0.0848111,1.2542818,-1.2037992,-0.0854136,1.254086,-1.2038271,-0.0854588,1.2536493,-1.2038271,-0.0849693,1.2529037,-1.2038647,-0.0844948
