,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-10-01.out.0,5.0,-1.0356454,-1.0346871,-1.0348151,-1.032712,-1.0325565,-1.0316988,-1.0304442,-1.0299874,-1.031014,-1.0325381,-1.0347003,-1.0347278,-1.0326113,-1.0337377,-1.0398191,-1.0381819
2020-10-01.out.1,5.0,-1.0364391,-1.0355314,-1.0351886,-1.0336829,-1.0347094,-1.036785,-1.0357909,-1.0343309,-1.0333459,-1.0384097,-1.0383366,-1.036726,-1.0355081,-1.0341936,-1.0339016,-1.0333816
2020-10-01.out.2,5.0,-1.0357218,-1.0366893,-1.035676,-1.0335729,-1.032761,-1.0310139,-1.0307077,-1.0303558,-1.0295854,-1.029786,-1.0294166,-1.0298408,-1.0290188,-1.0274814,-1.0281519,-1.0268607
2020-10-01.out.3,5.0,-1.0239089,-1.0239588,-1.0250171,-1.0260478,-1.0252358,-1.0242508,-1.0238082,-1.0238856,-1.0227633,-1.0219695,-1.0218414,-1.0241634,-1.0218547,-1.019665,-1.0249161,-1.0306924
2020-10-01.out.4,5.0,-1.0279463,-1.023037,-1.0228822,-1.0215819,-1.0241551,-1.0254779,-1.0266136,-1.0238947,-1.0217183,-1.0206375,-1.0202856,-1.0194777,-1.018204,-1.0169909,-1.0163111,-1.0142894
2020-10-01.out.5,5.0,-1.0158818,-1.0146363,-1.0142303,-1.0135323,-1.0135871,-1.0137918,-1.0137144,-1.0148185,-1.0137511,-1.012533,-1.0132585,-1.0119215,-1.0119714,-1.0116111,-1.0120354,-1.010908
2020-10-01.out.6,5.0,-1.0102924,-1.0125138,-1.0121577,-1.0159673,-1.0142751,-1.0237011,-1.0319266,-1.0300881,-1.0355719,-1.0291815,-1.0281558,-1.0313946,-1.02973,-1.0297899,-1.0323356,-1.0301186
2020-10-01.out.7,5.0,-1.0269064,-1.029037,-1.0306651,-1.0264139,-1.0242508,-1.0204321,-1.0166715,-1.0264576,-1.0247433,-1.0296383,-1.0258789,-1.0261168,-1.0236026,-1.0219595,-1.0183188,-1.0209419
2020-10-01.out.8,5.0,-1.0208687,-1.0216308,-1.0212198,-1.0199469,-1.018966,-1.0179942,-1.0187471,-1.0187105,-1.0338028,-1.0532603,-1.0673387,-1.0528434,-1.0502664,-1.0494953,-1.0479165,-1.0473417
2020-10-01.out.9,5.0,-1.0573228,-1.0669665,-1.0666435,-1.0721588,-1.0669141,-1.0633059,-1.0585752,-1.0553727,-1.0603535,-1.0574847,-1.0567685,-1.052868,-1.052398,-1.0518049,-1.0497975,-1.053688
2020-10-01.out.10,5.0,-1.0507956,-1.04784,-1.0419728,-1.0431308,-1.0414295,-1.0409229,-1.04064,-1.0403978,-1.0387007,-1.0454389,-1.0503245,-1.0497681,-1.0484912,-1.0441307,-1.0386377,-1.0360911
2020-10-01.out.11,5.0,-1.0394528,-1.0382673,-1.0328566,-1.0298133,-1.0267518,-1.0238672,-1.0236201,-1.0198105,-1.0179444,-1.0191623,-1.0181041,-1.0184826,-1.0164292,-1.0162828,-1.0137826,-1.0136229
2020-10-01.out.12,5.0,-1.013513,-1.0127101,-1.0123998,-1.0117649,-1.0118198,-1.010501,-1.0097389,-1.0082055,-1.007653,-1.0071654,-1.007019,-1.0071238,-1.0074932,-1.0079815,-1.0075797,-1.0077985
2020-10-01.out.13,5.0,-1.007781,-1.0077028,-1.0083052,-1.0075207,-1.0078542,-1.0088251,-1.0117179,-1.0128678,-1.016417,-1.0208065,-1.0230705,-1.0235772,-1.023737,-1.0229891,-1.0223319,-1.0284682
2020-10-01.out.14,5.0,-1.028921,-1.0292721,-1.0327121,-1.0384971,-1.0422158,-1.0447299,-1.0449812,-1.0475908,-1.0492328,-1.0414558,-1.0393113,-1.0392563,-1.038248,-1.0368379,-1.0345161,-1.0338863
2020-10-01.out.15,5.0,-1.0314812,-1.0404822,-1.034224,-1.0456869,-1.0571841,-1.0597714,-1.0620941,-1.0592435,-1.0526024,-1.0498963,-1.0480853,-1.0454432,-1.04678,-1.0473231,-1.045676,-1.0452925
2020-10-01.out.16,5.0,-1.0428975,-1.0409675,-1.0408435,-1.0408983,-1.0410082,-1.0397487,-1.0399817,-1.0380433,-1.0363413,-1.0361449,-1.0347165,-1.0322573,-1.0313854,-1.0342047,-1.0331465,-1.0310618
2020-10-01.out.17,5.0,-1.0304369,-1.0287206,-1.0295142,-1.028748,-1.0273836,-1.0278395,-1.0260966,-1.0262654,-1.0401879,-1.0337345,-1.0303495,-1.0293687,-1.0274619,-1.0254352,-1.0280265,-1.0250974
2020-10-01.out.18,5.0,-1.0238103,-1.0215523,-1.0202378,-1.0197677,-1.0207852,-1.0223409,-1.0279522,-1.0301917,-1.0299963,-1.0300147,-1.0362517,-1.0357093,-1.0401077,-1.0379825,-1.0432381,-1.0487715
2020-10-01.out.19,5.0,-1.0462488,-1.0445792,-1.0464276,-1.0461898,-1.0470567,-1.0464553,-1.0465285,-1.0484352,-1.0485858,-1.0476417,-1.0471492,-1.0460587,-1.0468797,-1.048545,-1.0531749,-1.0539462
2020-10-01.out.20,5.0,-1.0539919,-1.059754,-1.0575607,-1.0579526,-1.0610503,-1.0657166,-1.0714871,-1.0681124,-1.0678976,-1.0658774,-1.0633822,-1.0639252,-1.0612202,-1.0634592,-1.0632487,-1.0630624
2020-10-01.out.21,5.0,-1.0724589,-1.0813403,-1.0847807,-1.0870166,-1.0935752,-1.0900824,-1.0903836,-1.0889333,-1.0866985,-1.0855763,-1.084969,-1.0837008,-1.0801437,-1.0797194,-1.0823142,-1.0808636
2020-10-01.out.22,5.0,-1.0792718,-1.0791436,-1.0768222,-1.0769677,-1.0747643,-1.0724155,-1.0682009,-1.0666537,-1.0667533,-1.0668907,-1.0698192,-1.06461,-1.0600525,-1.0565304,-1.0588793,-1.0574652
2020-10-01.out.23,5.0,-1.0557907,-1.058628,-1.0623046,-1.0611734,-1.069821,-1.0645996,-1.0599017,-1.0563605,-1.0573594,-1.064676,-1.0625233,-1.0653657,-1.0640889,-1.066634,-1.0617441,-1.0602018
2020-10-01.out.24,5.0,-1.085151,-1.0731671,-1.0747671,-1.0712833,-1.0714559,-1.0680849,-1.0685924,-1.071617,-1.0752241,-1.0766654,-1.089123,-1.1012382,-1.0936599,-1.098124,-1.0950088,-1.0960399
2020-10-01.out.25,5.0,-1.0954511,-1.0951,-1.0933628,-1.0983468,-1.1046416,-1.1075841,-1.1048067,-1.1159431,-1.1192232,-1.1141526,-1.1078641,-1.1036179,-1.1094496,-1.1123827,-1.1174904,-1.1125568
2020-10-01.out.26,5.0,-1.1095557,-1.104165,-1.1053732,-1.1075254,-1.1082913,-1.1083788,-1.1078174,-1.1094773,-1.1208593,-1.1210478,-1.1240217,-1.1209851,-1.1174145,-1.1160831,-1.1137937,-1.1127897
2020-10-01.out.27,5.0,-1.1125794,-1.1114718,-1.1110109,-1.1115082,-1.1196282,-1.1149693,-1.1145228,-1.1165609,-1.1279523,-1.1233202,-1.1642443,-1.1629624,-1.1415885,-1.1301849,-1.1286298,-1.1347896
2020-10-01.out.28,5.0,-1.1260074,-1.1249536,-1.1240139,-1.1220989,-1.1201472,-1.1216381,-1.1221802,-1.1206577,-1.120557,-1.1282444,-1.1249117,-1.1222757,-1.124511,-1.123371,-1.1227191,-1.1354165
2020-10-01.out.29,5.0,-1.1251762,-1.1304531,-1.1306587,-1.1272061,-1.1264444,-1.1286379,-1.1299378,-1.1268919,-1.1313054,-1.1332439,-1.1296511,-1.1264589,-1.1259482,-1.1253919,-1.1411186,-1.1557159
2020-10-01.out.30,5.0,-1.145749,-1.1453837,-1.1472803,-1.1463969,-1.1551023,-1.1579067,-1.1529506,-1.1470642,-1.1476154,-1.1454361,-1.144282,-1.1419381,-1.1389563,-1.1364566,-1.13642,-1.1362695
2020-10-01.out.31,5.0,-1.1370036,-1.1384437,-1.1374868,-1.1378203,-1.1405324,-1.1422011,-1.1414405,-1.1417183,-1.1414906,-1.1426263,-1.1401053,-1.1399223,-1.1401043,-1.1452111,-1.1481387,-1.1494291
2020-10-01.out.32,5.0,-1.1472551,-1.1452946,-1.1438254,-1.1480066,-1.1499356,-1.1535606,-1.1530095,-1.151938,-1.1561058,-1.1594431,-1.1615275,-1.1605567,-1.1628637,-1.1610174,-1.158633,-1.1583778
2020-10-01.out.33,5.0,-1.1586696,-1.1662153,-1.1704785,-1.1698686,-1.1673147,-1.1638545,-1.1599427,-1.1593631,-1.1581502,-1.1604155,-1.1587835,-1.1610226,-1.1638086,-1.173378,-1.1803894,-1.1801081
2020-10-01.out.34,5.0,-1.1759377,-1.1768132,-1.1820277,-1.1856807,-1.1803432,-1.180315,-1.1792259,-1.1756055,-1.1849636,-1.1879599,-1.1868297,-1.1862288,-1.1859138,-1.1881567,-1.190377,-1.1883853
2020-10-01.out.35,5.0,-1.1889506,-1.1868401,-1.1857959,-1.187022,-1.1857186,-1.1898849,-1.1892426,-1.190501,-1.1892659,-1.1924794,-1.1908701,-1.1901086,-1.1931949,-1.1921693,-1.1913764,-1.1942982
2020-10-01.out.36,5.0,-1.1904058,-1.1920239,-1.1994948,-1.1940065,-1.1946997,-1.1959897,-1.1983789,-1.195138,-1.1962176,-1.1950059,-1.1939984,-1.1921472,-1.19103,-1.1905926,-1.1917963,-1.19129
2020-10-01.out.37,5.0,-1.1940431,-1.1905195,-1.189635,-1.1894478,-1.1873464,-1.1885226,-1.1864162,-1.1852582,-1.1844284,-1.1942888,-1.1931994,-1.188723,-1.188253,-1.1843869,-1.1818522,-1.1915072
2020-10-01.out.38,5.0,-1.1857775,-1.1869122,-1.1891691,-1.1922191,-1.196623,-1.1922518,-1.1873516,-1.1867708,-1.1860866,-1.184104,-1.1833558,-1.1871214,-1.1902171,-1.1925565,-1.1953915,-1.2084789
2020-10-01.out.39,5.0,-1.1981607,-1.1932829,-1.1922884,-1.1989166,-1.1975129,-1.1940207,-1.1979966,-1.1989075,-1.1941438,-1.1904829,-1.1894663,-1.1870363,-1.1878842,-1.1871178,-1.1842099,-1.1822446
