,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-03-21.out.0,0.0,0.4961137,0.4983713,0.5035392,0.502356,0.5036479,0.5074151,0.5059056,0.5047603,0.5073063,0.5071975,0.5161325,0.5037567,0.4522001,0.4461374,0.4478644,0.4440264
2020-03-21.out.1,0.0,0.453141,0.4519578,0.4434579,0.4531789,0.4519578,0.4447498,0.4546126,0.445498,0.4457534,0.4482286,0.439582,0.4407272,0.4357061,0.43829,0.439544,0.439544
2020-03-21.out.2,0.0,0.4360324,0.4359236,0.4272061,0.4197427,0.4159756,0.4086209,0.4147216,0.4110253,0.4061837,0.4024166,0.4024166,0.4023786,0.3999793,0.3999414,0.4052559,0.3974662
2020-03-21.out.3,0.0,0.4061458,0.4035618,0.4011246,0.4050005,0.4024166,0.4075844,0.4088764,0.4025961,0.407329,0.4101683,0.4025253,0.4074756,0.4112428,0.4151187,0.4174851,0.414972
2020-03-21.out.4,0.0,0.4176317,0.4199602,0.4198894,0.4211814,0.4300455,0.4199602,0.4262025,0.4324827,0.4362119,0.43492,0.4386163,0.4372864,0.4409827,0.4445323,0.4434579,0.4347404
2020-03-21.out.5,0.0,0.4422367,0.4495535,0.443387,0.4519578,0.4557249,0.4594921,0.4604957,0.4580913,0.4541446,0.45953,0.4582709,0.4682095,0.4682474,0.4657723,0.4655168,0.4619672
2020-03-21.out.6,0.0,0.4631884,0.4618964,0.4655168,0.467992,0.4632592,0.4732686,0.4681008,0.4693927,0.4717971,0.4741635,0.4742343,0.4767474,0.4755263,0.4805145,0.4788963,0.4765628
2020-03-21.out.7,0.0,0.4692131,0.4753467,0.4752,0.4754175,0.4780014,0.4768182,0.4756729,0.4768182,0.4832072,0.4919247,0.4928903,0.4965108,0.4940356,0.4979494,0.5079209,0.5079589
2020-03-21.out.8,0.0,0.5053749,0.5103961,0.5090333,0.5078122,0.5090333,0.5162413,0.5139507,0.5138749,0.5201551,0.5237755,0.5223748,0.5237755,0.5263595,0.5223748,0.5210829,0.5226303
2020-03-21.out.9,0.0,0.5249967,0.5313098,0.5326776,0.53759,0.5362601,0.53759,0.5375192,0.5409929,0.5450155,0.5372637,0.5433973,0.54609,0.5395214,0.5423608,0.5385557,0.5499658
2020-03-21.out.10,0.0,0.5472732,0.5470556,0.5459812,0.5459812,0.5483476,0.5497104,0.5499658,0.5521147,0.5482388,0.5557731,0.5570651,0.5571359,0.5510782,0.5521147,0.5521147,0.5605438
2020-03-21.out.11,0.0,0.5644906,0.5608322,0.5546987,0.5482388,0.5585037,0.5675474,0.5731372,0.5670745,0.5656029,0.5649635,0.5557731,0.5498571,0.5522943,0.5562461,0.5597957,0.566
2020-03-21.out.12,0.0,0.5623796,0.5673299,0.5557731,0.5507519,0.5560994,0.5546987,0.5485651,0.5498571,0.558357,0.5631986,0.5582483,0.563454,0.5548074,0.5497863,0.5546987,0.5535155
2020-03-21.out.13,0.0,0.5534067,0.5598665,0.558357,0.5635628,0.5585745,0.5610118,0.5558439,0.5608322,0.559649,0.5561702,0.543506,0.5470556,0.5458345,0.5548074,0.5586833,0.5546987
2020-03-21.out.14,0.0,0.5597957,0.5536621,0.5486739,0.5546987,0.5585745,0.5548074,0.5534067,0.5485651,0.55326,0.5495308,0.5468761,0.5595402,0.5572118,0.5597957,0.5522235,0.5483476
2020-03-21.out.15,0.0,0.5559198,0.5648168,0.5559906,0.5631986,0.5622329,0.5670037,0.5694788,0.5704445,0.5670037,0.5581774,0.5671453,0.5620533,0.5672212,0.5631278,0.5634161,0.559649
2020-03-21.out.16,0.0,0.563454,0.560941,0.5609789,0.5622329,0.5608701,0.563454,0.5468761,0.5607234,0.548168,0.5433973,0.544798,0.5495308,0.5457637,0.534609,0.5346798,0.5383382
2020-03-21.out.17,0.0,0.5410688,0.543544,0.5522943,0.5459104,0.541779,0.5419586,0.5384849,0.5398477,0.539701,0.5436527,0.5398477,0.5425403,0.5485651,0.5459812,0.5496396,0.5458016
2020-03-21.out.18,0.0,0.5496396,0.5409929,0.544798,0.5321338,0.5257448,0.5221952,0.5200084,0.513804,0.4790678,0.4711445,0.4735109,0.4523797,0.4641161,0.4689956,0.4777839,0.4865014
2020-03-21.out.19,0.0,0.4915984,0.4795488,0.4732686,0.456979,0.4467191,0.4528527,0.4714708,0.45396,0.4393265,0.4430607,0.4366009,0.4024166,0.3963078,0.396283,0.3936991,0.3973195
2020-03-21.out.20,0.0,0.4009071,0.4046363,0.3984319,0.4132829,0.4120997,0.4073669,0.3702263,0.328328,0.3288718,0.3289806,0.3392783,0.343263,0.340717,0.3528374,0.3656862,0.3717489
2020-03-21.out.21,0.0,0.3828656,0.3777357,0.3790277,0.3754072,0.3816495,0.3839401,0.3827948,0.3818291,0.3753693,0.3739686,0.3727854,0.3778445,0.377627,0.3790656,0.3891459,0.3864153
2020-03-21.out.22,0.0,0.3812145,0.3828327,0.3815408,0.3902203,0.3926955,0.3850904,0.3840159,0.3904378,0.3892546,0.3938787,0.3900028,0.3838693,0.3925488,0.3912239,0.3952086,0.4010867
2020-03-21.out.23,0.0,0.3987203,0.406472,0.4087297,0.4014509,0.4013421,0.3963918,0.3938787,0.4011954,0.4038173,0.4112428,0.4138975,0.4152274,0.4271682,0.4281339,0.4235098,0.4270595
2020-03-21.out.24,0.0,0.4208551,0.4235098,0.4263113,0.4294259,0.4145749,0.4286777,0.4258762,0.4322273,0.4269507,0.4269128,0.4307557,0.4294638,0.4189814,0.4231127,0.4123172,0.4135383
2020-03-21.out.25,0.0,0.4033443,0.4097333,0.4150099,0.4151895,0.4113136,0.4101683,0.3986494,0.4075844,0.3998326,0.3872393,0.3845087,0.3604344,0.3497476,0.3536235,0.2996626,0.2644037
2020-03-21.out.26,0.0,0.2637643,0.2686438,0.2726285,0.281743,0.2761781,0.2739204,0.248152,0.260892,0.2697891,0.2726993,0.2922502,0.2665197,0.2728328,0.2366842,0.2387951,0.23632
2020-03-21.out.27,0.0,0.2315492,0.2025246,0.2265281,0.2183165,0.2368638,0.2325908,0.22782,0.2249807,0.1988283,0.2067976,0.1978626,0.2031771,0.1653212,0.1644314,0.1620979,0.1733993
2020-03-21.out.28,0.0,0.1706358,0.1816109,0.1895422,0.196002,0.1860685,0.1882503,0.1859218,0.1897977,0.1919466,0.1944597,0.1806452,0.1822634,0.1847007,0.1884299,0.1812269,0.1833379
2020-03-21.out.29,0.0,0.185813,0.1747671,0.1695234,0.1682314,0.1659738,0.1670482,0.1709241,0.1775306,0.1800058,0.1713971,0.1673366,0.1823722,0.1762386,0.18754,0.1745117,0.1657942
2020-03-21.out.30,0.0,0.1610614,0.1685577,0.1648285,0.1659738,0.1673366,0.1686285,0.1713971,0.1659738,0.1712125,0.1761299,0.1774219,0.1861393,0.1847765,0.1911605,0.1859926,0.187105
2020-03-21.out.31,0.0,0.1910896,0.1948188,0.1935648,0.188397,0.1746204,0.1872846,0.1923816,0.1860685,0.1934181,0.1958225,0.2010991,0.1960779,0.1984064,0.2020648,0.2094902,0.2035034
2020-03-21.out.32,0.0,0.2033567,0.2120742,0.2183165,0.2120742,0.2080895,0.1980093,0.1958225,0.1957845,0.1995517,0.2058698,0.2058319,0.19941,0.200664,0.1920553,0.2009903,0.2010991
2020-03-21.out.33,0.0,0.2105268,0.2122209,0.2122209,0.2133661,0.2144785,0.2194288,0.2144785,0.2156238,0.2132953,0.2145873,0.2217573,0.2217573,0.2217573,0.2168449,0.2119654,0.2117479
2020-03-21.out.34,0.0,0.2207208,0.2193909,0.2166982,0.2192442,0.2080187,0.2080895,0.2019181,0.200702,0.2094902,0.2170245,0.2146581,0.2147669,0.2171712,0.2096369,0.2159501,0.2159501
2020-03-21.out.35,0.0,0.2092348,0.205761,0.1918757,0.1917999,0.1908342,0.1896889,0.1949655,0.2162763,0.2211179,0.2211179,0.2133661,0.2107114,0.2043224,0.1922728,0.1995517,0.1970436
2020-03-21.out.36,0.0,0.2047954,0.2081983,0.2184252,0.2196084,0.2171712,0.2210471,0.2233047,0.2220836,0.2141143,0.2133661,0.2145873,0.2159501,0.2192822,0.2159501,0.2144785,0.215553
2020-03-21.out.37,0.0,0.2168449,0.2156946,0.2118946,0.2171712,0.2271806,0.2220128,0.2244879,0.2255624,0.2307302,0.2330587,0.2366462,0.2466177,0.2553731,0.2542278,0.2604322,0.2578483
2020-03-21.out.38,0.0,0.2541899,0.2553352,0.257957,0.2642373,0.2602147,0.2576308,0.2615446,0.270262,0.2688234,0.2742467,0.2788328,0.2763956,0.2814167,0.2825291,0.2811284,0.2799452
2020-03-21.out.39,0.0,0.2822737,0.2947962,0.3035136,0.3109391,0.3070633,0.3121603,0.3109391,0.3108304,0.3146354,0.3134522,0.3171106,0.3170019,0.3206602,0.3260835,0.3306696,0.3307784
2020-03-21.out.40,0.0,0.3245361,0.3293777,0.3329652,0.3380951,0.3430075,0.3416448,0.3482512,0.3468126,0.3479958,0.3426104,0.3340397,0.3431922,0.3379156,0.3404995,0.3404995,0.3391696
2020-03-21.out.41,0.0,0.3442287,0.3426104,0.3443754,0.3493257,0.3415739,0.3477783,0.3440491,0.3454119,0.3465951,0.3516921,0.3477783,0.3492169,0.3505089,0.3477783,0.3540206,0.3467038
2020-03-21.out.42,0.0,0.3454119,0.3529461,0.3529461,0.3492169,0.3442666,0.3554592,0.3542381,0.3492169,0.3556388,0.3506177,0.3489994,0.3478162,0.3477075,0.3592264,0.3593351,0.3566424
2020-03-21.out.43,0.0,0.361484,0.3654687,0.3679817,0.3665431,0.3604096,0.3666898,0.3569687,0.3579673,0.3457761,0.3482512,0.3469593,0.3530549,0.3480337,0.3456673,0.3493257,0.3556767
2020-03-21.out.44,0.0,0.3541673,0.3539498,0.3467418,0.3492878,0.3493257,0.3431922,0.3442287,0.3442287,0.3482512,0.3505797,0.3567512,0.3492169,0.3544935,0.3617724,0.3504001,0.3606271
2020-03-21.out.45,0.0,0.3620278,0.3615928,0.3689803,0.3590088,0.3617015,0.3580432,0.3654687,0.35686,0.3580052,0.3603716,0.3628847,0.3631731,0.3567512,0.3639592,0.3679817,0.3702723
2020-03-21.out.46,0.0,0.3717818,0.3692737,0.3781708,0.3715643,0.3752606,0.37677,0.3753693,0.3814649,0.3902911,0.3940254,0.3902203,0.3904758,0.38527,0.3928042,0.3890371,0.3925867
2020-03-21.out.47,0.0,0.3951706,0.3938787,0.397575,0.408588,0.3974283,0.4064012,0.4126056,0.4177026,0.4147924,0.412426,0.4062924,0.4108786,0.4159756,0.4184508,0.4223266,0.4223266
2020-03-21.out.48,0.0,0.4197427,0.4297521,0.4223646,0.4209259,0.4209967,0.4308974,0.4309353,0.4222179,0.4234011,0.4320806,0.4223266,0.4248018,0.4235098,0.4307887,0.4181245,0.4195631
2020-03-21.out.49,0.0,0.4149011,0.4197427,0.4161223,0.4236894,0.4243668,0.4218916,0.4184887,0.4161931,0.4135004,0.4125727,0.4173384,0.4185216,0.401764,0.3935524,0.407329,0.4086588
2020-03-21.out.50,0.0,0.4110253,0.4173763,0.4247639,0.4236186,0.4209638,0.4211814,0.4298609,0.4249106,0.4138646,0.4095866,0.4086588,0.4089851,0.4148632,0.4161931,0.4173384,0.4151187
2020-03-21.out.51,0.0,0.4161931,0.4058953,0.4159756,0.4182332,0.4223266,0.4210347,0.4263492,0.4248018,0.4310062,0.4274945,0.4262025,0.4209638,0.410699,0.4134625,0.4160843,0.4185595
2020-03-21.out.52,0.0,0.4161931,0.418777,0.4120997,0.4186303,0.4122464,0.4147924,0.40988,0.4011246,0.4085501,0.4062216,0.4086588,0.4160464,0.418342,0.4078975,0.3997239,0.4009071
2020-03-21.out.53,0.0,0.4131362,0.4160464,0.4210347,0.418777,0.4225442,0.4211434,0.4160843,0.4211055,0.4211055,0.4197427,0.407329,0.4160464,0.4110253,0.4199602,0.4172675,0.4158668
2020-03-21.out.54,0.0,0.410699,0.4084413,0.409842,0.4225442,0.4211814,0.4217828,0.4147924,0.4172675,0.4147216,0.4150099,0.4238361,0.4211434,0.4222558,0.4196719,0.4335193,0.4256967
2020-03-21.out.55,0.0,0.4236186,0.4309353,0.4283893,0.4359944,0.4396528,0.442128,0.4081151,0.4122464,0.4160843,0.4247639,0.4333017,0.4356682,0.4334484,0.4245843,0.4310441,0.4259471
2020-03-21.out.56,0.0,0.4271682,0.4298988,0.4347025,0.4348492,0.4398703,0.4371776,0.4395061,0.4258762,0.424731,0.4369601,0.4370689,0.4310441,0.4372864,0.4423834,0.4470783,0.443387
2020-03-21.out.57,0.0,0.4458572,0.4433112,0.4408739,0.4357061,0.4273149,0.4246551,0.4310441,0.4335572,0.4374331,0.4373951,0.4311908,0.4322652,0.4321894,0.4422367,0.4235857,0.4273149
2020-03-21.out.58,0.0,0.4234719,0.4259471,0.4283514,0.4324827,0.4159048,0.4197427,0.4222179,0.4270974,0.4260558,0.4137179,0.4171588,0.4234719,0.4250572,0.4286398,0.4284602,0.4323361
2020-03-21.out.59,0.0,0.4308645,0.4296434,0.4311149,0.4310441,0.4323361,0.4269128,0.4333017,0.4322273,0.4231456,0.43492,0.439544,0.4373951,0.4396528,0.4410535,0.4422367,0.4442769
2020-03-21.out.60,0.0,0.4394353,0.4330134,0.4132829,0.4241493,0.4042771,0.4023078,0.4186303,0.4199223,0.4250572,0.4211434,0.4223266,0.4283893,0.4373951,0.4142486,0.4082238,0.3924071
2020-03-21.out.61,0.0,0.3996859,0.4087297,0.4123172,0.411134,0.4035618,0.3998326,0.4086209,0.3828575,0.3833255,0.380997,0.3900407,0.3909685,0.382251,0.3934436,0.4022699,0.4053268
2020-03-21.out.62,0.0,0.3939166,0.3874189,0.3848349,0.3884225,0.3888196,0.3850525,0.3941341,0.3865619,0.3850525,0.389894,0.3961363,0.3811057,0.38527,0.3762262,0.3641767,0.361484
2020-03-21.out.63,0.0,0.3763729,0.3726766,0.3579344,0.3702015,0.3715314,0.3765525,0.373789,0.3712759,0.3734248,0.3666519,0.3678351,0.3642854,0.3694154,0.3693445,0.3887817,0.3799934
2020-03-21.out.64,0.0,0.3703102,0.3657949,0.3668314,0.3701635,0.3679438,0.361919,0.3743278,0.3794627,0.3791364,0.3754781,0.3830123,0.3857758,0.3792831,0.3854167,0.3801021,0.3726766
2020-03-21.out.65,0.0,0.3791364,0.3877451,0.3827948,0.3764438,0.3805372,0.3698752,0.3754401,0.37677,0.3753693,0.3855963,0.384413,0.3838693,0.3765525,0.3665431,0.3643563,0.3726766
2020-03-21.out.66,0.0,0.3717109,0.3719285,0.3717818,0.3732204,0.3808255,0.3730029,0.3804284,0.3730029,0.3654687,0.3665052,0.3703102,0.3715643,0.369127,0.3654307,0.3745124,0.3600833
2020-03-21.out.67,0.0,0.3615928,0.3706365,0.3731825,0.3667227,0.3679817,0.371673,0.372965,0.3717109,0.3680905,0.3644271,0.3680526,0.3629935,0.3592264,0.3730737,0.357646,0.360192
2020-03-21.out.68,0.0,0.3589709,0.3554213,0.3540585,0.3544556,0.3591884,0.356822,0.3600833,0.3580432,0.3617724,0.3556767,0.3632818,0.3618811,0.3631731,0.3608446,0.3680526,0.3744745
2020-03-21.out.69,0.0,0.3731496,0.3730029,0.3690183,0.3564249,0.36023,0.3756577,0.3692737,0.3643942,0.3693066,0.3670869,0.3780241,0.3678351,0.3795715,0.3768788,0.3803196,0.3728233
2020-03-21.out.70,0.0,0.3742949,0.3703102,0.3792831,0.3867415,0.3584651,0.3527286,0.361919,0.3542381,0.3679059,0.3951706,0.3840488,0.3662168,0.378881,0.3524403,0.3354025,0.353841
2020-03-21.out.71,0.0,0.3703102,0.356387,0.3488907,0.3386637,0.3298375,0.3488527,0.3528374,0.3629556,0.3605892,0.356822,0.3573527,0.3475987,0.3449768,0.355952,0.3447973,0.3315645
2020-03-21.out.72,0.0,0.3419002,0.3530549,0.3513279,0.3566424,0.3592264,0.369127,0.3552417,0.3563541,0.3567512,0.3641008,0.3537702,0.3617015,0.3628847,0.3615928,0.3666519,0.3677263
2020-03-21.out.73,0.0,0.3714555,0.3651045,0.377627,0.3691649,0.3714934,0.3628139,0.3724591,0.3560607,0.3760087,0.3623409,0.3510396,0.3590797,0.3615548,0.3551659,0.3552796,0.3587913
2020-03-21.out.74,0.0,0.3666519,0.3639592,0.360192,0.3648869,0.3702394,0.3764438,0.3813941,0.3851233,0.3837984,0.3840488,0.3761175,0.3824685,0.3864532,0.3825773,0.3812853,0.389894
2020-03-21.out.75,0.0,0.3784839,0.3798846,0.3761175,0.3712759,0.3722037,0.3699131,0.3736423,0.3848349,0.3874189,0.387348,0.379705,0.3722416,0.3446885,0.3373718,0.3445797,0.3528753
2020-03-21.out.76,0.0,0.3261791,0.3337842,0.33899,0.3426104,0.3603716,0.3589001,0.3525111,0.3510396,0.3536943,0.3537702,0.3602629,0.3579344,0.3688716,0.3726766,0.369984,0.3712759
2020-03-21.out.77,0.0,0.3737511,0.3752226,0.3677263,0.3639592,0.3603008,0.3602629,0.3639592,0.3574994,0.355133,0.3526578,0.362776,0.3585738,0.3513279,0.3589001,0.3600833,0.3375893
2020-03-21.out.78,0.0,0.3476695,0.3476316,0.3539498,0.361484,0.3639212,0.3626672,0.3666519,0.3612665,0.3700548,0.3319237,0.326685,0.3340017,0.3563162,0.3424309,0.3320952,0.325431
2020-03-21.out.79,0.0,0.3166047,0.3278682,0.3380951,0.3391696,0.3377689,0.3365857,0.3352229,0.3368032,0.3469593,0.3364769,0.3306696,0.333893,0.3375893,0.3340397,0.3328185,0.3202631
2020-03-21.out.80,0.0,0.3339309,0.3201164,0.3228091,0.3303434,0.3429367,0.3416448,0.3342193,0.3351849,0.3166047,0.3212996,0.3203339,0.3368411,0.3364769,0.3268317,0.3232441,0.3202631
2020-03-21.out.81,0.0,0.3189332,0.3264675,0.3229179,0.3288718,0.3292689,0.3393871,0.3378776,0.3431542,0.3442287,0.3278682,0.3273623,0.3200785,0.3205894,0.3153836,0.3230266,0.3319995
2020-03-21.out.82,0.0,0.3267229,0.328796,0.3328565,0.3139829,0.3130172,0.3142004,0.3281945,0.3218434,0.3290514,0.331782,0.3355112,0.3255018,0.3256106,0.3331069,0.3321083,0.3442287
2020-03-21.out.83,0.0,0.3437936,0.3355112,0.3277594,0.334328,0.3378397,0.3342193,0.3392075,0.3439024,0.3541673,0.3566424,0.3467038,0.3427571,0.3221945,0.308853,0.3174237,0.3042618
2020-03-21.out.84,0.0,0.3052654,0.3205515,0.3293069,0.3277594,0.3348587,0.3327806,0.3393871,0.3392404,0.3378776,0.3303434,0.3253222,0.330523,0.3341105,0.3212288,0.3241011,0.3354733
2020-03-21.out.85,0.0,0.3266471,0.3253222,0.3051567,0.311834,0.313088,0.319042,0.3127289,0.3128376,0.305483,0.3167464,0.3219522,0.3243894,0.3192595,0.3205135,0.3192595,0.3206223
2020-03-21.out.86,0.0,0.3178588,0.319477,0.3184026,0.31438,0.3094297,0.3094676,0.3045881,0.3057005,0.3008589,0.3040443,0.2943991,0.2934334,0.2981283,0.3066282,0.3120136,0.3119428
2020-03-21.out.87,0.0,0.310542,0.2989852,0.3018246,0.3068837,0.3094676,0.3246069,0.3267938,0.3331069,0.33562,0.3319616,0.3281945,0.335582,0.3305988,0.3429367,0.3328565,0.3394959
2020-03-21.out.88,0.0,0.3393163,0.3380951,0.3368032,0.3367323,0.3238836,0.3216259,0.3162405,0.3341105,0.3329652,0.3331448,0.3382747,0.3238836,0.3178588,0.3178967,0.3202252,0.3180763
2020-03-21.out.89,0.0,0.3129085,0.3205515,0.3167843,0.2999509,0.2932159,0.2917772,0.3008589,0.3133056,0.3219522,0.3178588,0.2976224,0.29651,0.2931071,0.3072429,0.3055538,0.3094297
