,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-05-31.out.0,6.0,0.1352082,0.0756445,0.139469,0.0913152,-0.0333062,-0.0311194,-0.0431211,-0.0569271,-0.0568625,-0.0642585,-0.0816369,-0.0252636,-0.0152639,-0.0630404,-0.0966037,-0.1882371
2020-05-31.out.1,6.0,-0.2397074,-0.2744483,-0.2061844,-0.2710263,-0.4479873,-0.4775908,-0.6645152,-0.4338444,-0.2592063,-0.1703519,-0.1751269,-0.2473249,-0.3024794,-0.3506965,-0.260592,-0.1950534
2020-05-31.out.2,6.0,-0.2518031,-0.0585743,-0.1335285,-0.3392149,-0.4583934,-0.5157983,-0.6213141,-0.6173879,-0.6640488,-0.4976839,-0.4432171,-0.5462102,-0.6453161,-0.6584078,-0.7077441,-0.6777719
2020-05-31.out.3,6.0,-0.6120511,-0.5800194,-0.4503383,-0.3185089,-0.155968,-0.1381007,-0.1104185,-0.3340771,-0.176936,0.0269901,0.075416,-0.0110518,-0.0751653,-0.1594456,-0.2119494,-0.0074074
2020-05-31.out.4,6.0,-0.059807,0.1033525,0.1204188,0.1049948,0.1017174,0.0936494,0.093817,0.1216843,0.1608642,0.1468905,0.1495188,0.1597008,0.2021254,0.1959001,0.2472267,0.2011322
2020-05-31.out.5,6.0,0.1661182,0.2294784,0.280196,0.3507359,0.3623381,0.3544777,0.3789875,0.4090819,0.4382003,0.3798944,0.290236,0.3637483,0.4009092,0.4411554,0.3934111,0.3792999
2020-05-31.out.6,6.0,0.3981934,0.4382148,0.377947,0.3084632,0.3025419,0.3732739,0.408857,0.4092339,0.3669211,0.2966206,0.1936632,0.2069951,0.2332675,0.2455661,0.2532344,0.2641229
2020-05-31.out.7,6.0,0.2862365,0.265533,0.259732,0.2293337,0.3058594,0.3097359,0.3050255,0.3104023,0.3427954,0.423824,0.4294803,0.4486935,0.4180703,0.4055395,0.4493026,0.3934803
2020-05-31.out.8,6.0,0.3741151,0.4050896,0.3755325,0.336834,0.3223313,0.2831512,0.2699312,0.2128436,0.3567035,0.3769901,0.3777438,0.4259379,0.4457601,0.3607175,0.3775518,0.4057789
2020-05-31.out.9,6.0,0.41162,0.4457529,0.3848031,0.3191585,0.308637,0.2651233,0.2839523,0.3091586,0.3267294,0.3612292,0.3769901,0.3431467,0.4272507,0.4152889,0.5906134,0.4717676
2020-05-31.out.10,6.0,0.3379046,0.3879904,0.5708385,0.572521,0.3887698,0.4326531,0.4923119,0.4449262,0.4162175,0.374256,0.4614782,0.592111,0.6119404,0.518149,0.4862202,0.4181566
2020-05-31.out.11,6.0,0.2856966,0.447192,0.4972606,0.4626161,0.4704922,0.4987838,0.5270755,0.4910281,0.3567982,0.3724216,0.3782227,0.3987586,0.3878529,0.3687772,0.4068912,0.4572721
2020-05-31.out.12,6.0,0.4493316,0.4710611,0.4466158,0.4286208,0.4149994,0.4224902,0.5137581,0.5244143,0.5763501,0.5519851,0.526786,0.5543884,0.5591963,0.5451824,0.575357,0.6068286
2020-05-31.out.13,6.0,0.642876,0.6718568,0.7194016,0.7653112,0.804034,0.8283344,0.8454079,0.8360572,0.8503276,0.8578111,0.8438129,0.834799,0.8246717,0.7941934,0.7754374,0.7659347
2020-05-31.out.14,6.0,0.7732261,0.7601337,0.7720152,0.7170917,0.7338614,0.7242785,0.7116275,0.712364,0.7551983,0.748973,0.8136714,0.7943137,0.7983521,0.8106907,0.8121165,0.7843066
2020-05-31.out.15,6.0,0.8114273,0.8416734,0.8777606,0.9122127,0.9388617,0.9516417,0.9511201,0.9385494,0.9216752,0.916628,0.9140871,0.8808933,0.8776804,0.8444107,0.8451244,0.8166553
2020-05-31.out.16,6.0,0.7766671,0.7448504,0.7640161,0.7187958,0.6959356,0.6829004,0.6929075,0.7029403,0.7688352,0.7648614,0.8118916,0.8380836,0.8477066,0.8593086,0.8638916,0.899682
2020-05-31.out.17,6.0,0.9209142,0.9434919,0.9766384,0.9787049,0.9739372,0.9960906,1.0049841,1.0244937,1.0465024,1.023363,1.029773,1.0211289,1.0246212,1.0139723,0.9809707,0.9814422
2020-05-31.out.18,6.0,1.0035339,0.9854589,0.9725586,0.979089,0.9354167,0.9129191,0.9133289,0.8858386,0.871223,0.8329133,0.8412852,0.8719483,0.9029955,0.9142206,0.9773809,0.9769968
2020-05-31.out.19,6.0,1.0271921,1.040541,1.0255341,1.0628219,1.1012646,1.123802,1.1753196,1.1774663,1.216373,1.228462,1.2671364,1.2767664,1.2788256,1.2759324,1.2634493,1.2648595
2020-05-31.out.20,6.0,1.2678,1.2923747,1.2729846,1.2626956,1.2675205,1.2541346,1.2660487,1.2718896,1.2735075,1.2878504,1.2476918,1.2473622,1.2894815,1.3140378,1.3451313,1.4139529
2020-05-31.out.21,6.0,1.4191848,1.4093702,1.3737414,1.3676109,1.3496639,1.3680051,1.3383661,1.3541737,1.3665119,1.3606308,1.3666237,1.3385252,1.3466103,1.3255306,1.315908,1.3411462
2020-05-31.out.22,6.0,1.3533325,1.3587163,1.3502802,1.3344898,1.3527492,1.3514437,1.3140923,1.2678216,1.2980669,1.3275684,1.3770186,1.3722582,1.3063841,1.3426623,1.3015362,1.2771391
2020-05-31.out.23,6.0,1.2821389,1.2605304,1.2655703,1.2689278,1.2784302,1.3002709,1.3128814,1.3337289,1.35855,1.3627559,1.3786108,1.3855494,1.3946103,1.3923261,1.4056101,1.4136449
2020-05-31.out.24,6.0,1.4273129,1.4295068,1.4271753,1.4230167,1.430123,1.4292417,1.4288648,1.4207325,1.4025935,1.4267182,1.4461153,1.4539108,1.4682135,1.4734927,1.4646711,1.5014245
2020-05-31.out.25,6.0,1.5141795,1.4517827,1.4656512,1.4667963,1.4613724,1.4491934,1.4400752,1.4332484,1.4095006,1.3973545,1.3881489,1.3668773,1.3584153,1.3509966,1.3442027,1.3475273
2020-05-31.out.26,6.0,1.3497384,1.3596004,1.3666665,1.3648867,1.3714885,1.3578276,1.3736351,1.3771045,1.3794832,1.361304,1.4060984,1.4317677,1.4659461,1.4464043,1.4038141,1.4186687
2020-05-31.out.27,6.0,1.4324239,1.4115364,1.4368548,1.4480795,1.4446747,1.4786037,1.3933502,1.3650055,1.4380658,1.4840378,1.44172,1.4335405,1.5004227,1.4926744,1.4752939,1.4441907
