,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47
2020-03-17.out.0,2.0,1.356088,-1.0213222,-0.3428003,1.3560384,-1.0213222,-0.3427507,1.3560384,-1.0213236,-0.3427577,1.3560384,-1.0213243,-0.3427648,1.3560525,-1.0213243,-0.3427719,1.3560525,-1.0213222,-0.3427648,1.3560029,-1.0213236,-0.3427223,1.3560454,-1.0213222,-0.3427436,1.3560738,-1.0213243,-0.3428074,1.3560313,-1.0213257,-0.3427719,1.3560596,-1.0213257,-0.3427932,1.3560454,-1.0213243,-0.3427648,1.3560738,-1.0213236,-0.3427861,1.3560667,-1.0213222,-0.3427719,1.3560454,-1.0213222,-0.3427507,1.3560667,-1.0213243,-0.3427932
2020-03-17.out.1,2.0,1.3560596,-1.0213236,-0.342779,1.3560384,-1.0213236,-0.3427507,1.3560596,-1.0213236,-0.3427719,1.3560384,-1.0213222,-0.3427436,1.3560242,-1.0213236,-0.3427436,1.3560454,-1.02132,-0.3427294,1.3560242,-1.02132,-0.3427081,1.3560738,-1.0213158,-0.3427152,1.3560454,-1.0213172,-0.342701,1.3560525,-1.0213193,-0.3427365,1.3560313,-1.0213193,-0.342701,1.3560525,-1.0213179,-0.3427152,1.3560525,-1.0213179,-0.3427152,1.3560596,-1.0213172,-0.3427152,1.3560596,-1.0213172,-0.3427152,1.356088,-1.0213137,-0.3427081
2020-03-17.out.2,2.0,1.356088,-1.0213137,-0.3427152,1.3561092,-1.0213151,-0.3427436,1.3561092,-1.0213129,-0.3427223,1.3560313,-1.0213172,-0.3426869,1.3560242,-1.0213137,-0.3426443,1.3560738,-1.0213115,-0.3426727,1.3560596,-1.0213115,-0.3426585,1.3561092,-1.0213115,-0.3427152,1.3560454,-1.0213151,-0.3426869,1.3560667,-1.0213151,-0.342701,1.3561021,-1.0213151,-0.3427436,1.3560384,-1.0213151,-0.3426727,1.3560951,-1.0213158,-0.3427365,1.3560667,-1.0213179,-0.3427365,1.3560738,-1.0213179,-0.3427436,1.3560738,-1.0213158,-0.3427223
2020-03-17.out.3,2.0,1.3561305,-1.0213179,-0.3428003,1.3560738,-1.0213172,-0.3427294,1.356088,-1.0213179,-0.3427507,1.3560596,-1.02132,-0.3427507,1.3560738,-1.02132,-0.3427577,1.3560454,-1.02132,-0.3427365,1.3560313,-1.0213215,-0.3427294,1.356088,-1.0213215,-0.3427861,1.3559817,-1.0213243,-0.3427081,1.3561163,-1.0213222,-0.3428215,1.3560384,-1.0213243,-0.3427648,1.3560738,-1.0213222,-0.342779,1.3560738,-1.0213236,-0.3427932,1.356088,-1.0213222,-0.3427932,1.356088,-1.0213243,-0.3428144,1.3560667,-1.0213222,-0.3427648
2020-03-17.out.4,2.0,1.3560809,-1.0213243,-0.3428074,1.3560454,-1.0213257,-0.3427861,1.3560313,-1.0213264,-0.342779,1.3560384,-1.0213257,-0.3427648,1.356088,-1.0213264,-0.3428286,1.3560738,-1.0213264,-0.3428215,1.3560809,-1.0213264,-0.3428286,1.3560596,-1.0213257,-0.3427932,1.3560525,-1.0213278,-0.3428144,1.3561021,-1.0213257,-0.3428357,1.3560667,-1.0213257,-0.3428074,1.3560667,-1.0213264,-0.3428144,1.3560951,-1.0213236,-0.3428144,1.3560596,-1.0213257,-0.3428003,1.35601,-1.0213243,-0.3427436,1.3560596,-1.0213243,-0.3427861
2020-03-17.out.5,2.0,1.3560596,-1.0213257,-0.3427932,1.3560525,-1.0213264,-0.3427932,1.3560596,-1.0213257,-0.3428003,1.3560525,-1.0213257,-0.3427861,1.3561447,-1.0213236,-0.3428641,1.3561305,-1.0213243,-0.342857,1.3560809,-1.0213257,-0.3428215,1.3560738,-1.0213243,-0.3428074,1.3561092,-1.0213222,-0.3428144,1.3560596,-1.0213243,-0.3427932,1.3560738,-1.0213257,-0.3428144,1.3560951,-1.0213236,-0.3428144,1.3560667,-1.0213243,-0.3427861,1.3561021,-1.0213236,-0.3428215,1.3561092,-1.0213243,-0.3428357,1.3561376,-1.0213243,-0.3428641
2020-03-17.out.6,2.0,1.3561305,-1.0213236,-0.3428428,1.3560809,-1.0213236,-0.3428003,1.3560951,-1.0213222,-0.3428003,1.3561021,-1.0213236,-0.3428215,1.3561447,-1.0213222,-0.3428499,1.3561801,-1.0213243,-0.3429066,1.3561589,-1.0213257,-0.3428995,1.356173,-1.0213243,-0.3428995,1.3561447,-1.0213257,-0.3428782,1.3561589,-1.0213243,-0.3428924,1.3561447,-1.0213257,-0.3428924,1.3561589,-1.0213264,-0.3428995,1.3561447,-1.0213257,-0.3428853,1.356173,-1.0213236,-0.3428924,1.3561376,-1.0213243,-0.3428641,1.3561234,-1.0213236,-0.3428428
2020-03-17.out.7,2.0,1.3561021,-1.0213222,-0.3428074,1.3561447,-1.0213236,-0.3428641,1.3561589,-1.0213222,-0.3428641,1.3561305,-1.0213222,-0.3428428,1.3561376,-1.0213222,-0.3428499,1.3561659,-1.0213222,-0.3428711,1.3561518,-1.0213236,-0.3428711,1.3561447,-1.0213222,-0.342857,1.3561659,-1.02132,-0.3428499,1.3561589,-1.0213172,-0.3428215,1.3561305,-1.02132,-0.3428215,1.3561518,-1.0213193,-0.3428286,1.3561447,-1.02132,-0.3428286,1.3561376,-1.0213193,-0.3428074,1.3561447,-1.0213172,-0.3427932,1.3560596,-1.0213129,-0.3426727
2020-03-17.out.8,2.0,1.3560809,-1.0213108,-0.3426656,1.3560738,-1.0213087,-0.3426443,1.3561234,-1.0212988,-0.3426089,1.3561518,-1.0212966,-0.3426089,1.3561305,-1.0212974,-0.3426018,1.3561447,-1.0212952,-0.3425947,1.3561589,-1.0212924,-0.3425805,1.356173,-1.0212931,-0.3426018,1.356173,-1.0212931,-0.3425947,1.356173,-1.0212931,-0.3426018,1.3561518,-1.0212924,-0.3425735,1.3562156,-1.0212832,-0.3425522,1.3561872,-1.0212867,-0.3425593,1.3562014,-1.0212867,-0.3425664,1.3561872,-1.0212888,-0.3425735,1.3561801,-1.0212903,-0.3425805
2020-03-17.out.9,2.0,1.3562014,-1.0212867,-0.3425664,1.3562014,-1.0212888,-0.3425876,1.3561943,-1.0212888,-0.3425735,1.3562156,-1.0212874,-0.3425947,1.3562368,-1.0212903,-0.3426302,1.3562014,-1.0212924,-0.3426231,1.3562226,-1.0212931,-0.3426514,1.3562793,-1.0212966,-0.3427436,1.3562156,-1.0212988,-0.342701,1.3561943,-1.0212966,-0.3426514,1.356251,-1.0212952,-0.342701,1.356251,-1.0212952,-0.342701,1.3562226,-1.0212966,-0.3426869,1.3562935,-1.0212966,-0.3427507,1.3562297,-1.0212974,-0.342701,1.3562581,-1.0212974,-0.3427294
