,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-07-04.out.0,5.0,-1.3341996,-1.376423,-1.252721,-1.3145483,-1.2907646,-1.3182141,-1.2910777,-1.2638774,-1.3249604,-1.3795429,-1.3113246,-1.2936787,-1.3639406,-1.2636976,-1.3038152,-1.2810928
2020-07-04.out.1,5.0,-1.3346392,-1.3003577,-1.303823,-1.3110596,-1.3559828,-1.3672768,-1.3582473,-1.2446577,-1.3237678,-1.2876081,-1.287415,-1.2857312,-1.3083676,-1.2928806,-1.2557525,-1.3229627
2020-07-04.out.2,5.0,-1.2850758,-1.2124296,-1.2658485,-1.3273653,-1.2607054,-1.2774834,-1.3084981,-1.272843,-1.2806983,-1.2980139,-1.3095514,-1.2283513,-1.3057351,-1.2743877,-1.2893559,-1.2715084
2020-07-04.out.3,5.0,-1.3107444,-1.3239211,-1.2662598,-1.319231,-1.2995069,-1.3006107,-1.3044051,-1.1950628,-1.1779292,-1.2340756,-1.2447906,-1.2061749,-1.2444792,-1.1659641,-1.2222406,-1.1527612
2020-07-04.out.4,5.0,-1.1619593,-1.1868895,-1.1497927,-1.2412011,-1.2657723,-1.136736,-1.2164557,-1.1463757,-1.177705,-1.2107908,-1.2329274,-1.1954545,-1.1562896,-1.0289539,-1.1698703,-1.2293069
2020-07-04.out.5,5.0,-1.1943581,-1.2286541,-1.1485534,-1.1253328,-1.2218297,-1.214372,-1.1289462,-1.1461252,-1.1871139,-1.1289045,-1.1115761,-1.1140221,-1.1425079,-1.1186029,-1.1696826,-1.2182265
2020-07-04.out.6,5.0,-1.0309339,-1.132059,-1.1157888,-1.0869037,-1.1209367,-1.0840122,-1.1124726,-1.052483,-0.9820031,-1.1448721,-1.0028269,-0.9533052,-0.9872213,-0.9540722,-1.0495957,-1.1142553
2020-07-04.out.7,5.0,-0.9765855,-1.0523816,-1.0266473,-0.9821917,-1.0788879,-1.0673464,-1.0664854,-1.0961017,-1.0326779,-1.130264,-0.984013,-0.9798861,-1.0235132,-1.0573792,-1.0505587,-1.0624805
2020-07-04.out.8,5.0,-1.0003918,-1.0415639,-1.0414398,-1.0024714,-0.9254839,-1.0169262,-1.0786401,-1.0995097,-1.0225634,-1.0202099,-1.0122174,-0.9493379,-0.9733353,-1.0003877,-1.0811453,-1.0268043
2020-07-04.out.9,5.0,-0.9543874,-0.8968912,-0.9539033,-1.0108247,-0.9637357,-1.0452962,-0.925065,-1.0221819,-1.0488216,-0.9103886,-0.9296371,-1.0140307,-1.018806,-1.0439984,-1.0015535,-0.9478404
2020-07-04.out.10,5.0,-1.0407847,-0.8962439,-0.8991724,-0.9380277,-0.942242,-0.9653805,-1.0101654,-0.8667977,-0.9532347,-0.9752744,-0.9330421,-0.9752803,-0.9376461,-0.9762015,-0.9559873,-0.8822809
2020-07-04.out.11,5.0,-0.9518749,-0.9243197,-0.9894168,-0.8000723,-0.7842402,-0.8905639,-0.8448335,-0.8765684,-0.9141718,-0.887712,-0.7768847,-0.8277461,-0.7771269,-0.8919436,-0.8578272,-0.8993219
