,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47
2020-02-24.out.0,0.0,1.3606781,-1.0169897,-0.345713,1.3606004,-1.0169967,-0.3457059,1.3606004,-1.0169981,-0.34572,1.3606145,-1.0169981,-0.3457271,1.360671,-1.0169925,-0.3457342,1.3606569,-1.0169925,-0.34572,1.3606004,-1.0169981,-0.34572,1.3606004,-1.0169981,-0.34572,1.3606287,-1.0169974,-0.3457412,1.3606216,-1.0169996,-0.3457553,1.3606287,-1.0169946,-0.345713,1.3606357,-1.016996,-0.3457342,1.3606569,-1.0169925,-0.3457271,1.360664,-1.0169925,-0.3457271,1.3606498,-1.0169925,-0.345713,1.3606216,-1.0169974,-0.3457271
2020-02-24.out.1,0.0,1.3606357,-1.0169974,-0.3457412,1.3606498,-1.0169939,-0.3457271,1.3606569,-1.0169939,-0.3457342,1.3606851,-1.0169939,-0.3457624,1.3606781,-1.0169946,-0.3457695,1.3606287,-1.016996,-0.3457271,1.3606851,-1.0169946,-0.3457765,1.3606498,-1.016996,-0.3457483,1.3606498,-1.0169974,-0.3457553,1.3605722,-1.0170017,-0.34572,1.3606216,-1.0169974,-0.3457271,1.3606498,-1.0169974,-0.3457553,1.3606287,-1.0169967,-0.3457412,1.3606287,-1.0169981,-0.3457483,1.3606216,-1.0169996,-0.3457483,1.3606287,-1.0169981,-0.3457483
2020-02-24.out.2,0.0,1.3606428,-1.016996,-0.3457412,1.3606428,-1.016996,-0.3457412,1.3605016,-1.0170087,-0.34572,1.3605722,-1.0170038,-0.3457412,1.3605651,-1.0170024,-0.34572,1.3605934,-1.0169996,-0.3457271,1.3605792,-1.0170017,-0.3457271,1.3606428,-1.0169946,-0.3457342,1.3606428,-1.016996,-0.3457412,1.3606428,-1.0169946,-0.3457271,1.3606498,-1.0169946,-0.3457342,1.3606357,-1.0169939,-0.345713,1.3606781,-1.0169939,-0.3457553,1.3606498,-1.0169946,-0.3457412,1.3606569,-1.0169939,-0.3457342,1.3606145,-1.0169981,-0.3457271
2020-02-24.out.3,0.0,1.3606075,-1.0169981,-0.34572,1.3606498,-1.0169946,-0.3457342,1.3606357,-1.0169974,-0.3457483,1.3606569,-1.0169946,-0.3457412,1.3606569,-1.0169946,-0.3457483,1.3606569,-1.0169939,-0.3457342,1.360671,-1.0169925,-0.3457412,1.360671,-1.0169904,-0.34572,1.360664,-1.0169918,-0.34572,1.3606075,-1.016996,-0.3457059,1.3606287,-1.0169946,-0.345713,1.3606428,-1.0169918,-0.3456989,1.3605792,-1.0169989,-0.3457059,1.3605792,-1.0169981,-0.3456989,1.3605086,-1.0170045,-0.3456847,1.3605439,-1.0170003,-0.3456847
2020-02-24.out.4,0.0,1.360551,-1.017001,-0.3456989,1.3605581,-1.0170017,-0.3457059,1.3605863,-1.0170003,-0.3457271,1.3605792,-1.0170003,-0.34572,1.3606075,-1.016996,-0.3457059,1.3605934,-1.0169974,-0.3456989,1.3605792,-1.0169981,-0.3456989,1.3605934,-1.0169974,-0.3457059,1.3606357,-1.0169925,-0.3456989,1.3605792,-1.0169981,-0.3456918,1.3606145,-1.016996,-0.345713,1.3605863,-1.0169981,-0.3457059,1.3605722,-1.0169974,-0.3456847,1.360551,-1.0169989,-0.3456777,1.3604875,-1.0170017,-0.3456353,1.3605722,-1.0169974,-0.3456847
2020-02-24.out.5,0.0,1.3605581,-1.0169996,-0.3456847,1.3605651,-1.0169996,-0.3456918,1.3605581,-1.0170017,-0.3457059,1.3606287,-1.0169946,-0.345713,1.3605863,-1.016996,-0.3456847,1.3606004,-1.0169974,-0.3457059,1.3605581,-1.0170003,-0.3456989,1.3604804,-1.0170017,-0.3456283,1.3604592,-1.0170024,-0.3456212,1.3605228,-1.0169996,-0.3456565,1.3604945,-1.0170024,-0.3456565,1.3605369,-1.0169996,-0.3456706,1.3605298,-1.0170003,-0.3456706,1.3604804,-1.0170038,-0.3456494,1.3605298,-1.0170003,-0.3456706,1.3605016,-1.0170024,-0.3456636
2020-02-24.out.6,0.0,1.3604522,-1.0170066,-0.3456565,1.3604239,-1.0170066,-0.3456283,1.360438,-1.017008,-0.3456494,1.3603957,-1.0170109,-0.3456424,1.360318,-1.0170116,-0.3455647,1.3603251,-1.0170144,-0.3456,1.360438,-1.0170066,-0.3456353,1.3604804,-1.0170045,-0.3456565,1.3604663,-1.0170045,-0.3456494,1.3604451,-1.0170066,-0.3456494,1.3605086,-1.0170059,-0.3456989,1.3605086,-1.0170059,-0.3456989,1.3605157,-1.0170059,-0.3457059,1.360551,-1.017001,-0.3456989,1.3605228,-1.0170017,-0.3456777,1.3605369,-1.0170038,-0.3457059
2020-02-24.out.7,0.0,1.3605298,-1.0170024,-0.3456918,1.3605086,-1.0170045,-0.3456847,1.3605086,-1.0170045,-0.3456918,1.3604663,-1.0170059,-0.3456565,1.3604451,-1.0170045,-0.3456283,1.3605228,-1.0170017,-0.3456706,1.3604945,-1.0170045,-0.3456777,1.3604945,-1.0170038,-0.3456636,1.3604804,-1.0170038,-0.3456494,1.3605086,-1.0170024,-0.3456706,1.3604945,-1.0170045,-0.3456777,1.3604027,-1.0170101,-0.3456353,1.3604027,-1.0170087,-0.3456212,1.360438,-1.0170066,-0.3456353,1.3604522,-1.0170066,-0.3456565,1.3604451,-1.0170045,-0.3456212
2020-02-24.out.8,0.0,1.3604875,-1.0170038,-0.3456565,1.3604663,-1.0170045,-0.3456494,1.3605016,-1.0170038,-0.3456706,1.3605228,-1.0170017,-0.3456706,1.3605086,-1.0170024,-0.3456706,1.3604522,-1.0170038,-0.3456212,1.3604875,-1.0170045,-0.3456636,1.3604663,-1.0170045,-0.3456494,1.3605157,-1.0170017,-0.3456636,1.3604663,-1.0170045,-0.3456424,1.3604451,-1.0170087,-0.3456636,1.3604875,-1.0170045,-0.3456636,1.3604875,-1.0170045,-0.3456636,1.3605016,-1.0170045,-0.3456847,1.3604169,-1.0170101,-0.3456494,1.3604663,-1.0170045,-0.3456424
2020-02-24.out.9,0.0,1.3603886,-1.017008,-0.3456,1.3603957,-1.0170066,-0.345593,1.3603886,-1.017008,-0.3456,1.3603674,-1.0170087,-0.345593,1.3603816,-1.0170087,-0.3456,1.3603604,-1.017008,-0.3455718,1.3604027,-1.0170073,-0.3456141,1.3603674,-1.0170087,-0.3455859,1.3603321,-1.0170101,-0.3455647,1.3603251,-1.0170109,-0.3455647,1.3602757,-1.0170151,-0.3455577,1.3603039,-1.017013,-0.3455647,1.360311,-1.017013,-0.3455718,1.3603321,-1.0170109,-0.3455718,1.3603463,-1.0170101,-0.3455788,1.3601486,-1.0170179,-0.3454518
