,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-07-28.out.0,6.0,0.7455214,0.7406129,0.7475902,0.7398242,0.7394148,0.7537702,0.7533737,0.7517534,0.7489005,0.7489133,0.751357,0.7427983,0.7280726,0.7362735,0.7391481,0.7428328
2020-07-28.out.1,6.0,0.7406129,0.7475902,0.7398242,0.7394148,0.7537702,0.7533737,0.7517534,0.7489005,0.7489133,0.751357,0.7427983,0.7280726,0.7362735,0.7391481,0.7428328,0.7514305
2020-07-28.out.2,6.0,0.7592048,0.7567613,0.7510296,0.7530853,0.7539085,0.7547445,0.7506505,0.750254,0.7428933,0.7330588,0.7318307,0.7289648,0.738381,0.7432811,0.7420443,0.7293398
2020-07-28.out.3,6.0,0.7420227,0.7367002,0.7342438,0.7338344,0.7424319,0.746944,0.7498143,0.7584206,0.7670269,0.7682637,0.7637732,0.7642041,0.7642301,0.7703969,0.7704145,0.7696085
2020-07-28.out.4,6.0,0.7860023,0.7790466,0.7917556,0.7811282,0.7942336,0.7917857,0.7942725,0.8028831,0.8094682,0.815217,0.8164714,0.8103691,0.8259612,0.8251595,0.8227334,0.8456906
2020-07-28.out.5,6.0,0.8256641,0.830603,0.8441394,0.8372096,0.8315126,0.8372657,0.8446697,0.8594389,0.8611109,0.8619601,0.8865722,0.8722732,0.885426,0.8940494,0.8842712,0.8843103
2020-07-28.out.6,6.0,0.8937611,0.882746,0.8811472,0.8828065,0.8832463,0.8894174,0.8890383,0.8919258,0.8927748,0.8940335,0.8920122,0.8953091,0.8949257,0.9019114,0.8982441,0.9003259
2020-07-28.out.7,6.0,0.9072987,0.9052819,0.9089882,0.9098285,0.9155646,0.9094537,0.9090616,0.9148063,0.9168794,0.9132075,0.9124103,0.9120182,0.9026148,0.9026407,0.9067304,0.9116521
2020-07-28.out.8,6.0,0.9141302,0.9170046,0.9247962,0.9297178,0.9276967,0.9326227,0.9326442,0.9265204,0.9269514,0.9249173,0.9261628,0.9208493,0.920444,0.9257664,0.9311061,0.9356097
2020-07-28.out.9,6.0,0.9372472,0.9478917,0.9344203,0.9286928,0.9393547,0.9483833,0.9406263,0.9394194,0.9451727,0.9402599,0.9292319,0.9402859,0.9239139,0.9259609,0.9112223,0.9210438
