,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47
2020-03-10.out.0,10.0,1.3642589,-1.0066012,-0.3579636,1.3642729,-1.0066005,-0.3579706,1.3642729,-1.0065991,-0.3579636,1.364301,-1.0065984,-0.3579846,1.3642659,-1.0065984,-0.3579495,1.3642519,-1.0066019,-0.3579636,1.3642379,-1.0065977,-0.3579074,1.36428,-1.0065977,-0.3579495,1.3642659,-1.0065991,-0.3579565,1.364308,-1.0065977,-0.3579846,1.3642449,-1.0066019,-0.3579565,1.36428,-1.0065977,-0.3579495,1.36428,-1.0065963,-0.3579425,1.364287,-1.0065998,-0.3579776,1.3642449,-1.0066005,-0.3579425,1.3641887,-1.0065991,-0.3578793
2020-03-10.out.1,10.0,1.3642519,-1.0065977,-0.3579285,1.3642589,-1.0065963,-0.3579214,1.3642449,-1.0065984,-0.3579285,1.36428,-1.0065977,-0.3579565,1.3642589,-1.0065991,-0.3579425,1.3642028,-1.0065977,-0.3578793,1.3642449,-1.0065942,-0.3578864,1.3642308,-1.0065984,-0.3579144,1.3642729,-1.0065942,-0.3579144,1.364294,-1.00659,-0.3578934,1.3641817,-1.00659,-0.3577811,1.3642449,-1.0065886,-0.3578372,1.3643431,-1.0065865,-0.3579144,1.364315,-1.00659,-0.3579214,1.3642449,-1.0065942,-0.3578864,1.3642449,-1.0065921,-0.3578653
2020-03-10.out.2,10.0,1.3642379,-1.0065921,-0.3578583,1.3642519,-1.00659,-0.3578513,1.3642449,-1.00659,-0.3578443,1.3642449,-1.0065886,-0.3578302,1.3642449,-1.0065886,-0.3578302,1.364287,-1.0065886,-0.3578723,1.3642659,-1.0065886,-0.3578513,1.3642379,-1.0065907,-0.3578513,1.3642659,-1.0065865,-0.3578302,1.3642519,-1.0065879,-0.3578302,1.3641887,-1.0065886,-0.3577741,1.3642168,-1.0065879,-0.3578022,1.3642308,-1.006583,-0.3577671,1.3642168,-1.0065858,-0.3577741,1.3642308,-1.0065837,-0.3577671,1.3642308,-1.0065851,-0.3577811
2020-03-10.out.3,10.0,1.3642308,-1.0065844,-0.3577741,1.3642098,-1.0065865,-0.3577741,1.3642028,-1.0065865,-0.3577741,1.3642379,-1.0065865,-0.3578022,1.3642098,-1.0065865,-0.3577811,1.3642519,-1.0065844,-0.3578022,1.3642519,-1.0065837,-0.3577881,1.364287,-1.0065837,-0.3578232,1.3642168,-1.0065844,-0.3577671,1.3642589,-1.0065844,-0.3578092,1.3641466,-1.00659,-0.357746,1.3641747,-1.0065893,-0.3577741,1.3641957,-1.0065886,-0.3577811,1.3641817,-1.0065907,-0.3577881,1.3641887,-1.00659,-0.3577881,1.3642168,-1.0065858,-0.3577741
2020-03-10.out.4,10.0,1.3642729,-1.00659,-0.3578723,1.3642729,-1.0065935,-0.3579004,1.3642098,-1.0065942,-0.3578513,1.3641957,-1.0065984,-0.3578793,1.3641045,-1.0065998,-0.3578022,1.3641747,-1.0065998,-0.3578653,1.3641607,-1.0065998,-0.3578513,1.3641536,-1.0065984,-0.3578372,1.3641045,-1.0065956,-0.3577601,1.3641607,-1.0065956,-0.3578162,1.3641677,-1.0065921,-0.3577881,1.3642028,-1.0065907,-0.3578092,1.3641607,-1.0065935,-0.3577881,1.3641466,-1.0065921,-0.3577671,1.3641957,-1.0065893,-0.3577881,1.3642238,-1.0065879,-0.3578022
2020-03-10.out.5,10.0,1.3642028,-1.00659,-0.3578022,1.3642028,-1.0065921,-0.3578232,1.3641466,-1.0065907,-0.357753,1.3641747,-1.0065879,-0.357753,1.3642238,-1.0065879,-0.3578022,1.3642379,-1.0065886,-0.3578232,1.3641747,-1.0065907,-0.3577811,1.3641957,-1.0065886,-0.3577881,1.3641887,-1.0065921,-0.3578092,1.3641817,-1.0065907,-0.3577881,1.3641817,-1.0065886,-0.3577671,1.3642168,-1.0065865,-0.3577811,1.3642098,-1.0065858,-0.3577741,1.3642168,-1.0065879,-0.3578022,1.3642028,-1.0065865,-0.3577741,1.3642028,-1.0065837,-0.357739
2020-03-10.out.6,10.0,1.3642449,-1.0065816,-0.3577671,1.3641957,-1.0065816,-0.357718,1.3642028,-1.0065865,-0.3577741,1.3642168,-1.0065837,-0.3577601,1.3642379,-1.0065823,-0.3577671,1.3642028,-1.0065816,-0.357725,1.3642238,-1.0065823,-0.357753,1.3642238,-1.0065816,-0.357739,1.3641957,-1.0065837,-0.357732,1.3641607,-1.0065844,-0.3577109,1.3641747,-1.0065844,-0.357725,1.3641677,-1.0065844,-0.357718,1.3641326,-1.0065851,-0.3576829,1.3641817,-1.0065844,-0.357732,1.3641186,-1.0065844,-0.3576688,1.3641887,-1.0065816,-0.3577039
2020-03-10.out.7,10.0,1.3642168,-1.0065795,-0.357718,1.3641466,-1.0065795,-0.3576478,1.3641396,-1.0065795,-0.3576408,1.3641326,-1.0065823,-0.3576618,1.3641466,-1.0065823,-0.3576759,1.3641256,-1.0065837,-0.3576618,1.3641186,-1.0065802,-0.3576267,1.3641115,-1.0065816,-0.3576338,1.3640975,-1.0065823,-0.3576267,1.3641045,-1.0065802,-0.3576127,1.3640835,-1.0065795,-0.3575846,1.3641045,-1.0065816,-0.3576267,1.3641536,-1.0065781,-0.3576408,1.3641466,-1.0065774,-0.3576267,1.3641677,-1.0065753,-0.3576267,1.3642238,-1.006576,-0.3576899
2020-03-10.out.8,10.0,1.3642659,-1.0065816,-0.3577811,1.3641957,-1.0065998,-0.3578864,1.3640624,-1.0065921,-0.3576829,1.3640975,-1.00659,-0.3576969,1.3640905,-1.0065844,-0.3576408,1.3640765,-1.0065844,-0.3576267,1.3640975,-1.006583,-0.3576338,1.3640975,-1.0065823,-0.3576267,1.3640905,-1.0065823,-0.3576197,1.3641115,-1.0065809,-0.3576267,1.3640905,-1.0065837,-0.3576338,1.3641186,-1.0065816,-0.3576408,1.3641045,-1.0065816,-0.3576267,1.3641045,-1.0065795,-0.3576057,1.3640975,-1.0065774,-0.3575706,1.3640905,-1.0065774,-0.3575706
2020-03-10.out.9,10.0,1.3641536,-1.0065781,-0.3576408,1.3640835,-1.0065816,-0.3576057,1.3641256,-1.0065795,-0.3576267,1.3641256,-1.0065816,-0.3576408,1.3640835,-1.0065858,-0.3576478,1.3640905,-1.0065837,-0.3576267,1.3641256,-1.0065816,-0.3576478,1.3640694,-1.0065816,-0.3575917,1.3640835,-1.0065809,-0.3575987,1.3640624,-1.0065837,-0.3576057,1.3640835,-1.0065809,-0.3575987,1.3640554,-1.0065837,-0.3575917,1.3640624,-1.0065823,-0.3575917,1.3640554,-1.0065802,-0.3575636,1.3640554,-1.0065816,-0.3575706,1.3640414,-1.0065802,-0.3575496
