,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47
2020-12-24.out.0,3.0,1.3596622,-1.0221771,-0.3343032,1.3596409,-1.0221793,-0.3343103,1.3596693,-1.0221786,-0.3343245,1.3596196,-1.0221807,-0.3342961,1.3595912,-1.0221807,-0.3342677,1.3595699,-1.0221842,-0.3342819,1.3595628,-1.0221828,-0.3342535,1.3595202,-1.0221828,-0.334218,1.3594492,-1.022185,-0.3341612,1.3594421,-1.0221864,-0.3341683,1.3594634,-1.0221871,-0.3342038,1.3594492,-1.022185,-0.3341683,1.3594279,-1.0221906,-0.3341967,1.3594705,-1.0221885,-0.334218,1.3594776,-1.0221864,-0.3342109,1.3594989,-1.0221871,-0.3342393
2020-12-24.out.1,3.0,1.3595131,-1.0221871,-0.3342535,1.3595628,-1.022185,-0.3342819,1.3595131,-1.0221871,-0.3342464,1.359577,-1.0221814,-0.3342606,1.359577,-1.0221842,-0.3342819,1.3595628,-1.022185,-0.3342748,1.3595557,-1.0221814,-0.3342464,1.3595344,-1.022185,-0.3342535,1.359577,-1.0221807,-0.3342535,1.3595273,-1.0221835,-0.3342322,1.3594989,-1.0221871,-0.3342393,1.3595131,-1.0221871,-0.3342464,1.3594989,-1.0221906,-0.3342677,1.3594918,-1.0221914,-0.3342677,1.3594847,-1.0221899,-0.3342535,1.3594634,-1.0221914,-0.3342393
2020-12-24.out.2,3.0,1.3595131,-1.0221914,-0.3342961,1.3595273,-1.0221906,-0.3342961,1.3595557,-1.0221885,-0.3343032,1.3595273,-1.0221871,-0.3342677,1.3595841,-1.0221864,-0.3343103,1.3596622,-1.0221842,-0.3343671,1.3596551,-1.0221807,-0.3343316,1.3596196,-1.0221814,-0.3343103,1.3597617,-1.0221835,-0.3344665,1.359854,-1.0221807,-0.3345304,1.3598824,-1.0221793,-0.3345517,1.359783,-1.0221828,-0.3344807,1.3597333,-1.022185,-0.3344523,1.3597546,-1.0221885,-0.334502,1.3596835,-1.0221906,-0.3344523,1.3596267,-1.0221956,-0.3344523
2020-12-24.out.3,3.0,1.3596551,-1.0221935,-0.3344523,1.3596622,-1.022197,-0.3344949,1.3596622,-1.0221956,-0.3344807,1.3598114,-1.0221956,-0.334637,1.3598256,-1.0221949,-0.334637,1.3598114,-1.0221956,-0.3346299,1.3599179,-1.0221956,-0.3347435,1.3598966,-1.0221985,-0.3347435,1.3598895,-1.0221985,-0.3347364,1.3598753,-1.0221992,-0.3347364,1.3598114,-1.0222013,-0.3346867,1.3598398,-1.0222034,-0.3347364,1.3599463,-1.0222034,-0.33485,1.3599889,-1.0222056,-0.3349139,1.3599037,-1.022207,-0.3348358,1.3598966,-1.0222091,-0.3348429
2020-12-24.out.4,3.0,1.3599605,-1.0222098,-0.3349139,1.3598682,-1.0222141,-0.3348642,1.3597972,-1.0222162,-0.3348145,1.3597191,-1.022219,-0.3347648,1.3596906,-1.0222212,-0.3347577,1.3595841,-1.0222233,-0.3346654,1.3596125,-1.0222254,-0.3347151,1.3596622,-1.0222254,-0.3347648,1.3596338,-1.0222261,-0.3347506,1.3597688,-1.0222276,-0.3348926,1.3598185,-1.0222283,-0.3349565,1.3598114,-1.0222283,-0.3349423,1.3598256,-1.0222261,-0.3349352,1.3597759,-1.0222283,-0.3349139,1.3597617,-1.0222304,-0.3349139,1.3598114,-1.0222283,-0.3349494
2020-12-24.out.5,3.0,1.3598327,-1.0222283,-0.3349707,1.3598256,-1.0222283,-0.3349636,1.3598966,-1.022229,-0.3350346,1.359854,-1.0222332,-0.3350346,1.3598398,-1.0222332,-0.3350204,1.3599108,-1.0222347,-0.3351127,1.3598469,-1.0222382,-0.3350772,1.3598114,-1.0222418,-0.3350701,1.3598043,-1.0222446,-0.3350985,1.3597475,-1.0222482,-0.3350701,1.3597333,-1.0222489,-0.335063,1.3597191,-1.0222482,-0.3350417,1.3597404,-1.0222482,-0.335063,1.3597404,-1.0222482,-0.3350559,1.3597333,-1.0222482,-0.3350559,1.3597901,-1.0222482,-0.3351127
2020-12-24.out.6,3.0,1.3598114,-1.0222489,-0.3351412,1.3598327,-1.0222489,-0.3351625,1.359854,-1.0222503,-0.3351909,1.3597759,-1.022251,-0.335127,1.3597475,-1.0222524,-0.3351056,1.3597049,-1.022251,-0.3350559,1.3596906,-1.0222524,-0.3350488,1.3596622,-1.0222546,-0.3350417,1.3596196,-1.0222574,-0.3350204,1.3597049,-1.0222567,-0.3351056,1.3597262,-1.0222581,-0.3351412,1.3596978,-1.0222602,-0.335127,1.3596622,-1.0222588,-0.3350843,1.3595983,-1.0222602,-0.3350275,1.3595131,-1.0222609,-0.3349565,1.3595202,-1.0222609,-0.3349636
2020-12-24.out.7,3.0,1.3595344,-1.0222609,-0.3349778,1.3595131,-1.0222609,-0.3349565,1.3595415,-1.0222609,-0.3349849,1.3595202,-1.0222609,-0.3349565,1.3595486,-1.0222609,-0.334992,1.3595415,-1.0222602,-0.3349707,1.3595202,-1.0222609,-0.3349636,1.3595486,-1.0222609,-0.334992,1.3596764,-1.0222609,-0.3351199,1.3598895,-1.0222602,-0.3353258,1.3599605,-1.0222631,-0.3354323,1.3599108,-1.0222645,-0.3353897,1.3600173,-1.0222631,-0.335482,1.3600599,-1.022268,-0.3355672,1.3601309,-1.0222688,-0.3356525,1.3600528,-1.0222709,-0.3355956
2020-12-24.out.8,3.0,1.3600173,-1.0222766,-0.3356098,1.3600031,-1.0222787,-0.3356098,1.3599392,-1.0222844,-0.3356027,1.3598753,-1.0222886,-0.3355743,1.3598114,-1.0222908,-0.3355317,1.3597475,-1.0222936,-0.3355033,1.3597546,-1.0222957,-0.3355317,1.3598185,-1.0222972,-0.3356098,1.359783,-1.0222993,-0.3355956,1.3598398,-1.0223014,-0.3356667,1.359925,-1.0223014,-0.3357519,1.3599676,-1.022305,-0.33583,1.3599818,-1.0223071,-0.3358584,1.3600954,-1.0223092,-0.3359933,1.3600812,-1.0223121,-0.3360146,1.3600315,-1.0223156,-0.3359933
2020-12-24.out.9,3.0,1.3599605,-1.0223256,-0.3360146,1.3600244,-1.0223241,-0.3360714,1.3600244,-1.0223263,-0.3360927,1.3599818,-1.0223298,-0.3360785,1.3600102,-1.0223341,-0.3361496,1.3600315,-1.0223348,-0.336178,1.3600315,-1.0223362,-0.3361993,1.3599889,-1.0223405,-0.3361922,1.3599676,-1.0223433,-0.3361993,1.3599321,-1.0223462,-0.3361851,1.3598966,-1.0223504,-0.3361922,1.3598398,-1.0223526,-0.3361496,1.3598043,-1.0223561,-0.3361496,1.3597759,-1.0223582,-0.3361353,1.3597333,-1.0223625,-0.3361353,1.3596693,-1.0223653,-0.3361069
2020-12-24.out.10,3.0,1.3596054,-1.0223632,-0.3360217,1.3595557,-1.0223653,-0.3359933,1.3595344,-1.0223668,-0.3359791,1.359506,-1.0223668,-0.3359507,1.3595415,-1.0223668,-0.3359862,1.3596338,-1.0223646,-0.3360643,1.3597333,-1.0223653,-0.3361638,1.3597546,-1.0223653,-0.3361922,1.3597546,-1.0223653,-0.3361922,1.3596978,-1.0223668,-0.3361496,1.3597333,-1.0223653,-0.3361709,1.3596693,-1.0223668,-0.336114,1.3596906,-1.0223696,-0.3361709,1.3596978,-1.0223696,-0.3361709,1.3597617,-1.0223696,-0.3362419,1.3597688,-1.0223696,-0.336249
2020-12-24.out.11,3.0,1.3597404,-1.022371,-0.3362277,1.3597475,-1.022371,-0.3362348,1.3597333,-1.0223731,-0.3362419,1.3596693,-1.0223731,-0.336178,1.3595983,-1.0223753,-0.3361282,1.3595415,-1.0223774,-0.3360856,1.3595344,-1.0223774,-0.3360785,1.3594989,-1.0223774,-0.3360501,1.3595131,-1.0223788,-0.3360714,1.3595273,-1.0223788,-0.3360856,1.3595486,-1.0223774,-0.3360998,1.3595344,-1.0223788,-0.3360927,1.3595486,-1.0223788,-0.3361069,1.3595273,-1.0223788,-0.3360927,1.359435,-1.0223795,-0.3360004,1.3594989,-1.0223774,-0.336043
