,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-05-28.out.0,9.0,-1.7692514,-1.905222,-1.8048129,-1.8299152,-1.5349637,-1.7713433,-1.6688424,-1.8236396,-1.6583831,-1.6834854,-1.6521075,-1.5245044,-1.5600659,-1.4701162,-1.5349637,-1.3676153
2020-05-28.out.1,9.0,-1.9365998,-1.7253225,-1.6562912,-1.7525166,-1.5224125,-1.2588388,-1.4596569,-1.4073605,-1.386442,-1.442922,-1.5286881,-1.9010383,-1.8968546,-1.3885338,-1.7692514,-2.2294595
2020-05-28.out.2,9.0,-2.3445115,-1.6730261,-1.7504247,-1.2964922,-1.7253225,-1.9345079,-2.9846191,-2.783801,-1.8592012,-1.4031768,-1.5788926,-2.1332342,-2.0683867,-1.7525166,-1.6646587,-1.6730261
2020-05-28.out.3,9.0,-1.8989464,-1.9805288,-1.4240954,-2.769158,-1.5433311,-1.6353727,-1.4303709,-1.4408302,-1.990988,-1.79017,-1.9847125,-1.9784369,-2.0788459,-1.7859862,-1.4073605,-1.7692514
2020-05-28.out.4,9.0,-1.457565,-1.8717523,-2.2399188,-1.6374645,-1.9261405,-2.0181821,-1.9679776,-1.7044039,-2.2043572,-1.8027211,-2.453288,-2.1248667,-1.7044039,-1.4512895,-1.5516985,-1.8361908
2020-05-28.out.5,9.0,-2.1123156,-2.2399188,-1.5516985,-1.2713899,-1.3048596,-1.256747,-1.4596569,-1.4931266,-2.2336432,-1.4512895,-1.472208,-1.4471058,-1.5914437,-2.2106328,-1.8445582,-1.8633849
2020-05-28.out.6,9.0,-1.5286881,-1.4240954,-1.3550641,-1.3446049,-1.3948094,-1.4408302,-1.5433311,-1.8822116,-1.8947627,-1.7776188,-3.0494666,-2.0014473,-2.020274,-2.0181821,-1.7420573,-1.7818025
2020-05-28.out.7,9.0,-1.7085876,-1.9784369,-2.0119066,-1.5893519,-1.4261872,-1.6834854,-1.4303709,-2.5055843,-1.9533346,-1.5098614,-1.4240954,-1.8299152,-1.4450139,-1.3969012,-1.5245044,-2.0934889
2020-05-28.out.8,9.0,-1.9637939,-2.4030834,-1.9219568,-1.9156813,-2.020274,-2.1897142,-1.5809845,-1.3634316,-1.6500157,-1.5265962,-1.8780279,-1.8278233,-1.5621578,-2.1395097,-2.4930332,-1.8654767
2020-05-28.out.9,9.0,-1.8257315,-1.6102704,-1.8654767,-2.4511961,-2.0307333,-1.84665,-1.6918528,-1.5914437,-1.4491976,-1.5768008,-1.8320071,-1.8236396,-1.775527,-1.5307799,-1.5621578,-2.1123156
