,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-07-20.out.0,9.0,-0.0803346,-0.078949,-0.0824314,-0.0830598,-0.0823033,-0.0805741,-0.0782661,-0.0769002,-0.076307,-0.0748163,-0.0797894,-0.0809698,-0.0772071,-0.0829367,-0.0850454,-0.0862781
2020-07-20.out.1,9.0,-0.0852805,-0.0840172,-0.0808169,-0.0816452,-0.0758933,-0.0725297,-0.0695235,-0.0663069,-0.071333,-0.0705047,-0.0708706,-0.0661855,-0.0689704,-0.0712176,-0.0726195,-0.0738444
2020-07-20.out.2,9.0,-0.0684583,-0.0660923,-0.0685028,-0.0621414,-0.0594788,-0.0597283,-0.0650426,-0.0662675,-0.055916,-0.052996,-0.0544619,-0.0562408,-0.0557783,-0.0555817,-0.0508658,-0.0589205
2020-07-20.out.3,9.0,-0.0607771,-0.0606745,-0.0644288,-0.0662409,-0.065717,-0.063509,-0.0580367,-0.0577956,-0.0648664,-0.0636723,-0.0662324,-0.0693412,-0.0704328,-0.0715492,-0.0732631,-0.0681411
2020-07-20.out.4,9.0,-0.0664008,-0.0651374,-0.0673539,-0.0641621,-0.0610866,-0.0594121,-0.0607695,-0.0650392,-0.0611131,-0.0607473,-0.0584505,-0.0489665,-0.0467167,-0.0556219,-0.0607951,-0.0621833
2020-07-20.out.5,9.0,-0.0595762,-0.0610114,-0.0630646,-0.0701439,-0.0738426,-0.0740699,-0.0716979,-0.0734323,-0.0688994,-0.0623132,-0.0679651,-0.0640476,-0.0678181,-0.0647759,-0.0678737,-0.0784354
2020-07-20.out.6,9.0,-0.0765762,-0.0756702,-0.0688652,-0.070403,-0.0693029,-0.0671334,-0.0698516,-0.0674548,-0.0691644,-0.0722869,-0.0756975,-0.0759164,-0.0693525,-0.0519249,-0.0423161,-0.0478689
2020-07-20.out.7,9.0,-0.0603566,-0.0488032,-0.0556775,-0.0579469,-0.0622166,-0.0681155,-0.0657187,-0.0656247,-0.0701909,-0.0706816,-0.0699251,-0.0701132,-0.0627458,-0.0666496,-0.0635826,-0.0667496
2020-07-20.out.8,9.0,-0.0708474,-0.0628705,-0.0609199,-0.0650178,-0.0713876,-0.0681848,-0.0663341,-0.0691123,-0.0674249,-0.0646023,-0.066406,-0.0679437,-0.0689746,-0.0693567,-0.0699662,-0.0735101
2020-07-20.out.9,9.0,-0.0733075,-0.0736511,-0.0718031,-0.0730913,-0.0720467,-0.0710158,-0.0711184,-0.0710406,-0.0746316,-0.0598942,-0.0516292,-0.0623047,-0.0591189,-0.0561681,-0.0616294,-0.0610892
