,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-08-26.out.0,1.0,-0.7109729,-0.6376338,-0.6569486,-0.6137071,-0.5953632,-0.5918927,-0.5908793,-0.6085075,-0.6338972,-0.6713517,-0.6582835,-0.6432053,-0.6268318,-0.6024621,-0.5887689,-0.5792125
2020-08-26.out.1,1.0,-0.6077233,-0.5989226,-0.5625206,-0.5554989,-0.5009297,-0.5372749,-0.5632314,-0.5473696,-0.549975,-0.5611828,-0.6091037,-0.6166395,-0.5653698,-0.5697882,-0.5895392,-0.5370207
2020-08-26.out.2,1.0,-0.4041187,-0.4378215,-0.3896333,-0.4503637,-0.3631215,-0.3621589,-0.3424741,-0.3813474,-0.4124952,-0.28637,-0.1548504,-0.4495658,-0.6690627,-0.4272834,-0.4785068,-0.1960281
2020-08-26.out.3,1.0,-0.3734097,-0.5113499,-0.4433497,-0.5146685,-0.2628304,-0.44431,-0.2772078,-0.4417105,-0.4302583,-0.4513289,-0.3801394,-0.2656921,-0.3696051,-0.3965518,-0.3908517,-0.4140227
2020-08-26.out.4,1.0,-0.4845892,-0.4769572,-0.5135368,-0.5299039,-0.4579201,-0.4281751,-0.3832485,-0.3581995,-0.3871102,-0.402765,-0.3614968,-0.3098257,-0.2784823,-0.2615072,-0.2556165,-0.301875
2020-08-26.out.5,1.0,-0.2974653,-0.2104044,-0.2067023,-0.1811754,0.04665,-0.2024315,-0.1583702,-0.0367865,-0.1715602,-0.1898767,-9.32e-05,0.0340127,0.1578708,0.3104099,0.1341053,0.0768841
2020-08-26.out.6,1.0,0.1551209,0.2673799,0.2729244,0.2901907,0.2592813,0.0971386,-0.0054358,0.0647094,0.0867201,-0.1278084,-0.1312869,-0.1459648,-0.1388591,-0.0150932,-0.0142209,-0.0523
2020-08-26.out.7,1.0,0.1119234,-0.0153423,0.0600894,0.1233096,0.1590805,0.2025849,0.2486993,0.3462622,0.4143154,0.4260273,0.4412778,0.4130684,0.416597,0.5132297,0.4192467,0.3660917
2020-08-26.out.8,1.0,0.2601957,0.3046025,0.4010269,0.3434307,0.3119255,0.3745514,0.295743,0.1485997,0.195797,0.2530932,0.2674944,0.1642391,0.3505056,0.3350799,0.3170301,0.259801
2020-08-26.out.9,1.0,0.2757129,0.2808853,0.2387887,0.2964389,0.3477474,0.3889487,0.3631691,0.3435369,0.3110132,0.3690454,0.4667539,0.4675393,0.4219968,0.3866938,0.4159021,0.521297
2020-08-26.out.10,1.0,0.5252458,0.5118233,0.4273968,0.3798027,0.3790262,0.3214169,0.3080475,0.3611712,0.2591957,0.3221837,0.3177555,0.3564182,0.3549337,0.4352205,0.4303435,0.4607096
2020-08-26.out.11,1.0,0.4012363,0.336699,0.3360917,0.2501796,0.1957924,0.3230688,0.3167075,0.2727297,0.2600916,0.2668634,0.1860282,0.3335759,0.4324545,0.3392041,0.3001338,0.4399481
2020-08-26.out.12,1.0,0.456983,0.5814725,0.6652279,0.6233421,0.576848,0.4616094,0.3069195,0.3414383,0.6440802,0.3913613,0.3421402,0.1153494,0.2220637,0.1360284,0.2645265,0.3081962
2020-08-26.out.13,1.0,0.1797661,0.1702825,0.202392,0.1790317,0.1555665,0.2396852,0.2051527,0.2255696,0.2191403,0.2138764,0.1574386,0.1608895,0.2329204,0.1901109,0.1946286,0.1725127
2020-08-26.out.14,1.0,0.1353711,0.178338,0.3936474,0.4925136,0.4035514,0.31724,0.2818499,0.2685179,0.276907,0.1404034,0.0498445,0.1611258,0.1125218,-0.028426,-0.0247742,0.0082063
2020-08-26.out.15,1.0,-0.0102236,0.0969228,0.150646,0.2077246,0.1807297,0.0786567,0.2423665,0.189723,0.2105436,0.2411568,0.1674526,0.1452354,0.253422,0.1385731,0.1347658,0.1275351
2020-08-26.out.16,1.0,0.1223962,0.0811576,0.0315173,-0.0306953,-0.0270061,-0.0119869,0.1118781,0.0485642,-0.1532881,-0.0058124,0.0503202,-0.0025593,-0.0396383,-0.1304318,-0.1553202,-0.181063
2020-08-26.out.17,1.0,-0.2025381,-0.2330667,-0.272055,-0.33996,-0.3376251,-0.3317613,-0.3417908,-0.3927995,-0.215202,-0.1809436,0.0196544,-0.092993,-0.0864092,0.0331112,0.0741964,0.073575
2020-08-26.out.18,1.0,0.2622933,0.1772564,0.179975,0.1757523,-0.0406199,0.021413,0.0866157,0.0798842,0.176954,0.3766068,0.2431361,0.2879574,0.3373675,0.2951033,0.2911239,0.3380111
2020-08-26.out.19,1.0,0.3847301,0.3671628,0.4829851,0.5022513,0.4693931,0.5961773,0.5630851,0.6337781,0.6610762,0.6782096,0.5204827,0.5171299,0.471474,0.371537,0.4434859,0.4523701
2020-08-26.out.20,1.0,0.4571418,0.4121022,0.4151288,0.4130676,0.4043942,0.3551426,0.3361104,0.2707915,0.2393478,0.2107839,0.114195,0.0004928,-0.0359445,0.0789648,-0.0572274,-0.2428274
2020-08-26.out.21,1.0,-0.3246219,-0.3506535,-0.1576764,-0.1962339,-0.0680042,-0.0430093,-0.1762206,-0.2524489,-0.197889,-0.2711728,-0.3227245,-0.3749642,-0.3393606,-0.3769523,-0.3870943,-0.4289784
2020-08-26.out.22,1.0,-0.5383701,-0.5012387,-0.5263471,-0.6300607,-0.6809175,-0.7061289,-0.7295438,-0.5799104,-0.5188996,-0.5195127,-0.4603168,-0.3283925,-0.3476661,-0.2707309,-0.1875121,-0.192595
2020-08-26.out.23,1.0,-0.1936522,-0.1828871,-0.1279641,-0.1071544,-0.0548676,-0.0358581,-0.0239839,-0.0223117,0.0597273,0.0869583,0.178517,0.2356566,0.1830555,0.2460714,0.27359,0.2770605
2020-08-26.out.24,1.0,0.2247054,0.2538185,0.2846011,0.4899209,0.5269789,0.4767888,0.4166757,0.4459256,0.3543492,0.3899508,0.4276805,0.5051738,0.5354614,0.6087844,0.6391555,0.6814403
2020-08-26.out.25,1.0,0.6958108,0.6627201,0.6552152,0.6485752,0.6208085,0.6353326,0.6472226,0.6408256,0.6037212,0.5824134,0.5333587,0.4204793,0.3088105,0.3180233,0.2885283,0.2737442
