,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47
2020-02-21.out.0,0.0,1.3610554,-1.0105919,-0.3503568,1.3610203,-1.0105919,-0.3503217,1.3610273,-1.0105919,-0.3503358,1.3610554,-1.0105919,-0.3503568,1.3609782,-1.010594,-0.3503006,1.3610203,-1.010594,-0.3503428,1.3610695,-1.0105954,-0.350399,1.3610414,-1.0105954,-0.3503709,1.3610344,-1.010594,-0.3503568,1.3609571,-1.010594,-0.3502796,1.3610203,-1.0105933,-0.3503358,1.3609501,-1.0105919,-0.3502515,1.3610695,-1.0105933,-0.3503779,1.3610906,-1.010594,-0.350413,1.3610835,-1.0105961,-0.3504271,1.3610203,-1.0105954,-0.3503498
2020-02-21.out.1,0.0,1.3610484,-1.010594,-0.3503779,1.3610554,-1.0105954,-0.350392,1.3610344,-1.0105954,-0.3503639,1.3610484,-1.0105954,-0.3503849,1.3610484,-1.0105954,-0.3503849,1.3610273,-1.0105954,-0.3503639,1.3609922,-1.010594,-0.3503147,1.3609852,-1.0105919,-0.3502866,1.3609571,-1.010594,-0.3502796,1.3609992,-1.010594,-0.3503217,1.3610133,-1.010594,-0.3503358,1.3610414,-1.0105954,-0.3503709,1.3610063,-1.0105954,-0.3503428,1.3611116,-1.010594,-0.3504341,1.3610554,-1.0105961,-0.350399,1.3610344,-1.0105961,-0.3503709
2020-02-21.out.2,0.0,1.3610554,-1.0105975,-0.350406,1.3610273,-1.0105961,-0.3503709,1.3610484,-1.0105954,-0.3503779,1.3610835,-1.0105954,-0.3504201,1.3610554,-1.0105961,-0.350399,1.3610344,-1.0105961,-0.3503779,1.3610835,-1.0105961,-0.3504271,1.3610625,-1.0105975,-0.350413,1.3610976,-1.0105982,-0.3504622,1.3610835,-1.0105982,-0.3504482,1.3610835,-1.0105961,-0.3504271,1.3610906,-1.0105961,-0.3504341,1.3610765,-1.0105975,-0.3504341,1.3610695,-1.0105975,-0.3504201,1.3610765,-1.0105975,-0.3504271,1.3610765,-1.0105975,-0.3504271
2020-02-21.out.3,0.0,1.3610906,-1.0105975,-0.3504411,1.3611046,-1.0105996,-0.3504763,1.3610765,-1.0105996,-0.3504482,1.3610765,-1.0105996,-0.3504552,1.3610765,-1.0105982,-0.3504411,1.3610765,-1.0106003,-0.3504552,1.3610976,-1.0106003,-0.3504833,1.3610835,-1.0105996,-0.3504552,1.3610976,-1.0106003,-0.3504763,1.3610976,-1.0105982,-0.3504622,1.3610906,-1.0105996,-0.3504622,1.3610906,-1.0105996,-0.3504622,1.3611187,-1.0105996,-0.3504903,1.3610835,-1.0105996,-0.3504552,1.3611257,-1.0105982,-0.3504833,1.3611187,-1.0105975,-0.3504692
2020-02-21.out.4,0.0,1.3611116,-1.0105996,-0.3504833,1.3610976,-1.0105996,-0.3504692,1.3611749,-1.0106017,-0.3505676,1.3611468,-1.0106003,-0.3505325,1.3611538,-1.0106039,-0.3505676,1.3611468,-1.0106031,-0.3505535,1.3611678,-1.0106031,-0.3505676,1.3611468,-1.0106053,-0.3505676,1.3611327,-1.0106053,-0.3505606,1.3611257,-1.0106053,-0.3505465,1.3611327,-1.0106053,-0.3505606,1.3611538,-1.0106053,-0.3505746,1.3611538,-1.0106053,-0.3505746,1.3611397,-1.0106053,-0.3505676,1.3611468,-1.0106039,-0.3505606,1.3611608,-1.0106039,-0.3505746
2020-02-21.out.5,0.0,1.3611327,-1.0106053,-0.3505606,1.3611889,-1.0106053,-0.3506097,1.3611819,-1.0106053,-0.3506097,1.3611959,-1.010606,-0.3506308,1.3611678,-1.0106074,-0.3506168,1.3611889,-1.010606,-0.3506168,1.36121,-1.0106074,-0.3506519,1.36121,-1.0106074,-0.3506519,1.3611749,-1.0106095,-0.3506449,1.3611889,-1.0106074,-0.3506308,1.3611959,-1.0106081,-0.3506519,1.3612311,-1.0106074,-0.35068,1.361203,-1.0106102,-0.350673,1.3611959,-1.0106074,-0.3506449,1.3611608,-1.010606,-0.3505957,1.3612662,-1.0106102,-0.3507432
2020-02-21.out.6,0.0,1.3613154,-1.0106116,-0.3507994,1.3612802,-1.0106144,-0.3507924,1.3612732,-1.0106144,-0.3507924,1.3612732,-1.0106144,-0.3507854,1.3612802,-1.0106123,-0.3507783,1.3612521,-1.0106116,-0.3507362,1.3612592,-1.0106116,-0.3507432,1.3612943,-1.0106144,-0.3508135,1.3613224,-1.0106158,-0.3508486,1.3613083,-1.0106158,-0.3508345,1.3613224,-1.0106165,-0.3508556,1.3613505,-1.0106165,-0.3508837,1.3613645,-1.0106165,-0.3508978,1.3613294,-1.0106165,-0.3508697,1.3613154,-1.0106179,-0.3508626,1.3613645,-1.0106165,-0.3508978
2020-02-21.out.7,0.0,1.3613575,-1.0106179,-0.3509048,1.3613786,-1.0106179,-0.3509259,1.3613716,-1.0106165,-0.3509048,1.3613645,-1.0106158,-0.3508907,1.3613435,-1.0106179,-0.3508907,1.3613645,-1.0106144,-0.3508837,1.3613364,-1.0106186,-0.3508907,1.3613435,-1.0106165,-0.3508767,1.3613575,-1.0106165,-0.3508907,1.3613575,-1.0106165,-0.3508907,1.3613575,-1.0106179,-0.3509048,1.3613505,-1.0106186,-0.3509048,1.3613856,-1.0106165,-0.3509259,1.3613856,-1.01062,-0.350954,1.3613926,-1.0106221,-0.350975,1.3614207,-1.0106235,-0.3510172
2020-02-21.out.8,0.0,1.3613786,-1.0106235,-0.350975,1.3614137,-1.0106235,-0.3510102,1.3614137,-1.0106256,-0.3510242,1.3614278,-1.0106242,-0.3510312,1.3614207,-1.0106242,-0.3510242,1.3614137,-1.0106256,-0.3510312,1.3614278,-1.0106242,-0.3510312,1.3614559,-1.0106256,-0.3510734,1.3614559,-1.0106256,-0.3510734,1.3614559,-1.0106256,-0.3510734,1.3614769,-1.0106242,-0.3510804,1.3614559,-1.0106256,-0.3510734,1.361484,-1.0106263,-0.3511155,1.3614699,-1.0106263,-0.3510945,1.3614488,-1.0106277,-0.3510874,1.361491,-1.0106284,-0.3511366
2020-02-21.out.9,0.0,1.3614699,-1.0106284,-0.3511155,1.3614559,-1.0106277,-0.3510945,1.3614559,-1.0106284,-0.3511015,1.3614699,-1.0106277,-0.3511085,1.3613926,-1.0106277,-0.3510312,1.3614348,-1.0106277,-0.3510734,1.3614559,-1.0106298,-0.3511085,1.3614699,-1.0106284,-0.3511155,1.361498,-1.0106277,-0.3511366,1.361505,-1.0106298,-0.3511647,1.3615121,-1.0106298,-0.3511717,1.3615121,-1.0106298,-0.3511717,1.3615191,-1.0106298,-0.3511717,1.3615402,-1.010632,-0.3512139,1.3615121,-1.0106327,-0.3511998,1.3615121,-1.0106327,-0.3511998
