,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-11-05.out.0,5.0,-0.0534527,-0.0586243,-0.0618993,-0.0601754,-0.062707,-0.0521827,-0.0618993,-0.0618993,-0.0636232,-0.0589055,-0.0554577,-0.0600028,-0.060802,-0.0556304,-0.0612643,-0.0441899
2020-11-05.out.1,5.0,-0.0487349,-0.0543689,-0.0407421,-0.0452872,-0.0459138,-0.0405695,-0.0470111,-0.0452872,-0.0394806,-0.0498322,-0.0452872,-0.0567277,-0.0550038,-0.0582789,-0.0487349,-0.0534527
2020-11-05.out.2,5.0,-0.0471921,-0.0515561,-0.0534527,-0.0637958,-0.0575354,-0.0500049,-0.065982,-0.0584516,-0.0550038,-0.0618993,-0.0592592,-0.0603481,-0.0584516,-0.0584516,-0.0521827,-0.0498322
2020-11-05.out.3,5.0,-0.0661547,-0.0452872,-0.0504588,-0.0504588,-0.0415582,-0.0413855,-0.0413855,-0.045006,-0.0404693,-0.0421932,-0.0387454,-0.0385727,-0.0354703,-0.0400154,-0.0331198,-0.0400237
2020-11-05.out.4,5.0,-0.0382915,-0.0376649,-0.0484705,-0.0434715,-0.0550847,-0.0501944,-0.0527343,-0.0544581,-0.0458387,-0.0430176,-0.0510104,-0.0544581,-0.0449225,-0.0414747,-0.0569897,-0.0546392
2020-11-05.out.5,5.0,-0.0529153,-0.0524614,-0.057633,-0.0479163,-0.0557365,-0.057633,-0.0524614,-0.0524614,-0.0472897,-0.058268,-0.0524697,-0.0567168,-0.0530964,-0.0515451,-0.0595379,-0.0595379
2020-11-05.out.6,5.0,-0.0777012,-0.0794251,-0.0777012,0.0109166,-0.0708058,-0.0709784,-0.0709784,-0.062813,-0.0625318,-0.0526424,-0.0565441,-0.0610891,-0.0714324,-0.0725296,-0.0692546,-0.0697085
2020-11-05.out.7,5.0,-0.0639103,-0.0645369,-0.0474707,-0.0543663,-0.0567168,-0.0593653,-0.0656342,-0.0576414,-0.0576414,-0.0623591,-0.0697169,-0.0716134,-0.0647179,-0.0629941,-0.0698895,-0.0623591
2020-11-05.out.8,5.0,-0.0716134,-0.0925809,-0.0869555,-0.0869555,-0.0750611,-0.0747074,-0.090857,-0.0834994,-0.0833267,-0.0764313,-0.0817755,-0.0684386,-0.0736101,-0.0805056,-0.0822294,-0.0874009
2020-11-05.out.9,5.0,-0.0776844,-0.0717052,-0.0837722,-0.0790545,-0.0892249,-0.0814049,-0.0790545,-0.0745095,-0.0641664,-0.0650826,-0.0451954,-0.0549121,-0.0497321,-0.0469193,-0.0486432,-0.0533609
2020-11-05.out.10,5.0,-0.0497404,-0.0658903,-0.0658903,-0.0650826,-0.0538148,-0.0530071,-0.0635314,-0.0607103,-0.0616349,-0.0633587,-0.067433,-0.0678953,-0.0708808,-0.0583598,-0.0469193,-0.0462927
2020-11-05.out.11,5.0,-0.0411126,-0.0412937,-0.0350247,-0.0796811,-0.071978,-0.0641664,-0.1570237,-0.1659235,-0.1421363,-0.1322474,-0.1253438,-0.1180948,-0.0953873,-0.0863059,-0.0740579,-0.0706018
2020-11-05.out.12,5.0,-0.0646226,-0.0600776,-0.0533549,-0.0531822,-0.0572564,-0.0514499,-0.0478295,-0.0497345,-0.0367428,-0.0223167,-0.0255918,-0.0307635,-0.0274884,-0.017145,-0.038294,-0.0367428
2020-11-05.out.13,5.0,-0.042839,-0.0499156,-0.0613476,-0.0533549,-0.0784133,-0.0726068,-0.0697941,-0.0682345,-0.0469133,-0.0520849,-0.0461056,-0.0462783,-0.0520849,-0.0428306,-0.0461056,-0.0331139
