,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47
2020-02-25.out.0,0.0,1.360221,-1.0182282,-0.3405479,1.3600796,-1.0182324,-0.3404419,1.3602069,-1.0182317,-0.3405621,1.3601857,-1.0182331,-0.340555,1.3601645,-1.0182338,-0.3405408,1.3602281,-1.0182317,-0.3405833,1.3602917,-1.0182303,-0.3406328,1.360221,-1.018236,-0.3406186,1.3602281,-1.0182331,-0.3405903,1.3602069,-1.0182352,-0.3405903,1.3602493,-1.0182317,-0.3406115,1.3601786,-1.0182381,-0.3405974,1.3600867,-1.0182338,-0.3404631,1.3602069,-1.0182331,-0.3405762,1.3602069,-1.0182352,-0.3405903,1.3603271,-1.0182282,-0.340654
2020-02-25.out.1,0.0,1.3602069,-1.0182459,-0.3406964,1.3601927,-1.0182487,-0.3407105,1.3601362,-1.0182466,-0.3406398,1.3597544,-1.0182487,-0.3402722,1.3602422,-1.0182331,-0.3406115,1.3600089,-1.0182296,-0.3403499,1.3602139,-1.0182133,-0.3403994,1.3603483,-1.0182197,-0.3405903,1.3603341,-1.0182275,-0.340654,1.3603412,-1.0182211,-0.3405903,1.3603341,-1.0182352,-0.3407247,1.3599877,-1.0182423,-0.3404419,1.3600089,-1.0182487,-0.3405267,1.3601574,-1.0182253,-0.340456,1.3603695,-1.0182239,-0.340654,1.3604331,-1.0182218,-0.3407035
2020-02-25.out.2,0.0,1.3601857,-1.0182352,-0.3405691,1.3602139,-1.0182352,-0.3406045,1.3602776,-1.0182253,-0.3405691,1.3603483,-1.0182176,-0.3405691,1.3603624,-1.0182176,-0.3405833,1.3602705,-1.0182239,-0.340555,1.3602352,-1.0182232,-0.3405126,1.3602776,-1.0182211,-0.3405338,1.3603271,-1.0182275,-0.3406398,1.3602493,-1.0182296,-0.3405903,1.3602564,-1.0182303,-0.3406045,1.3601645,-1.0182352,-0.3405479,1.3601645,-1.0182381,-0.3405833,1.3602139,-1.0182317,-0.3405691,1.3601998,-1.0182352,-0.3405833,1.3602069,-1.018236,-0.3406045
2020-02-25.out.3,0.0,1.3602564,-1.0182303,-0.3405974,1.3601574,-1.0182338,-0.3405338,1.360221,-1.0182331,-0.3405903,1.360221,-1.0182296,-0.340555,1.3601998,-1.0182275,-0.3405126,1.3602846,-1.0182197,-0.3405338,1.3603624,-1.0182133,-0.3405479,1.3603271,-1.018219,-0.3405621,1.3602705,-1.0182197,-0.3405126,1.3603483,-1.0182169,-0.3405621,1.3602988,-1.0182211,-0.3405479,1.3603341,-1.018219,-0.3405691,1.3603695,-1.0182133,-0.340555,1.3603271,-1.0182176,-0.3405479,1.3603059,-1.0182169,-0.3405196,1.36032,-1.0182147,-0.3405055
2020-02-25.out.4,0.0,1.3603907,-1.0182098,-0.3405408,1.3603554,-1.0182119,-0.3405267,1.3603695,-1.0182133,-0.340555,1.3603554,-1.0182154,-0.340555,1.360115,-1.0182133,-0.3402934,1.3599948,-1.0182098,-0.3401449,1.3603836,-1.0182034,-0.3404772,1.3604614,-1.0182056,-0.3405762,1.3602776,-1.0182098,-0.3404277,1.3602776,-1.0182048,-0.3403782,1.3603624,-1.0182048,-0.3404631,1.3602917,-1.0182013,-0.340357,1.3602352,-1.0181914,-0.3402085,1.3601432,-1.0181971,-0.3401661,1.3599382,-1.0182048,-0.3400318,1.360115,-1.0182112,-0.3402792
2020-02-25.out.5,0.0,1.3605887,-1.0182006,-0.3406469,1.3605957,-1.0181992,-0.3406469,1.3604119,-1.0182091,-0.340555,1.3604473,-1.0182112,-0.3406115,1.3602776,-1.018207,-0.3403994,1.3603766,-1.018214,-0.3405691,1.36032,-1.0182119,-0.3404914,1.3600867,-1.0182098,-0.3402368,1.3605109,-1.0182013,-0.3405833,1.3604755,-1.0182147,-0.3406681,1.3602564,-1.0182176,-0.3404843,1.3604402,-1.0182133,-0.3406186,1.3602281,-1.0182154,-0.3404277,1.3603766,-1.0182091,-0.3405196,1.3604048,-1.0182027,-0.3404914,1.3605392,-1.0182006,-0.3406045
2020-02-25.out.6,0.0,1.3603483,-1.0182091,-0.3404914,1.3602776,-1.0182056,-0.3403853,1.3602069,-1.0182013,-0.3402792,1.3601715,-1.0181865,-0.3400954,1.3601998,-1.0181865,-0.3401237,1.3604685,-1.0182006,-0.3405267,1.3604897,-1.0181935,-0.3404914,1.360122,-1.0182077,-0.340251,1.3604261,-1.0182048,-0.3405338,1.3601008,-1.0182112,-0.340258,1.3604473,-1.0182027,-0.3405338,1.36032,-1.0181907,-0.3402863,1.3601857,-1.0181886,-0.3401308,1.360419,-1.0181865,-0.3403429,1.360221,-1.0181921,-0.3401944,1.3602634,-1.0182048,-0.340357
2020-02-25.out.7,0.0,1.3604048,-1.0182013,-0.3404772,1.3600867,-1.0182027,-0.3401661,1.3605392,-1.0181971,-0.3405621,1.3601715,-1.0181964,-0.3401873,1.3601715,-1.0182027,-0.340251,1.3602281,-1.0181949,-0.3402368,1.3605745,-1.0181935,-0.3405691,1.3603483,-1.0182112,-0.3405055,1.3603412,-1.0182147,-0.3405338,1.3603483,-1.0182112,-0.3405055,1.3605109,-1.0182006,-0.3405691,1.3603129,-1.0182027,-0.3403924,1.3605462,-1.0181971,-0.3405762,1.3604402,-1.0182034,-0.3405338,1.3602139,-1.0181992,-0.340258,1.3602917,-1.0181971,-0.3403146
2020-02-25.out.8,0.0,1.3603624,-1.0181928,-0.3403499,1.3605038,-1.0181893,-0.3404631,1.3604048,-1.0181893,-0.3403641,1.3605462,-1.0181949,-0.340555,1.3603059,-1.0182098,-0.340456,1.3604614,-1.0182027,-0.3405408,1.360525,-1.0181992,-0.3405762,1.3604048,-1.0182006,-0.3404631,1.3602776,-1.0181949,-0.3402792,1.3604543,-1.0181843,-0.340357,1.3606099,-1.0181865,-0.3405338,1.3604402,-1.0181992,-0.3404914,1.3602917,-1.0181992,-0.3403358,1.3601645,-1.0181949,-0.3401732,1.3599806,-1.0182013,-0.3400459,1.3604685,-1.0182027,-0.3405479
2020-02-25.out.9,0.0,1.3602846,-1.0181935,-0.3402792,1.3605675,-1.0181985,-0.3406115,1.3605533,-1.0181985,-0.3405903,1.360525,-1.0181964,-0.3405479,1.3603695,-1.018207,-0.3404914,1.3604755,-1.0182027,-0.340555,1.359712,-1.018214,-0.3399045,1.3602139,-1.0182098,-0.3403641,1.3603059,-1.0182077,-0.3404348,1.3602493,-1.0182013,-0.3403146,1.3605816,-1.018185,-0.3404984,1.3606452,-1.0181865,-0.3405762,1.3604897,-1.0181992,-0.3405408,1.3605038,-1.0181985,-0.3405479,1.3605462,-1.0181865,-0.3404772,1.3606452,-1.0181865,-0.3405762
