,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47
2020-03-03.out.0,0.0,1.3638326,-1.0007831,-0.3512833,1.3638116,-1.000781,-0.3512413,1.3638537,-1.0007789,-0.3512623,1.3638116,-1.0007726,-0.3511572,1.3638186,-1.0007747,-0.3511923,1.3638046,-1.0007733,-0.3511713,1.3638116,-1.0007747,-0.3511853,1.3638887,-1.0007852,-0.3513603,1.3638747,-1.0007838,-0.3513323,1.3638467,-1.0007831,-0.3513043,1.3638186,-1.0007817,-0.3512553,1.3638256,-1.0007775,-0.3512273,1.3638256,-1.0007789,-0.3512343,1.3638116,-1.0007733,-0.3511713,1.3637626,-1.0007628,-0.3510312,1.3637836,-1.0007572,-0.3509822
2020-03-03.out.1,0.0,1.3638326,-1.0007614,-0.3510872,1.3638116,-1.0007649,-0.3510942,1.3638186,-1.0007614,-0.3510662,1.3638046,-1.0007607,-0.3510452,1.3637766,-1.0007544,-0.3509542,1.3637626,-1.000753,-0.3509332,1.3638326,-1.0007628,-0.3510942,1.3638607,-1.000767,-0.3511572,1.3638116,-1.000767,-0.3511082,1.3637836,-1.0007628,-0.3510452,1.3637976,-1.0007544,-0.3509822,1.3638677,-1.0007642,-0.3511432,1.3638116,-1.0007614,-0.3510592,1.3638396,-1.0007684,-0.3511502,1.3638186,-1.0007628,-0.3510802,1.3638116,-1.0007593,-0.3510382
2020-03-03.out.2,0.0,1.3638046,-1.000753,-0.3509752,1.3638116,-1.0007516,-0.3509682,1.3638046,-1.0007551,-0.3509822,1.3638046,-1.0007551,-0.3509962,1.3637976,-1.0007551,-0.3509822,1.3638046,-1.0007565,-0.3510032,1.3637696,-1.0007572,-0.3509752,1.3637836,-1.0007544,-0.3509612,1.3637766,-1.0007544,-0.3509542,1.3637696,-1.000753,-0.3509402,1.3637976,-1.0007488,-0.3509332,1.3637906,-1.0007481,-0.3509121,1.3637906,-1.0007481,-0.3509121,1.3637696,-1.0007481,-0.3508841,1.3637976,-1.0007467,-0.3509051,1.3638186,-1.0007502,-0.3509612
2020-03-03.out.3,0.0,1.3638046,-1.0007502,-0.3509472,1.3638116,-1.0007467,-0.3509262,1.3637836,-1.0007467,-0.3508841,1.3637626,-1.0007439,-0.3508351,1.3637486,-1.000746,-0.3508421,1.3638326,-1.0007446,-0.3509121,1.3637976,-1.000746,-0.3508911,1.3637836,-1.0007446,-0.3508771,1.3637696,-1.000746,-0.3508701,1.3638537,-1.0007551,-0.3510382,1.3638186,-1.0007628,-0.3510732,1.3637976,-1.0007691,-0.3511222,1.3637556,-1.0007642,-0.3510312,1.3637556,-1.0007607,-0.3509892,1.3637836,-1.0007586,-0.3510032,1.3637836,-1.0007586,-0.3510102
2020-03-03.out.4,0.0,1.3637836,-1.00076,-0.3510172,1.3637976,-1.0007586,-0.3510172,1.3637976,-1.0007586,-0.3510172,1.3637906,-1.0007586,-0.3510172,1.3638046,-1.00076,-0.3510382,1.3638256,-1.0007607,-0.3510662,1.3638186,-1.0007607,-0.3510662,1.3637836,-1.0007628,-0.3510452,1.3638186,-1.0007642,-0.3510872,1.3637976,-1.0007705,-0.3511292,1.3638046,-1.0007712,-0.3511432,1.3638256,-1.0007768,-0.3512133,1.3637976,-1.0007747,-0.3511783,1.3637766,-1.0007957,-0.3513603,1.3637416,-1.0007831,-0.3511993,1.3637836,-1.0007873,-0.3512763
2020-03-03.out.5,0.0,1.3637906,-1.0007859,-0.3512763,1.3637556,-1.0007894,-0.3512693,1.3637836,-1.0007838,-0.3512483,1.3637836,-1.0007831,-0.3512413,1.3637766,-1.0007838,-0.3512413,1.3637836,-1.0007859,-0.3512623,1.3637906,-1.0007859,-0.3512693,1.3637906,-1.0007852,-0.3512623,1.3637696,-1.0007859,-0.3512553,1.3637836,-1.0007831,-0.3512413,1.3637976,-1.0007915,-0.3513323,1.3638396,-1.0007971,-0.3514234,1.3638256,-1.0007978,-0.3514164,1.3638186,-1.0007936,-0.3513743,1.3637976,-1.0007936,-0.3513533,1.3638116,-1.0007908,-0.3513323
2020-03-03.out.6,0.0,1.3637976,-1.0007915,-0.3513323,1.3637976,-1.0007908,-0.3513253,1.3637836,-1.0007894,-0.3513043,1.3638256,-1.0008034,-0.3514724,1.3637766,-1.0007999,-0.3513883,1.3637766,-1.0008034,-0.3514164,1.3637976,-1.000809,-0.3514934,1.3638116,-1.0008083,-0.3515074,1.3637556,-1.0008083,-0.3514444,1.3638256,-1.000816,-0.3515984,1.3638326,-1.0008139,-0.3515844,1.3637766,-1.0008216,-0.3515984,1.3637836,-1.0008286,-0.3516755,1.3638186,-1.0008279,-0.3517035,1.3637976,-1.0008349,-0.3517455,1.3637346,-1.000837,-0.3517035
2020-03-03.out.7,0.0,1.3637696,-1.0008349,-0.3517175,1.3637486,-1.0008342,-0.3516895,1.3637836,-1.0008328,-0.3517105,1.3637906,-1.0008279,-0.3516685,1.3637346,-1.00083,-0.3516264,1.3637346,-1.0008265,-0.3515984,1.3637206,-1.00083,-0.3516194,1.3637206,-1.0008307,-0.3516264,1.3637696,-1.0008265,-0.3516334,1.3637906,-1.0008279,-0.3516615,1.3637766,-1.0008286,-0.3516685,1.3637906,-1.0008293,-0.3516895,1.3638046,-1.0008314,-0.3517175,1.3637906,-1.00083,-0.3516895,1.3637836,-1.0008321,-0.3516965,1.3637696,-1.0008307,-0.3516755
2020-03-03.out.8,0.0,1.3637766,-1.0008279,-0.3516615,1.3637486,-1.0008279,-0.3516264,1.3637836,-1.0008279,-0.3516615,1.3637976,-1.0008279,-0.3516755,1.3637836,-1.0008286,-0.3516685,1.3637696,-1.00083,-0.3516615,1.3637836,-1.00083,-0.3516825,1.3638396,-1.0008328,-0.3517665,1.3637976,-1.0008349,-0.3517385,1.3637906,-1.0008349,-0.3517385,1.3638186,-1.0008363,-0.3517735,1.3638116,-1.000837,-0.3517805,1.3637976,-1.0008398,-0.3517875,1.3637906,-1.0008461,-0.3518365,1.3637766,-1.000844,-0.3518085,1.3637486,-1.0008426,-0.3517665
2020-03-03.out.9,0.0,1.3637696,-1.0008419,-0.3517805,1.3637556,-1.0008398,-0.3517455,1.3637626,-1.0008384,-0.3517385,1.3637416,-1.0008398,-0.3517315,1.3637556,-1.0008363,-0.3517105,1.3637626,-1.0008349,-0.3517105,1.3637696,-1.0008349,-0.3517175,1.3637696,-1.0008349,-0.3517105,1.3637626,-1.0008342,-0.3517035,1.3637416,-1.0008349,-0.3516895,1.3637556,-1.0008349,-0.3517035,1.3637486,-1.0008328,-0.3516825,1.3637766,-1.0008321,-0.3517035,1.3637626,-1.0008328,-0.3516965,1.3637766,-1.0008328,-0.3517035,1.3637696,-1.0008328,-0.3516965
2020-03-03.out.10,0.0,1.3637836,-1.0008307,-0.3516895,1.3637626,-1.0008321,-0.3516825,1.3637556,-1.00083,-0.3516615,1.3637696,-1.0008279,-0.3516474,1.3637556,-1.0008286,-0.3516404,1.3637556,-1.0008279,-0.3516334,1.3637556,-1.0008286,-0.3516404,1.3637556,-1.0008286,-0.3516404,1.3637486,-1.0008279,-0.3516264,1.3637486,-1.0008272,-0.3516194,1.3637486,-1.0008244,-0.3515984,1.3637276,-1.0008258,-0.3515914,1.3637276,-1.0008251,-0.3515844,1.3637416,-1.0008202,-0.3515564,1.3637416,-1.0008195,-0.3515424,1.3637556,-1.0008202,-0.3515634
2020-03-03.out.11,0.0,1.3637486,-1.0008202,-0.3515564,1.3637206,-1.0008237,-0.3515634,1.3637416,-1.0008223,-0.3515634,1.3637626,-1.0008202,-0.3515634,1.3637696,-1.0008265,-0.3516334,1.3637556,-1.0008286,-0.3516334,1.3637486,-1.0008286,-0.3516334,1.3637486,-1.0008265,-0.3516124,1.3637486,-1.0008258,-0.3516054,1.3637346,-1.0008265,-0.3515984,1.3637346,-1.0008244,-0.3515844,1.3637556,-1.00083,-0.3516545,1.3637486,-1.0008363,-0.3517105,1.3637696,-1.000837,-0.3517385,1.3637556,-1.0008342,-0.3516965,1.3637556,-1.0008307,-0.3516685
2020-03-03.out.12,0.0,1.3637486,-1.0008321,-0.3516685,1.3637416,-1.0008342,-0.3516825,1.3637556,-1.0008363,-0.3517035,1.3637416,-1.0008349,-0.3516825,1.3637556,-1.0008342,-0.3516965,1.3637416,-1.0008342,-0.3516755,1.3637346,-1.0008328,-0.3516685,1.3637346,-1.00083,-0.3516334,1.3637206,-1.0008307,-0.3516264,1.3637276,-1.0008314,-0.3516334,1.3637416,-1.0008321,-0.3516615,1.3637066,-1.0008314,-0.3516194,1.3637416,-1.0008342,-0.3516755,1.3637346,-1.0008398,-0.3517245,1.3636926,-1.0008468,-0.3517525,1.3637346,-1.0008398,-0.3517245
2020-03-03.out.13,0.0,1.3637416,-1.000837,-0.3517035,1.3637556,-1.0008349,-0.3517035,1.3637346,-1.0008419,-0.3517455,1.3637346,-1.0008566,-0.3518855,1.3637976,-1.0008608,-0.3519906,1.3637766,-1.000865,-0.3520046,1.3639027,-1.0008664,-0.3521447,1.3637976,-1.0008741,-0.3521166,1.3637556,-1.0008755,-0.3520816,1.3637556,-1.0008727,-0.3520606,1.3637346,-1.0008713,-0.3520256,1.3637416,-1.0008727,-0.3520396,1.3637416,-1.0008713,-0.3520256,1.3637136,-1.0008713,-0.3520046,1.3637626,-1.0008692,-0.3520326,1.3637346,-1.0008713,-0.3520256
2020-03-03.out.14,0.0,1.3637486,-1.0008713,-0.3520396,1.3637416,-1.0008734,-0.3520536,1.3637696,-1.0008734,-0.3520886,1.3637206,-1.0008748,-0.3520396,1.3637346,-1.0008755,-0.3520676,1.3637346,-1.0008734,-0.3520326,1.3637626,-1.0008727,-0.3520606,1.3637346,-1.0008734,-0.3520396,1.3637556,-1.0008706,-0.3520396,1.3637206,-1.0008713,-0.3520046,1.3637556,-1.0008734,-0.3520606,1.3637206,-1.0008818,-0.3521166,1.3637766,-1.0008832,-0.3521797,1.3637486,-1.0008832,-0.3521517,1.3637556,-1.0008811,-0.3521447,1.3637276,-1.0008811,-0.3521166
2020-03-03.out.15,0.0,1.3637276,-1.0008769,-0.3520746,1.3637276,-1.0008755,-0.3520536,1.3637556,-1.0008776,-0.3521096,1.3637836,-1.0008832,-0.3521797,1.3637346,-1.0008776,-0.3520886,1.3637276,-1.0008811,-0.3521096,1.3637766,-1.0008839,-0.3521867,1.3637486,-1.0008874,-0.3521937,1.3637416,-1.0008853,-0.3521657,1.3637836,-1.0008951,-0.3522987,1.3638326,-1.0009161,-0.3525438,1.3638677,-1.0009098,-0.3525158,1.3637626,-1.0009196,-0.3525018,1.3637906,-1.0009196,-0.3525368,1.3637346,-1.0009126,-0.3524178,1.3637556,-1.0009084,-0.3523968
2020-03-03.out.16,0.0,1.3637976,-1.000914,-0.3524878,1.3638747,-1.0009154,-0.3525788,1.3637976,-1.0009224,-0.3525648,1.3637976,-1.0009238,-0.3525858,1.3637906,-1.0009224,-0.3525718,1.3637766,-1.0009273,-0.3525998,1.3637416,-1.0009203,-0.3524948,1.3637136,-1.0009119,-0.3523828,1.3637206,-1.0009084,-0.3523617,1.3637486,-1.0009042,-0.3523477,1.3637486,-1.0009021,-0.3523267,1.3637486,-1.0009077,-0.3523757,1.3637556,-1.0009119,-0.3524248,1.3637836,-1.000914,-0.3524808,1.3637766,-1.0009175,-0.3525018,1.3637626,-1.0009175,-0.3524948
2020-03-03.out.17,0.0,1.3637626,-1.0009161,-0.3524808,1.3637066,-1.0009196,-0.3524528,1.3636996,-1.0009224,-0.3524808,1.3637346,-1.0009161,-0.3524528,1.3637066,-1.0009175,-0.3524388,1.3637836,-1.0009154,-0.3524948,1.3638396,-1.0009245,-0.3526349,1.3638467,-1.0009217,-0.3526138,1.3637766,-1.0009161,-0.3524948,1.3637696,-1.0009175,-0.3525018,1.3637906,-1.0009301,-0.3526349,1.3638116,-1.000928,-0.3526419,1.3637696,-1.0009399,-0.3527119,1.3637766,-1.0009371,-0.3526909,1.3637556,-1.0009364,-0.3526699,1.3637556,-1.0009287,-0.3525998
2020-03-03.out.18,0.0,1.3637276,-1.000928,-0.3525578,1.3637276,-1.0009245,-0.3525298,1.3637136,-1.000928,-0.3525438,1.3637626,-1.0009217,-0.3525228,1.3636856,-1.0009133,-0.3523687,1.3637556,-1.000914,-0.3524528,1.3637696,-1.0009196,-0.3525158,1.3637206,-1.0009154,-0.3524318,1.3637276,-1.0009126,-0.3524178,1.3637486,-1.0009196,-0.3524948,1.3637416,-1.0009133,-0.3524248,1.3637416,-1.0009098,-0.3523968,1.3637136,-1.0009112,-0.3523828,1.3637136,-1.000914,-0.3524178,1.3637836,-1.000914,-0.3524808,1.3638186,-1.0009084,-0.3524598
2020-03-03.out.19,0.0,1.3636786,-1.0008951,-0.3521937,1.3637066,-1.0008867,-0.3521377,1.3636576,-1.0008853,-0.3520746,1.3636786,-1.0008804,-0.3520606,1.3636996,-1.0008727,-0.3520046,1.3636296,-1.0008727,-0.3519276,1.3637486,-1.0008748,-0.3520676,1.3637206,-1.0008776,-0.3520676,1.3636996,-1.0008769,-0.3520396,1.3636856,-1.0008692,-0.3519556,1.3637136,-1.0008692,-0.3519836,1.3636996,-1.0008713,-0.3519906,1.3637416,-1.0008727,-0.3520396,1.3637556,-1.0008755,-0.3520886,1.3636996,-1.0008769,-0.3520396,1.3636646,-1.0008692,-0.3519346
