,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-10-15.out.0,0.0,-0.2375406,-0.2612025,-0.2050054,-0.1281043,-0.1221888,-0.0482454,-0.0541608,-0.1369775,-0.1606394,-0.2227519,-0.1961322,-0.2050054,-0.2109209,-0.2168364,-0.2050054,-0.2257096
2020-10-15.out.1,0.0,-0.2227519,-0.2316251,-0.243456,-0.2286673,-0.2493715,-0.243456,-0.243456,-0.2286673,-0.2464138,-0.2464138,-0.2345828,-0.2257096,-0.2316251,-0.2345828,-0.2345828,-0.2316251
2020-10-15.out.2,0.0,-0.2375406,-0.2612025,-0.2819066,-0.3292304,-0.2937376,-0.2759911,-0.2493715,-0.2404983,-0.2730334,-0.3085263,-0.2907798,-0.2700757,-0.2641602,-0.2493715,-0.2375406,-0.2316251
2020-10-15.out.3,0.0,-0.1754281,-0.1665549,-0.1695126,-0.1724703,-0.1961322,-0.187259,-0.1961322,-0.2050054,-0.19909,-0.1902168,-0.1902168,-0.2197941,-0.2050054,-0.2109209,-0.2138787,-0.1961322
2020-10-15.out.4,0.0,-0.2168364,-0.2079632,-0.2109209,-0.2257096,-0.2168364,-0.2197941,-0.2197941,-0.2079632,-0.2050054,-0.2109209,-0.2138787,-0.2109209,-0.2168364,-0.2197941,-0.2257096,-0.2345828
2020-10-15.out.5,0.0,-0.2227519,-0.2168364,-0.2257096,-0.2227519,-0.2227519,-0.2464138,-0.2286673,-0.2257096,-0.2286673,-0.2109209,-0.1931745,-0.187259,-0.1843013,-0.187259,-0.2079632,-0.2020477
2020-10-15.out.6,0.0,-0.2138787,-0.2020477,-0.2020477,-0.2020477,-0.19909,-0.2168364,-0.2168364,-0.2227519,-0.2138787,-0.2020477,-0.1961322,-0.2168364,-0.1902168,-0.2286673,-0.2227519,-0.2109209
2020-10-15.out.7,0.0,-0.2109209,-0.2109209,-0.2050054,-0.1902168,-0.187259,-0.1902168,-0.1843013,-0.2109209,-0.2168364,-0.2079632,-0.2050054,-0.1813435,-0.1754281,-0.1754281,-0.1754281,-0.187259
2020-10-15.out.8,0.0,-0.1843013,-0.1754281,-0.1724703,-0.187259,-0.2109209,-0.1931745,-0.1902168,-0.1695126,-0.1665549,-0.1783858,-0.1902168,-0.19909,-0.1961322,-0.187259,-0.19909,-0.2257096
2020-10-15.out.9,0.0,-0.2109209,-0.2759911,-0.2345828,-0.2345828,-0.2079632,-0.2050054,-0.187259,-0.1635971,-0.1665549,-0.1606394,-0.1754281,-0.1902168,-0.1902168,-0.1783858,-0.187259,-0.1754281
