,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47
2020-09-20.out.0,3.0,1.2015375,-1.2467283,0.0534547,1.201908,-1.246717,0.0531146,1.2018702,-1.2467064,0.0532582,1.2019533,-1.2466943,0.0532733,1.201976,-1.246689,0.053296,1.2015375,-1.2466754,0.0539159,1.2019836,-1.2466451,0.0536891,1.2020592,-1.2466489,0.0535606,1.2020592,-1.2466572,0.0534925,1.2020894,-1.2466588,0.0534472,1.2021272,-1.2466414,0.053553,1.2016736,-1.2466315,0.0541653,1.2018021,-1.2466142,0.0541729,1.2017492,-1.2466021,0.0543392,1.2018324,-1.2465847,0.0544073,1.202165,-1.2465779,0.0540898
2020-09-20.out.1,3.0,1.2016661,-1.2465756,0.0546794,1.2014015,-1.2465189,0.0555034,1.2021348,-1.246534,0.0545206,1.2024296,-1.2465325,0.054188,1.2026186,-1.246562,0.0537042,1.2024749,-1.2465892,0.0536286,1.2028151,-1.2466451,0.052729,1.2034426,-1.2466882,0.0516102,1.2030797,-1.2467351,0.0516027,1.2032611,-1.2467525,0.0512398,1.2028831,-1.2468047,0.051202,1.2029209,-1.2468485,0.0507636,1.2029663,-1.2468659,0.0505519,1.2028378,-1.2468795,0.0505746,1.2030192,-1.2468923,0.0502495,1.2027924,-1.2468976,0.0504612
2020-09-20.out.2,3.0,1.2028756,-1.2469196,0.0501739,1.2027546,-1.2469249,0.0502646,1.2031326,-1.2469354,0.0497279,1.2028907,-1.2469687,0.0497052,1.2026715,-1.2469914,0.0497506,1.2024976,-1.2470035,0.0498413,1.2027093,-1.247002,0.0496145,1.2025354,-1.2470193,0.0496523,1.2028756,-1.2470405,0.0490627,1.2027849,-1.2470677,0.0489266,1.2026034,-1.2470874,0.0489568,1.2026412,-1.2470927,0.0488661,1.2028075,-1.2471048,0.0485713,1.202679,-1.2471184,0.048594,1.2027244,-1.2471154,0.0485637,1.2027773,-1.2471184,0.0484806
2020-09-20.out.3,3.0,1.2027546,-1.2471373,0.0483369,1.202679,-1.2471532,0.0482765,1.2027622,-1.2471713,0.0480194,1.2026488,-1.2471849,0.0480194,1.2027168,-1.2471819,0.0479741,1.2025203,-1.247197,0.0480648,1.2024674,-1.2472129,0.0479741,1.2026186,-1.2472386,0.0475734,1.2025959,-1.2472408,0.0475734,1.2024523,-1.2472401,0.0477473,1.2028151,-1.2472522,0.0472257,1.202989,-1.2473051,0.0465453,1.203435,-1.2473799,0.0453509,1.2037676,-1.2474638,0.0442019,1.2034803,-1.2475349,0.0438919,1.2032309,-1.2475818,0.0437559
2020-09-20.out.4,3.0,1.203314,-1.2476226,0.0432872,1.2032082,-1.2476627,0.0430453,1.2028302,-1.2476937,0.043204,1.2025883,-1.2477148,0.0432872,1.202732,-1.2477133,0.043136,1.2025959,-1.2477292,0.0431435,1.202732,-1.2477307,0.0429772,1.2030192,-1.2477677,0.042312,1.2028605,-1.2478078,0.042123,1.2027017,-1.247832,0.0420928,1.2027093,-1.247829,0.0421079,1.202732,-1.2478373,0.0420096,1.2023313,-1.2478486,0.0423725,1.2022406,-1.2478479,0.0424783,1.2026261,-1.2478653,0.0418811,1.2025808,-1.2478842,0.0417601
2020-09-20.out.5,3.0,1.2025959,-1.2478963,0.0416316,1.202543,-1.2479091,0.0415711,1.20249,-1.2479159,0.0415711,1.2025354,-1.2479189,0.0414956,1.202422,-1.2479235,0.0415787,1.2025581,-1.2479212,0.0414502,1.2024371,-1.247925,0.0415485,1.2024523,-1.2479401,0.0413973,1.2028075,-1.2479718,0.0407018,1.2026866,-1.2480028,0.0405582,1.2025808,-1.2480036,0.0406716,1.2027017,-1.2480104,0.040475,1.2024976,-1.2480437,0.0403994,1.202543,-1.2480686,0.0401273,1.2027017,-1.2480815,0.0398325,1.2027471,-1.2480973,0.0396359
2020-09-20.out.6,3.0,1.2028,-1.2481223,0.0393486,1.2029134,-1.2481608,0.0388648,1.202868,-1.2482062,0.0385095,1.2026942,-1.2482342,0.0384491,1.2025505,-1.2482417,0.0385398,1.2025581,-1.24825,0.0384642,1.2028529,-1.2482478,0.0381467,1.202611,-1.2482584,0.0383357,1.202732,-1.2482659,0.0381164,1.2025883,-1.2482833,0.038124,1.2025203,-1.248278,0.0382525,1.2025278,-1.2482712,0.0383054,1.2028831,-1.2482954,0.037678,1.2025808,-1.2483203,0.0377989,1.2028378,-1.248346,0.0372698,1.2029965,-1.2483869,0.0367179
2020-09-20.out.7,3.0,1.2029587,-1.2484088,0.0365667,1.2031477,-1.2484322,0.0361283,1.2026639,-1.2484738,0.0363097,1.2024749,-1.2484867,0.036408,1.2026866,-1.2484897,0.0361434,1.2027471,-1.2484965,0.0360149,1.2028831,-1.2485146,0.0356823,1.2030192,-1.2485524,0.0351909,1.2026866,-1.2485622,0.0354857,1.2029285,-1.2485668,0.0351607,1.2028605,-1.2485781,0.0351304,1.2031099,-1.248597,0.0346768,1.2029285,-1.2486333,0.0345559,1.2034501,-1.2486416,0.0338907,1.2033443,-1.2486855,0.0336185,1.2032309,-1.2487036,0.0335732
2020-09-20.out.8,3.0,1.2030948,-1.2487346,0.0334522,1.2036467,-1.2487679,0.0325148,1.2036013,-1.2488472,0.0318496,1.2033065,-1.2489017,0.0316908,1.2032158,-1.2489425,0.0314111,1.2030948,-1.2489682,0.031328,1.203178,-1.2489909,0.0310256,1.2032611,-1.2489969,0.0308744,1.2032309,-1.2489969,0.0309122,1.2034879,-1.2490461,0.0301638,1.2033518,-1.2491126,0.0297178,1.2028756,-1.2491368,0.0300504,1.2027093,-1.2491458,0.0301562,1.2026639,-1.2491602,0.0300731,1.2026337,-1.2491579,0.0301336,1.2027017,-1.2491844,0.0298161
2020-09-20.out.9,3.0,1.2028075,-1.2492146,0.029423,1.202868,-1.2492252,0.0292567,1.202868,-1.2492388,0.0291281,1.2026488,-1.249257,0.0292113,1.2025203,-1.2492479,0.0294456,1.202732,-1.2492441,0.0292415,1.2028302,-1.2492456,0.0291206,1.2030343,-1.2492796,0.0285687,1.2028605,-1.2493001,0.0285839,1.2027093,-1.2493159,0.0286141,1.2026715,-1.2493152,0.028667,1.2026412,-1.2493243,0.0286141,1.2026261,-1.2493235,0.0286368,1.2028529,-1.2493212,0.0284024,1.2031855,-1.2493371,0.0278808,1.2030873,-1.2493651,0.0277296
