,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-09-27.out.0,0.0,1.4424718,1.5227365,1.6832658,1.6832658,1.8437951,1.6030011,1.6230673,1.703332,1.5428026,1.5026703,1.5428026,1.4625379,1.6030011,1.7434643,1.5428026,1.3822733
2020-09-27.out.1,0.0,1.4224056,1.3020086,1.1615454,1.4023394,1.3822733,1.582935,1.3622071,1.5227365,1.4625379,1.4826041,1.4424718,1.703332,1.5628688,1.6631996,1.582935,1.5227365
2020-09-27.out.2,0.0,1.4625379,1.4424718,1.6832658,1.7233981,1.5428026,1.5227365,1.5428026,1.5428026,1.3421409,1.5227365,1.3822733,1.3822733,1.4424718,1.3220748,1.3622071,1.4424718
2020-09-27.out.3,0.0,2.0043245,1.582935,1.4826041,1.4023394,1.4826041,1.4424718,1.1214131,1.582935,1.3822733,1.4023394,1.5026703,1.4625379,1.3822733,1.3421409,1.4424718,1.8839275
2020-09-27.out.4,0.0,1.4625379,1.4224056,1.5428026,1.4625379,1.5026703,1.4023394,1.4224056,1.3020086,1.1816116,1.3220748,1.3020086,1.582935,1.4224056,1.4424718,1.5628688,1.6230673
2020-09-27.out.5,0.0,1.4826041,1.4224056,1.3421409,1.5227365,1.4826041,1.3822733,1.4224056,1.4424718,1.3421409,1.0612146,1.2819424,1.5026703,1.5227365,1.5227365,1.5227365,1.6631996
2020-09-27.out.6,0.0,1.5428026,1.3822733,1.5428026,1.6431335,1.703332,1.6230673,1.5428026,1.4424718,1.5227365,1.582935,1.703332,1.6431335,1.5628688,1.6431335,1.4023394,1.7434643
2020-09-27.out.7,0.0,-0.323351,2.5059787,2.2049861,2.0043245,1.8638613,2.1648538,2.1648538,2.3253832,2.1447876,2.1447876,2.2250523,2.1648538,2.4056478,2.3655155,2.4658463,2.4658463
2020-09-27.out.8,0.0,2.0043245,1.6431335,1.9039936,1.6832658,1.9240598,2.1247215,1.8638613,1.9842583,1.823729,1.582935,1.6431335,1.4224056,1.9842583,1.9641921,1.6631996,1.8638613
2020-09-27.out.9,0.0,1.5428026,1.823729,1.4826041,2.0043245,1.823729,0.7802883,1.1414793,-1.2263285,-0.6243435,-0.5440788,-0.2430863,0.1582371,0.2585679,0.1983694,-0.202954,-0.4036156
