,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-10-17.out.0,3.0,-1.0316732,-1.0346404,-1.0355312,-1.0369357,-1.0415802,-1.043143,-1.040952,-1.0376901,-1.0382256,-1.0402801,-1.0399029,-1.037712,-1.0399029,-1.0393893,-1.0421157,-1.0393893
2020-10-17.out.1,3.0,-1.0381213,-1.0458694,-1.0454704,-1.0442848,-1.0432576,-1.0461204,-1.0461204,-1.045366,-1.0456068,-1.0399132,-1.0376397,-1.0364542,-1.0434479,-1.0473162,-1.0468026,-1.04024
2020-10-17.out.2,3.0,-1.0353007,-1.035459,-1.0350599,-1.0310552,-1.0226568,-1.0085759,-1.0077675,-1.0132207,-1.0211881,-1.0234009,-1.025287,-1.0268716,-1.0328988,-1.0391062,-1.0409097,-1.0386969
2020-10-17.out.3,3.0,-1.0386969,-1.0390741,-1.0369977,-1.0339159,-1.0335605,-1.032375,-1.0270803,-1.0264083,-1.0264302,-1.0295339,-1.0302883,-1.029261,-1.0298571,-1.029879,-1.0297644,-1.0297644
2020-10-17.out.4,3.0,-1.0236613,-1.0214484,-1.01758,-1.0120123,-1.0129032,-1.0169197,-1.0181877,-1.0136473,-1.012369,-1.0119378,-1.0168452,-1.019676,-1.022485,-1.0219933,-1.0176936,-1.0192346
2020-10-17.out.5,3.0,-1.0136669,-1.0056673,-1.0037169,-1.0090337,-1.0079524,-1.0138871,-1.0142643,-1.0152595,-1.0180685,-1.0206805,-1.0219486,-1.0228394,-1.0232385,-1.020239,-1.0170207,-0.9813603
2020-10-17.out.6,3.0,-0.978519,-0.9934812,-0.9949077,-0.9996569,-1.004406,-1.0054231,-1.0034727,-0.9984185,-1.0043315,-1.0059986,-0.9805404,-0.9737042,-0.9559502,-0.9623773,-0.9696346,-0.9760294
2020-10-17.out.7,3.0,-0.9795003,-0.981031,-0.9843436,-0.9891148,-0.9831373,-0.9863456,-0.9758814,-0.9772538,-0.968194,-0.9534397,-0.9394613,-0.9386643,-0.9494639,-0.9477541,-0.9466841,-0.9221142
2020-10-17.out.8,3.0,-0.9131579,-0.9207609,-0.8793788,-0.894279,-0.8903453,-0.8962167,-0.898869,-0.8968757,-0.8979867,-0.8788047,-0.8092049,-0.825397,-0.8431738,-0.8463078,-0.7883371,-0.8021908
2020-10-17.out.9,3.0,-0.8031008,-0.7980635,-0.7897848,-0.8059888,-0.8190335,-0.8312087,-0.851637,-0.8635928,-0.8703231,-0.8723251,-0.8349239,-0.8225557,-0.8445798,-0.7939703,-0.7882104,-0.7837513
