,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
2020-09-21.out.0,10.0,1.1956148,1.2180598,1.2350747,1.2075251,1.1926795,1.2048825,1.1961395,1.195738,1.2049573,1.2023922,1.1945367,1.1938385,1.2550346,1.2345236,1.251458,1.2375215
2020-09-21.out.1,10.0,1.2289092,1.2228858,1.2172287,1.2063198,1.2062674,1.2082387,1.2169623,1.2258907,1.2298367,1.2215146,1.2102293,1.2100166,1.2131606,1.2292213,1.2433049,1.2410427
2020-09-21.out.2,10.0,1.2276361,1.2355361,1.2288476,1.2206892,1.216162,1.2145808,1.2081833,1.2122212,1.2455425,1.2448421,1.2400918,1.2295743,1.2191035,1.2133636,1.2525744,1.2387047
2020-09-21.out.3,10.0,1.2485874,1.242479,1.2234448,1.2334833,1.2354745,1.249217,1.2391775,1.2312375,1.2371217,1.2224729,1.2421938,1.2416079,1.2299587,1.2282207,1.2256477,1.2123797
2020-09-21.out.4,10.0,1.2306273,1.2328569,1.2221894,1.2625073,1.245587,1.2262221,1.240543,1.2514747,1.242277,1.2494343,1.2508563,1.2588703,1.2418782,1.2228726,1.2221876,1.2771191
2020-09-21.out.5,10.0,1.2868077,1.2647665,1.2594646,1.2491998,1.2481508,1.2771857,1.2825993,1.2693553,1.264836,1.256259,1.2746298,1.3048493,1.3355103,1.3079009,1.2960047,1.3635424
2020-09-21.out.6,10.0,1.339471,1.3023165,1.2911277,1.2926552,1.284109,1.3239501,1.3206177,1.3222399,1.3145208,1.3060794,1.3188934,1.3554911,1.3286437,1.3444186,1.3229729,1.3142492
2020-09-21.out.7,10.0,1.3102205,1.3639414,1.3599104,1.3301449,1.3361118,1.3471844,1.3436069,1.3435818,1.3345421,1.3289329,1.3289135,1.3302693,1.3356487,1.343823,1.3461086,1.3646533
2020-09-21.out.8,10.0,1.3677043,1.3544888,1.340554,1.3229465,1.317639,1.3298591,1.3662732,1.3451634,1.3454874,1.3546936,1.3321971,1.322991,1.3156026,1.322704,1.3191277,1.3510191
2020-09-21.out.9,10.0,1.3432081,1.3556119,1.3632517,1.3678748,1.3542622,1.3506072,1.4107331,1.4233206,1.4065971,1.3781577,1.34963,1.3376197,1.3415345,1.4122771,1.4092551,1.4225401
2020-09-21.out.10,10.0,1.3853742,1.3415593,1.3381507,1.3311069,1.330285,1.3106525,1.3157902,1.3343731,1.299704,1.261334,1.2609919,1.2785271,1.3577506,1.4011901,1.4123628,1.3216111
2020-09-21.out.11,10.0,1.3322284,1.32633,1.3365869,1.293935,1.2714632,1.2428271,1.2371831,1.281491,1.3519936,1.2922172,1.2760197,1.3315762,1.325887,1.2937658,1.2520243,1.234986
2020-09-21.out.12,10.0,1.2338207,1.2328117,1.2540047,1.2474743,1.3021086,1.3067955,1.2621437,1.2424954,1.2348292,1.236723,1.244615,1.2919961,1.2826267,1.2672568,1.25299,1.2434736
2020-09-21.out.13,10.0,1.2564695,1.2473716,1.2821886,1.3686545,1.3224357,1.3138706,1.3789454,1.3594424,1.3351839,1.2999574,1.2691572,1.3024964,1.3358577,1.4022426,1.3670454,1.3629836
2020-09-21.out.14,10.0,1.3443328,1.3352504,1.3098895,1.3168735,1.3402718,1.3707788,1.4057856,1.413418,1.3896877,1.3954475,1.3829609,1.3711236,1.3543939,1.3473307,1.4047525,1.4124368
2020-09-21.out.15,10.0,1.3961161,1.371018,1.3709313,1.3829833,1.3628266,1.3595902,1.3588664,1.3631889,1.3534448,1.3776998,1.3756309,1.3755231,1.3633064,1.4024652,1.3831669,1.3938891
2020-09-21.out.16,10.0,1.4289007,1.4124167,1.415717,1.4053654,1.395039,1.3893818,1.4101756,1.4053575,1.4016082,1.4011245,1.4189859,1.4152037,1.4190881,1.4545821,1.4586004,1.4498117
2020-09-21.out.17,10.0,1.4619126,1.4552857,1.4451697,1.4125933,1.4164966,1.4282234,1.4144312,1.4155652,1.415795,1.4496914,1.4371917,1.4294103,1.43288,1.4378544,1.4439394,1.4796901
2020-09-21.out.18,10.0,1.4736182,1.5956666,1.5809968,1.5676814,1.5756065,1.5557579,1.5173109,1.5012081,1.4835834,1.4595053,1.4579328,1.514114,1.6209152,1.5838618,1.5500019,1.537083
