,AutoEncoder (AE),DenoisingAutoEncoder (DAE),DeepAnT,Random Black Forest (RR),PCC,HBOS,Torsk,Hybrid KNN,COPOD,RobustPCA
OBSEA/2020-10-04.out,0.2168651049946321,0.2809367018572383,0.2809367018572383,0.1631112639834127,0.2745666690778362,0.5036700501560887,0.0,0.2809367018572383,0.3518902978591957,0.1064731966810005
OBSEA/2022-08-19.out,0.1601518650282589,0.160288411542918,0.1625052600948389,0.0,0.1601689206185982,0.0,0.0,0.0,0.1092453269026027,0.0
OBSEA/2021-12-25.out,0.999995000025,0.999995000025,0.999995000025,0.9421179309197796,0.999995000025,0.999995000025,0.0,0.0,0.999995000025,0.999995000025
OBSEA/2020-06-21.out,0.5111111356193246,0.5111111356193246,0.5131005880983006,0.4918018448094466,0.481108564509044,0.5111111356193246,0.4598761217224117,0.0,0.5081088311688257,0.5111111356193246
OBSEA/2022-08-08.out,0.0,0.0,0.0,0.0,0.1410720732337201,0.1240061094120542,0.0,0.1387320135237,0.0,0.0
OBSEA/2020-07-17.out,0.3439840987131014,0.3434322003410046,0.3435554368107993,0.3524480380439789,0.3438270640876036,0.3637558234373563,0.2465427329470489,0.0,0.3435554368107993,0.3404826500773369
OBSEA/2021-01-13.out,0.7010868125333645,0.4984139596098768,0.5478172302801106,0.6426289630397077,0.4549900019672529,0.6210155888798277,0.6191306483682902,0.5629257823682272,0.6180758967667075,0.6210155888798277
OBSEA/2021-01-25.out,0.0112900101751741,0.2782046129296025,0.3892855837222256,0.3004708640181025,0.2691233118039816,0.2260031502269519,0.1452034151260129,0.0,0.3768895670474415,0.3936010033348807
OBSEA/2020-09-30.out,0.1371255541326502,0.0,0.1861925142893254,0.0,0.0,0.106389809870849,0.0,0.0,0.0,0.1806679711820688
OBSEA/2020-12-26.out,0.6780860934334093,0.6781898560030787,0.6825241864984865,0.0,0.6780860934334093,0.6780860934334093,0.2425382556727789,0.6780860934334093,0.6780860934334093,0.6780860934334093
OBSEA/2022-03-14.out,0.0258279687397212,0.0337421572951915,0.0541339170968387,0.0361897420860083,0.035925426906832,0.0398507151920271,0.0,0.0208498337714925,0.0277369390217933,0.0201471607229506
OBSEA/2021-07-30.out,0.0,0.0,0.0,0.0,0.0,0.0259831430389887,0.0,0.0136932835558639,0.0198084204735572,0.0083255415129931
OBSEA/2022-06-04.out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1755449217565305,0.0,0.0
OBSEA/2022-09-20.out,0.1036327861715071,0.1036669283326825,0.1058998272309384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OBSEA/2022-05-16.out,0.2173103460160043,0.0559467159129609,0.0,0.0,0.6209651638778809,0.5100593681051333,0.0,0.0,0.3795557916936435,0.6864519559289979
OBSEA/2021-10-11.out,0.0455456443190742,0.0766428986877306,0.1038067629864674,0.004151707827044,0.0,0.0,0.0,0.0,0.0,0.0
OBSEA/2020-01-09.out,0.6730865283590852,0.6468024162840721,0.5807244750895719,0.571534888308379,0.6453438870924827,0.647235801242482,0.1792615481522699,0.0,0.61327296847578,0.5471626639604703
OBSEA/2020-05-08.out,0.230844755719532,0.2679732080319498,0.3016302936273631,0.3196875833441254,0.299938406939619,0.2998793870937579,0.0,0.0,0.2999088941130214,0.2224535559337386
OBSEA/2022-04-11.out,0.0206183526431078,0.0245563740952954,0.022964815091366,0.0,0.0,0.0277912371173509,0.0948402558203624,0.2908954392589967,0.0,0.0291589545214314
OBSEA/2021-01-17.out,0.1367179366282788,0.3202721294655822,0.4884315026304962,0.303089838551243,0.1758422791021692,0.3899697900217193,0.4532488557134655,0.0,0.4109106394070855,0.3835097808689561
OBSEA/2021-01-03.out,0.8631872760202063,0.8631872760202063,0.8631872760202063,0.543116203761019,0.8631872760202063,0.8631872760202063,0.0,0.8789553291743768,0.8631872760202063,0.8631872760202063
OBSEA/2021-02-04.out,0.3735776169693813,0.658631628951094,0.3340862638432018,0.2952712254642549,0.1599380920849415,0.3122640765634081,0.0772351325450147,0.0,0.333181059053907,0.3416128197559009
OBSEA/2020-10-17.out,0.726410468612582,0.726410468612582,0.7412521559463486,0.7542040563046998,0.726410468612582,0.726410468612582,0.7535632063898161,0.7336868235131285,0.726410468612582,0.6989622825553731
OBSEA/2020-07-11.out,0.4380332779467401,0.4380332779467401,0.3756339704994941,0.4414371456265278,0.3161209213388753,0.277500496842675,0.3619602671971436,0.0,0.2100950590492987,0.1901676427927063
OBSEA/2020-10-26.out,0.0112009901175384,0.045281652650498,0.045560446290233,0.0,0.0461687528635311,0.0,0.2818807383581277,0.04192593513872,0.0422129353257443,0.00493664920652
OBSEA/2020-09-02.out,0.0806748564195354,0.0808725669641396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0646897116056736
OBSEA/2020-05-06.out,0.0,0.0,0.0149967780159979,0.0,0.0,0.0,0.0,0.0174134728281918,0.0,0.014024461267621
OBSEA/2022-09-17.out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1437151000621056,0.0,0.0
OBSEA/2020-11-20.out,0.3532875279512463,0.3407167717208072,0.3689860102096952,0.3866648701927145,0.3681148545544023,0.1286518040161924,0.1241834492673458,0.3681148545544023,0.2421075574282188,0.3054339145594739
OBSEA/2022-07-05.out,0.0,0.0,0.1372871651103617,0.0,0.1825825304976049,0.0,0.0,0.0,0.0,0.0
OBSEA/2021-10-17.out,0.0446937801727659,0.0481670691967697,0.1761867607562611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OBSEA/2021-09-16.out,0.0,0.0,0.0685547769159179,0.0,0.1104156400514135,0.0,0.0,0.0864189262386686,0.0571157345568244,0.1701805933281849
OBSEA/2020-08-21.out,0.3425746488104144,0.3426404085254945,0.1880238401544132,0.2396295394816566,0.3420855475373082,0.3253027624260371,0.0324365862029796,0.2983448351518303,0.3424432050750197,0.3475781837090269
OBSEA/2020-08-20.out,0.0314787436662294,0.0,0.1209171400728505,0.0,0.0,0.2952282088535192,0.0,0.1778794399385555,0.0,0.1793409210417801
OBSEA/2022-07-01.out,0.1968461534734644,0.1968667011088752,0.0,0.0,0.2375452794695415,0.0,0.0,0.0,0.0,0.0
OBSEA/2020-01-12.out,0.999995000025,0.999995000025,0.999995000025,0.9421246296546296,0.999995000025,0.999995000025,0.8842542592842593,0.0,0.999995000025,0.999995000025
OBSEA/2020-11-19.out,0.3638160419422447,0.3832375143031213,0.2350103324091055,0.3596019689167274,0.2700608009893654,0.3422841928861986,0.0,0.0,0.3422841928861986,0.0
OBSEA/2022-06-05.out,0.3464698109934341,0.489463554920074,0.3263335606568689,0.0,0.3238875667245809,0.3863577976456029,0.5891977217390755,0.0,0.3386729779292824,0.3712987514798418
OBSEA/2022-09-19.out,0.0357682176985117,0.1112212793492931,0.0760140138193505,0.0,0.1065796380395369,0.1244404194757148,0.0,0.0,0.1039804363965138,0.0
OBSEA/2020-11-24.out,0.6006699030060226,0.5977193863967575,0.5997184538840935,0.5196868818745702,0.5969428730217418,0.5969428730217418,0.232067973054303,0.5969428730217418,0.5969428730217418,0.596561179269681
OBSEA/2022-01-09.out,0.0147057363768815,0.0147057363768815,0.4906205324432376,0.0156019904921957,0.2135369066099511,0.2562450367757501,0.0,0.0201034604804281,0.1525685467572302,0.0147057363768815
OBSEA/2021-10-31.out,0.0,0.0415810515938608,0.0354927394473833,0.0,0.0,0.0,0.0,0.0442821955740223,0.0,0.0
OBSEA/2021-12-26.out,0.999995000025,0.999995000025,0.999995000025,0.9421246296546296,0.999995000025,0.999995000025,0.0,0.0,0.999995000025,0.999995000025
OBSEA/2021-09-09.out,0.0,0.0,0.0988848539148635,0.0,0.0,0.1103587989013302,0.0,0.0,0.0,0.0
OBSEA/2020-06-11.out,0.4683833954429342,0.4699640249993779,0.4682173163747775,0.44314219887565,0.4682173163747775,0.4647821775855064,0.4665560637660621,0.4682173163747775,0.4682173163747775,0.4682588250992995
OBSEA/2020-10-11.out,0.2858005328280074,0.0,0.5402799924096177,0.0,0.2200493613160116,0.5053344355855556,0.0,0.0,0.2762983710769278,0.2589398113451183
OBSEA/2020-07-24.out,0.0,0.0089769954428093,0.0302906542518666,0.2075138337663652,0.0008055793674419,0.2624010518097742,0.0,0.0087576910965071,0.0,0.0110640914560944
OBSEA/2022-09-28.out,0.0420393327172047,0.0,0.0,0.0,0.0,0.0,0.0,0.0467212916696496,0.0,0.0
OBSEA/2021-01-22.out,0.6979081983823118,0.6979081983823118,0.7010248141886689,0.6050487792007213,0.639070202264908,0.6979081983823118,0.5958788465910583,0.6979081983823118,0.6979081983823118,0.6979081983823118
OBSEA/2022-01-30.out,0.0316463586882452,0.0265033062670696,0.0215229658945012,0.0,0.0,0.0,0.0,0.0354082124979282,0.0,0.0153616496731067
OBSEA/2020-10-05.out,0.3772103046209104,0.3573475165038668,0.3561031306948015,0.0099618072133106,0.3854664781880288,0.4998409626688976,0.3881825256176205,0.0,0.3454200096209243,0.3511421432556128
OBSEA/2020-09-18.out,0.470386771583866,0.470386771583866,0.4288652813014237,0.3877045967383223,0.4421869806369303,0.3034723327625305,0.1908607427564931,0.0,0.4852802853010191,0.0
OBSEA/2022-03-11.out,0.0,0.0,0.0613536888611753,0.0,0.410260995090161,0.410260995090161,0.0,0.0,0.2730100602928428,0.055367456251607
OBSEA/2020-12-14.out,0.6958445191723428,0.7052736918300613,0.7014502915790517,0.6108475476315328,0.702859271543098,0.6958445191723428,0.5539704972037355,0.6958445191723428,0.6963717049809822,0.6958445191723428
OBSEA/2020-01-21.out,0.999995000025,0.999995000025,0.999995000025,0.9421246296546296,0.999995000025,0.999995000025,0.8842542592842593,0.0,0.999995000025,0.999995000025
OBSEA/2021-01-19.out,0.356323315363536,0.6137506612916607,0.6719133571750916,0.50258005726205,0.4469702399041286,0.3459464514113016,0.434038376017807,0.0,0.5000379036556275,0.6138491848561592
OBSEA/2021-11-15.out,0.1940097021309695,0.2149100765114509,0.2091422251277495,0.1597345542581891,0.1599292579899481,0.231164937130377,0.0100114117442605,0.1232710898291921,0.0643255150641977,0.2174438420546787
