,PCC
OBSEA/2020-01-02.out,0.7417466730251852
OBSEA/2020-01-03.out,0.8927169196200523
OBSEA/2020-01-04.out,0.8856819267602318
OBSEA/2020-01-05.out,0.3786949953811878
OBSEA/2020-01-06.out,0.1018556247822828
OBSEA/2020-01-07.out,0.5014755004087184
OBSEA/2020-01-08.out,0.534843493649787
OBSEA/2020-01-09.out,0.916845353121332
OBSEA/2020-02-29.out,0.1908410340390689
OBSEA/2020-03-10.out,0.1585494865410645
OBSEA/2020-03-15.out,0.7748546723300971
OBSEA/2020-03-17.out,0.7767612815609042
OBSEA/2020-03-29.out,0.5124505275984982
OBSEA/2020-04-01.out,0.945197847827648
OBSEA/2020-04-10.out,0.2210174995659795
OBSEA/2020-04-11.out,0.1977107161031442
OBSEA/2020-04-15.out,0.2598022420127378
OBSEA/2020-04-23.out,0.5296685821956638
OBSEA/2020-04-24.out,0.3914618268810526
OBSEA/2020-05-01.out,0.4693674802700061
OBSEA/2020-05-04.out,0.7054098328926169
OBSEA/2020-05-05.out,0.858494966586794
OBSEA/2020-05-06.out,0.5544801545520037
OBSEA/2020-05-08.out,0.2426873601170849
OBSEA/2020-05-09.out,0.1539144025356808
OBSEA/2020-05-12.out,0.5857851621091497
OBSEA/2020-05-14.out,0.544060776874159
OBSEA/2020-05-15.out,0.4982359905784443
OBSEA/2020-05-16.out,0.3781061291649527
OBSEA/2020-05-23.out,0.329395061728395
OBSEA/2020-05-24.out,0.7292689872371729
OBSEA/2020-05-26.out,0.6868905728583838
OBSEA/2020-05-27.out,0.7558519116626709
OBSEA/2020-05-28.out,0.8883669268551164
OBSEA/2020-05-29.out,0.4611630458635067
OBSEA/2020-05-30.out,0.8283402388573252
OBSEA/2020-05-31.out,0.7458212667950612
OBSEA/2020-06-01.out,0.4580512483694953
OBSEA/2020-06-04.out,0.6253877823564014
OBSEA/2020-06-05.out,0.8396244779391747
OBSEA/2020-06-07.out,0.7997186377814922
OBSEA/2020-06-08.out,0.3329436873265099
OBSEA/2020-06-09.out,0.3882892063841076
OBSEA/2020-06-10.out,0.6851140061679611
OBSEA/2020-06-11.out,0.354829206357061
OBSEA/2020-06-13.out,0.1839112027347101
OBSEA/2020-06-14.out,0.3536121402526978
OBSEA/2020-06-15.out,0.4865297111146768
OBSEA/2020-06-16.out,0.5833645523740485
OBSEA/2020-06-17.out,0.4734631883237319
OBSEA/2020-06-18.out,0.432821360240715
OBSEA/2020-06-19.out,0.4489719897236079
