,PCC
OBSEA/2020-01-01.out,0.9802722222222222
OBSEA/2020-01-02.out,0.030035401636391977
OBSEA/2020-01-03.out,0.16170755615057292
OBSEA/2020-01-04.out,0.7402040038954023
OBSEA/2020-01-05.out,0.04134311628516492
OBSEA/2020-01-06.out,0.016662979804968094
OBSEA/2020-01-07.out,0.3049181813027393
OBSEA/2020-01-08.out,0.36320321883296486
OBSEA/2020-01-09.out,0.9187394452474256
OBSEA/2020-01-10.out,0.01494826388888889
OBSEA/2020-01-11.out,0.01326412037037037
OBSEA/2020-01-12.out,0.02469050925925926
OBSEA/2020-01-13.out,0.016474189814814813
OBSEA/2020-01-14.out,0.008652662037037039
OBSEA/2020-01-15.out,0.01403900462962963
OBSEA/2020-01-16.out,0.0031616898148148147
OBSEA/2020-01-17.out,0.0014995370370370369
OBSEA/2020-01-18.out,0.020241435185185182
OBSEA/2020-01-19.out,0.0021607638888888887
OBSEA/2020-01-20.out,0.9440889385344808
OBSEA/2020-01-21.out,0.0677337962962963
OBSEA/2020-01-22.out,0.0013724409448818897
OBSEA/2020-02-15.out,0.995305324074074
OBSEA/2020-02-16.out,0.9956377314814815
OBSEA/2020-02-17.out,0.9968774305555556
OBSEA/2020-02-18.out,0.9980877314814814
OBSEA/2020-02-19.out,0.9917753472222222
OBSEA/2020-02-20.out,0.9941331018518519
OBSEA/2020-02-21.out,0.998876736111111
OBSEA/2020-02-22.out,0.9953637731481481
OBSEA/2020-02-23.out,0.9986506944444444
OBSEA/2020-02-24.out,0.9967547453703703
OBSEA/2020-02-25.out,0.998627199074074
OBSEA/2020-02-26.out,0.9921717592592593
OBSEA/2020-02-27.out,0.9942687499999999
OBSEA/2020-02-28.out,0.9955827546296295
OBSEA/2020-02-29.out,0.017174642824199067
OBSEA/2020-03-01.out,0.9977069444444444
OBSEA/2020-03-02.out,0.9968782407407407
OBSEA/2020-03-03.out,0.9872747685185185
OBSEA/2020-03-04.out,0.9736421296296296
OBSEA/2020-03-05.out,0.9780074074074074
OBSEA/2020-03-06.out,0.9914940972222221
OBSEA/2020-03-07.out,0.9891469907407408
OBSEA/2020-03-08.out,0.993225925925926
OBSEA/2020-03-09.out,0.9970306712962963
OBSEA/2020-03-10.out,0.016981671686760506
OBSEA/2020-03-11.out,0.999
OBSEA/2020-03-12.out,0.9957258101851852
OBSEA/2020-03-13.out,0.9920847222222222
OBSEA/2020-03-14.out,0.9972458333333334
OBSEA/2020-03-15.out,0.11080602220046747
OBSEA/2020-03-16.out,0.9941583333333333
OBSEA/2020-03-17.out,0.04426865166420793
OBSEA/2020-03-18.out,0.9984925925925926
OBSEA/2020-03-19.out,0.9954952546296297
OBSEA/2020-03-20.out,0.97654375
OBSEA/2020-03-21.out,0.9936418981481482
OBSEA/2020-03-22.out,0.9723767361111111
OBSEA/2020-03-23.out,0.992700462962963
OBSEA/2020-03-24.out,0.9981059027777778
OBSEA/2020-03-25.out,0.9948673611111111
OBSEA/2020-03-26.out,0.9976033564814815
OBSEA/2020-03-27.out,0.9909545138888889
OBSEA/2020-03-28.out,0.9939913194444444
OBSEA/2020-03-29.out,0.021305509287909523
OBSEA/2020-03-30.out,0.9859349537037038
OBSEA/2020-03-31.out,0.9832497685185185
OBSEA/2020-04-01.out,0.043590174940865804
OBSEA/2020-04-02.out,0.9979832175925926
OBSEA/2020-04-03.out,0.9984030092592593
