,Hybrid KNN
OBSEA/2020-01-01.out,0.7449820601851852
OBSEA/2020-01-02.out,0.5053216374269006
OBSEA/2020-01-03.out,0.01788655658006528
OBSEA/2020-01-04.out,0.2308376720916852
OBSEA/2020-01-05.out,0.5160856340664483
OBSEA/2020-01-06.out,0.011135033647155054
OBSEA/2020-01-07.out,0.057139469212237774
OBSEA/2020-01-08.out,0.2617129761242545
OBSEA/2020-01-09.out,0.3797655792589514
OBSEA/2020-01-10.out,0.25522766203703706
OBSEA/2020-01-11.out,0.2555459490740741
OBSEA/2020-01-12.out,0.2546261574074074
OBSEA/2020-01-13.out,0.2554518518518518
OBSEA/2020-01-14.out,0.2554384259259259
OBSEA/2020-01-15.out,0.2549704861111111
OBSEA/2020-01-16.out,0.2552394675925926
OBSEA/2020-01-17.out,0.2549706018518519
OBSEA/2020-01-18.out,0.2554416666666667
OBSEA/2020-01-19.out,0.2557962962962963
OBSEA/2020-01-20.out,0.9792166426592751
OBSEA/2020-01-21.out,0.25520868055555557
OBSEA/2020-01-22.out,0.618
OBSEA/2020-02-15.out,0.7449636574074074
OBSEA/2020-02-16.out,0.7448581018518519
OBSEA/2020-02-17.out,0.7452868055555555
OBSEA/2020-02-18.out,0.7449697916666667
OBSEA/2020-02-19.out,0.7442579861111112
OBSEA/2020-02-20.out,0.7453515046296296
OBSEA/2020-02-21.out,0.744812962962963
OBSEA/2020-02-22.out,0.7449043981481481
OBSEA/2020-02-23.out,0.7451197916666666
OBSEA/2020-02-24.out,0.7452646990740741
OBSEA/2020-02-25.out,0.7445429398148149
OBSEA/2020-02-26.out,0.7448724537037037
OBSEA/2020-02-27.out,0.7446296296296295
OBSEA/2020-02-28.out,0.74494375
OBSEA/2020-02-29.out,0.009830008537611323
OBSEA/2020-03-01.out,0.7447670138888889
OBSEA/2020-03-02.out,0.7444780092592592
OBSEA/2020-03-03.out,0.7446770833333334
OBSEA/2020-03-04.out,0.7444262731481482
OBSEA/2020-03-05.out,0.7449506944444445
OBSEA/2020-03-06.out,0.7448642361111112
OBSEA/2020-03-07.out,0.7452208333333333
OBSEA/2020-03-08.out,0.745169212962963
OBSEA/2020-03-09.out,0.7449372685185185
OBSEA/2020-03-10.out,0.006767451769310077
OBSEA/2020-03-11.out,0.7446921296296296
OBSEA/2020-03-12.out,0.7450962962962963
OBSEA/2020-03-13.out,0.7449959490740742
OBSEA/2020-03-14.out,0.7449023148148148
OBSEA/2020-03-15.out,0.044376488280402714
OBSEA/2020-03-16.out,0.7446658564814815
OBSEA/2020-03-17.out,0.006479419297539878
OBSEA/2020-03-18.out,0.744825462962963
OBSEA/2020-03-19.out,0.7449912037037038
OBSEA/2020-03-20.out,0.7444793981481482
OBSEA/2020-03-21.out,0.744372337962963
OBSEA/2020-03-22.out,0.7443265046296297
OBSEA/2020-03-23.out,0.7448372685185185
OBSEA/2020-03-24.out,0.7443673611111111
OBSEA/2020-03-25.out,0.7452015046296296
OBSEA/2020-03-26.out,0.7446035879629629
OBSEA/2020-03-27.out,0.7450572916666668
OBSEA/2020-03-28.out,0.7444366898148148
OBSEA/2020-03-29.out,0.005321637426900585
OBSEA/2020-03-30.out,0.7447809027777778
OBSEA/2020-03-31.out,0.744174074074074
OBSEA/2020-04-01.out,0.003366054096488902
OBSEA/2020-04-02.out,0.7447870370370371
OBSEA/2020-04-03.out,0.7448195601851852
OBSEA/2020-04-04.out,0.7448608796296297
OBSEA/2020-04-05.out,0.7441247685185185
OBSEA/2020-04-06.out,0.7448456018518518
OBSEA/2020-04-07.out,0.7448366898148148
OBSEA/2020-04-08.out,0.7443173611111111
OBSEA/2020-04-09.out,0.7445315972222222
OBSEA/2020-04-10.out,0.05368207677223011
OBSEA/2020-04-11.out,0.0200774171931863
OBSEA/2020-04-12.out,0.7447925925925927
