,AutoEncoder (AE)
OBSEA/2020-01-02.out,0.4636118598382749
OBSEA/2020-01-03.out,0.20029561665286072
OBSEA/2020-01-04.out,0.0
OBSEA/2020-01-05.out,0.5766320027644561
OBSEA/2020-01-06.out,0.0
OBSEA/2020-01-07.out,0.585320958574138
OBSEA/2020-01-08.out,0.0
OBSEA/2020-01-09.out,0.9742443669350459
OBSEA/2020-01-10.out,0.16037735849056603
OBSEA/2020-01-11.out,0.0
OBSEA/2020-01-12.out,1.0
OBSEA/2020-01-13.out,1.0
OBSEA/2020-01-14.out,0.1778975741239892
OBSEA/2020-01-15.out,0.0
OBSEA/2020-01-16.out,1.0
OBSEA/2020-01-17.out,0.0013477088948787063
OBSEA/2020-01-18.out,0.610512129380054
OBSEA/2020-01-19.out,0.7857142857142857
OBSEA/2020-01-20.out,1.0
OBSEA/2020-01-21.out,0.0
OBSEA/2020-01-22.out,0.03638814016172507
OBSEA/2020-02-15.out,0.0
OBSEA/2020-02-16.out,0.866576819407008
OBSEA/2020-02-17.out,0.0
OBSEA/2020-02-18.out,1.0
OBSEA/2020-02-19.out,1.0
OBSEA/2020-02-20.out,0.0
OBSEA/2020-02-22.out,0.0
OBSEA/2020-02-24.out,0.005390835579514808
OBSEA/2020-02-25.out,0.0
OBSEA/2020-02-26.out,0.0
OBSEA/2020-02-27.out,0.0
OBSEA/2020-02-29.out,0.0
OBSEA/2020-03-01.out,0.0
OBSEA/2020-03-02.out,1.0
OBSEA/2020-03-05.out,0.0
OBSEA/2020-03-07.out,1.0
OBSEA/2020-03-08.out,0.0
OBSEA/2020-03-10.out,0.4582210242587601
OBSEA/2020-03-11.out,0.0
OBSEA/2020-03-15.out,0.0
OBSEA/2020-03-16.out,0.0
OBSEA/2020-03-18.out,0.0
OBSEA/2020-03-19.out,0.9609164420485176
OBSEA/2020-03-20.out,0.0
OBSEA/2020-03-21.out,0.07547169811320753
OBSEA/2020-03-22.out,0.0
OBSEA/2020-03-23.out,0.35983827493261455
OBSEA/2020-03-24.out,0.6967654986522911
OBSEA/2020-03-25.out,0.6603773584905661
OBSEA/2020-03-26.out,1.0
OBSEA/2020-03-27.out,0.0
OBSEA/2020-03-28.out,0.0
OBSEA/2020-03-29.out,1.0
OBSEA/2020-03-30.out,0.9905660377358491
OBSEA/2020-03-31.out,0.0
OBSEA/2020-04-01.out,0.0
OBSEA/2020-04-02.out,1.0
OBSEA/2020-04-03.out,1.0
OBSEA/2020-04-04.out,0.0
OBSEA/2020-04-05.out,0.9932614555256065
OBSEA/2020-04-06.out,0.30727762803234504
