,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95,val_96,val_97,val_98,val_99,val_100,val_101,val_102,val_103,val_104,val_105,val_106,val_107,val_108,val_109,val_110,val_111,val_112,val_113,val_114,val_115,val_116,val_117,val_118,val_119,val_120,val_121,val_122,val_123,val_124,val_125,val_126,val_127,val_128,val_129,val_130,val_131,val_132,val_133,val_134,val_135,val_136,val_137,val_138,val_139,val_140,val_141,val_142,val_143,val_144,val_145,val_146,val_147,val_148,val_149,val_150,val_151,val_152,val_153,val_154,val_155,val_156,val_157,val_158,val_159,val_160,val_161,val_162,val_163,val_164,val_165,val_166,val_167,val_168,val_169,val_170,val_171,val_172,val_173,val_174,val_175,val_176,val_177,val_178,val_179,val_180,val_181,val_182,val_183,val_184,val_185,val_186,val_187,val_188,val_189,val_190,val_191,val_192,val_193,val_194,val_195,val_196,val_197,val_198,val_199,val_200,val_201,val_202,val_203,val_204,val_205,val_206,val_207,val_208,val_209,val_210,val_211,val_212,val_213,val_214,val_215,val_216,val_217,val_218,val_219,val_220,val_221,val_222,val_223,val_224,val_225,val_226,val_227,val_228,val_229,val_230,val_231,val_232,val_233,val_234,val_235,val_236,val_237,val_238,val_239,val_240,val_241,val_242,val_243,val_244,val_245,val_246,val_247,val_248,val_249,val_250,val_251,val_252,val_253,val_254,val_255
2020-11-16.out.0,5.0,1.4015513,1.4010907,1.3904821,1.3873175,1.3825075,1.3798076,1.3751927,1.369199,1.3442227,1.3346068,1.321689,1.3307819,1.3139799,1.295986,1.2764131,1.2540116,1.2500529,1.252952,1.2510446,1.2124887,1.1978544,1.1610179,1.1334694,1.1071133,1.0865476,1.1128399,1.0799538,1.067371,1.0280924,1.0288808,1.0408054,1.0095638,1.0096291,1.0009922,1.0553594,1.136004,1.1615686,1.0942175,1.110562,1.1910203,1.2285109,1.1837631,1.1728308,1.1717099,1.1574086,1.1754025,1.2060452,1.2117774,1.2528959,1.2733946,1.2719495,1.2694411,1.3191327,1.3497758,1.3990068,1.4701123,1.4975944,1.48422,1.4923953,1.381947,1.3996723,1.4082423,1.4081142,1.4307822,1.4386961,1.4433743,1.4356699,1.4254566,1.4332376,1.4385762,1.4518857,1.4575521,1.4522187,1.4501796,1.4559788,1.4513021,1.384547,1.3399279,1.3409875,1.3309029,1.3084355,1.2868864,1.2565062,1.2501841,1.2397747,1.2240236,1.2112345,1.2091949,1.2167752,1.2479408,1.2598705,1.2794388,1.30903,1.311929,1.2806261,1.2118932,1.1697156,1.1838177,1.2157145,1.2335093,1.2449692,1.2265882,1.2268496,1.2234889,1.2030601,1.1992342,1.1624599,1.1373493,1.1055847,1.0800171,1.0761289,1.0792225,1.0747352,1.0902197,1.0847484,1.087053,1.1211881,1.1080072,1.0892892,1.0893509,1.1014088,1.0757084,1.0971866,1.1139217,1.1251237,1.2340599,1.3030502,1.3450281,1.2855205,1.3704655,1.3928757,1.4053335,1.3668495,1.3670497,1.3616412,1.4201031,1.4480366,1.4025708,1.3971726,1.379384,1.339123,1.3747099,1.3729997,1.4317184,1.4855643,1.5366965,1.5566034,1.5811247,1.5811931,1.5819214,1.5604391,1.5383665,1.5021882,1.4643692,1.4699738,1.4676656,1.4716207,1.4703042,1.4733371,1.4751822,1.4831624,1.5089956,1.56653,1.5957857,1.6139757,1.6003353,1.6128594,1.7097347,1.6674953,1.7029485,1.7345793,1.7843424,1.7780086,1.7875004,1.7899444,1.7931775,1.8066873,1.8203334,1.8231722,1.8259447,1.8201517,1.8214702,1.8152784,1.8182418,1.8243117,1.8412562,1.8391471,1.8448804,1.8581318,1.8546399,1.8692082,1.8662433,1.8486447,1.8462154,1.8414024,1.8414739,1.8375867,1.8377205,1.8350171,1.8369949,1.8346902,1.8366722,1.8192727,1.7904082,1.7852704,1.7853996,1.8012216,1.810381,1.8081422,1.8030708,1.8066929,1.8147303,1.8220451,1.8263986,1.8278484,1.8258675,1.8151302,1.814138,1.7948393,1.7981959,1.8252123,1.8377319,1.818425,1.8103836,1.7981965,1.7773071,1.7813281,1.7806637,1.8072935,1.8169804,1.7902219,1.7978651,1.8415589,1.8492061,1.8496632,1.8485458,1.8397138,1.8443946,1.7992515,1.8014908,1.8116434,1.818826,1.806045,1.7276886,1.6059708,1.6254773,1.504024,1.4183523,1.3523939,1.2942691,1.2294898,1.2017452,1.1724134,1.183672,1.2141793,1.2174041
2020-11-16.out.1,5.0,1.8486447,1.8462154,1.8414024,1.8414739,1.8375867,1.8377205,1.8350171,1.8369949,1.8346902,1.8366722,1.8192727,1.7904082,1.7852704,1.7853996,1.8012216,1.810381,1.8081422,1.8030708,1.8066929,1.8147303,1.8220451,1.8263986,1.8278484,1.8258675,1.8151302,1.814138,1.7948393,1.7981959,1.8252123,1.8377319,1.818425,1.8103836,1.7981965,1.7773071,1.7813281,1.7806637,1.8072935,1.8169804,1.7902219,1.7978651,1.8415589,1.8492061,1.8496632,1.8485458,1.8397138,1.8443946,1.7992515,1.8014908,1.8116434,1.818826,1.806045,1.7276886,1.6059708,1.6254773,1.504024,1.4183523,1.3523939,1.2942691,1.2294898,1.2017452,1.1724134,1.183672,1.2141793,1.2174041,1.2433583,1.2417062,1.2612055,1.2861756,1.2667916,1.3697203,1.3895526,1.4222992,1.425068,1.4305954,1.4402144,1.4368526,1.4545758,1.4542429,1.5376748,1.5668672,1.6071961,1.6652535,1.74256,1.7107301,1.7337924,1.7102036,1.6863493,1.6811451,1.682795,1.680424,1.6786469,1.6816134,1.6841152,1.6762754,1.642007,1.6020768,1.5732746,1.5489592,1.4954509,1.4947247,1.4956521,1.4444494,1.4634938,1.4379849,1.4273803,1.412356,1.4101131,1.3882351,1.3700451,1.3643036,1.3579136,1.2945177,1.2157655,1.1878268,1.1906549,1.1946085,1.1870265,1.1910419,1.2075809,1.2052037,1.2015136,1.1878047,1.1883225,1.1834445,1.2318763,1.2382014,1.2476876,1.246104,1.24953,1.2600053,1.3148302,1.377435,1.4394465,1.4835345,1.5078469,1.5135837,1.5442933,1.5912814,1.6248242,1.6377513,1.6484937,1.6707052,1.7039829,1.7288954,1.7153934,1.6871913,1.6408701,1.619322,1.6106963,1.6325759,1.6817416,1.7015816,1.7295958,1.7396826,1.7500267,1.7730272,1.797216,1.7995268,1.7958434,1.833735,1.8444116,1.8562131,1.8842856,1.8867956,1.8893014,1.8886463,1.8854158,1.8970851,1.9157991,1.9252955,1.9455256,1.95179,1.9513304,1.9432236,1.9357857,1.9286711,1.9315722,1.9296006,1.9302583,1.9392936,1.9283531,1.8911192,1.8781437,1.9078646,1.920975,1.9197923,1.9041122,1.9049727,1.9115655,1.9093231,1.913407,1.9098517,1.9058976,1.8997711,1.8964109,1.8951608,1.8917965,1.8877091,1.8778936,1.8719622,1.8812543,1.8771046,1.878488,1.8720291,1.8793439,1.8794103,1.8784257,1.8730137,1.8727558,1.8475798,1.8430982,1.8784926,1.8794772,1.8440287,1.8616824,1.8824432,1.9194824,1.9309469,1.9531574,1.9556582,1.9636992,1.9690367,1.9736475,1.9710134,1.9789891,1.9780009,1.9735193,1.9795135,1.9961251,1.9981693,1.9904562,1.9846621,1.9803138,1.9800524,1.9822916,1.981831,1.9785413,1.9869019,1.9952764,1.9905333,1.96292,1.9556721,1.9540344,1.9344548,1.8802816,1.8413983,1.8434461,1.8591308,1.8769878,1.9193641,1.9559381,1.9548831,1.9637182,1.9901407,2.0020663,2.016962
2020-11-16.out.2,5.0,2.0382507,2.0389075,2.0335699,2.0472773,2.0473437,2.0420021,2.0345586,2.0321871,2.0298155,2.021579,2.0188796,2.0287661,2.0199357,2.0139384,2.0186202,1.9969418,1.9641814,1.9313,1.9065934,1.9091605,1.8667878,1.7657639,1.7722897,1.7359781,1.724508,1.7258199,1.7144876,1.7126426,1.7653573,1.8373166,1.8725731,1.8612409,1.8545153,1.7843991,1.7804403,1.8203118,1.8592528,1.8684152,1.8305859,1.8278185,1.8487697,1.8653756,1.8501516,1.869919,1.8944341,1.8675418,1.8678784,1.8676792,1.8832934,1.8854745,1.8793439,1.8715685,1.8632032,1.858717,1.8537114,1.8517995,1.8307063,1.8265566,1.8363763,1.8509395,1.8627987,1.8298515,1.8280733,1.8085627,1.7698786,1.7158463,1.6132398,1.5164983,1.4268101,1.392217,1.404209,1.4275363,1.3352095,1.3347407,1.3231372,1.3403993,1.3948922,1.4411562,1.3653694,1.3265556,1.2736978,1.2990719,1.2826595,1.3372892,1.4775825,1.5021594,1.5027482,1.5401148,1.6009997,1.6628815,1.6998492,1.7271965,1.7629147,1.7754342,1.7817599,1.7896691,1.7970508,1.8024558,1.8130654,1.8073337,1.8217688,1.8243405,1.8269122,1.8428548,1.8647415,1.8762065,1.8922906,1.8951243,1.9016506,1.9187223,1.9427058,1.941784,1.944223,1.9458061,1.9521991,1.9650517,1.973227,1.9968173,1.9977488,1.9944478,1.9975517,1.9965641,2.0040791,2.005272,2.009028,2.0092241,1.998616,1.9947993,1.9978945,1.9961837,1.9949964,1.9973067,1.9984251,1.9997508,1.9975085,2.0100326,2.0096384,2.0124675,2.0135272,2.0136569,2.0132004,2.009184,2.0142559,2.0182769,2.0255294,2.0207154,1.9865757,1.9383379,1.8836413,1.8547773,1.8328998,1.8273631,1.8278906,1.8185362,1.801339,1.8228136,1.7969845,1.8025124,1.7876908,1.7891983,1.8092976,1.8941753,1.8982662,1.9329294,1.9544086,1.9769469,1.9749696,1.9749737,2.0010014,1.9934211,1.9890763,2.0066719,2.0156944,2.021896,2.0230843,2.0218301,2.0204431,2.0220257,2.0203767,2.0195878,2.0172162,2.0153099,2.012872,2.009641,2.0076647,2.0052273,2.0070765,2.0035171,2.0022006,2.0057646,2.0093867,2.0098438,2.0120866,2.0091207,2.0075381,2.0095777,2.0060889,2.0035886,2.0014163,2.0023344,1.9988409,1.9971961,1.9982511,1.9969969,1.9956804,1.9950865,1.995419,1.9941648,1.9946259,1.9944308,1.9941694,1.9947592,2.0014137,2.0005619,1.9996356,2.0013509,2.0041795,1.9991739,2.0008852,1.9942929,1.995419,1.9951539,1.9921885,1.9885709,1.9884341,1.9872504,1.9915992,1.9922554,1.9909425,1.991661,1.9889647,1.9870496,1.9881047,1.9840801,1.982568,1.9848068,1.984412,1.9857331,1.9827049,1.9827672,1.9807235,1.9783479,1.9789418,1.9774297,1.9738075,1.9746634,1.9705101,1.9663651,1.9709713,1.9699816,1.9709661,1.9653667,1.9606225,1.9574569,1.9583123,1.960551
2020-11-16.out.3,5.0,1.9616107,1.9579849,1.9555511,1.9498812,1.9440784,1.9420388,1.9412452,1.9415067,1.9370286,1.9375562,1.9368954,1.9421665,1.9382159,1.9366334,1.9350508,1.9314909,1.9284586,1.9233203,1.9177831,1.9237809,1.9266135,1.9237099,1.9233192,1.9242369,1.9227871,1.9210712,1.9175777,1.9200908,1.9119824,1.9127713,1.9119155,1.910985,1.9061127,1.8987984,1.8962977,1.8885223,1.8803413,1.8692006,1.8761906,1.87882,1.882122,1.8757248,1.8672263,1.8427724,1.8559564,1.8421862,1.8460039,1.8471918,1.8500908,1.8632747,1.8613556,1.8587216,1.8560876,1.8533126,1.8490481,1.8351303,1.8435588,1.8124591,1.7952542,1.7885956,1.8034948,1.8038186,1.8052015,1.8040836,1.8169351,1.8182475,1.812382,1.8076378,1.8074382,1.8140299,1.8237785,1.8214728,1.8060496,1.7927406,1.802427,1.802622,1.8110583,1.8123125,1.8124371,1.8091468,1.8040085,1.8037424,1.8007101,1.812436,1.7957668,1.8004435,1.7943124,1.7907566,1.7875292,1.7868684,1.7835787,1.7791593,1.7810656,1.777709,1.7801429,1.7751373,1.7774465,1.7790914,1.7747379,1.7800754,1.7735537,1.7632729,1.7635344,1.7659059,1.7630727,1.7581294,1.7588561,1.7502202,1.7456758,1.7436944,1.7454761,1.748176,1.756745,1.7614222,1.7647865,1.7551578,1.7541064,1.7473814,1.7457988,1.7432317,1.7419106,1.7458647,1.7437546,1.7359123,1.7317621,1.7334774,1.7355206,1.745664,1.736571,1.7347224,1.7359766,1.7309005,1.7294507,1.7255625,1.7288563,1.7311615,1.7302433,1.7288599,1.7339941,1.7299772,1.7272068,1.7211462,1.7212167,1.7222636,1.7190984,1.7177855,1.7175195,1.7193012,1.720612,1.7181782,1.7157403,1.7131027,1.715275,1.7150136,1.7174515,1.7206754,1.7225945,1.7251616,1.7270766,1.7289829,1.7263443,1.7306931,1.7414345,1.7479603,1.7482218,1.7528372,1.7500715,1.7508651,1.7653624,1.7695167,1.7803204,1.7840136,1.7896115,1.7888282,1.7950226,1.7913356,1.7920587,1.7458951,1.7477401,1.7305207,1.7311826,1.7392159,1.7523993,1.7624145,1.8254208,1.8307557,1.8365548,1.8357659,1.8368878,1.8448634,1.858102,1.8633818,1.8753703,1.868849,1.6456278,1.5686558,1.4637153,1.4745607,1.4781916,1.6012799,1.5513814,1.4939247,1.895851,1.9190136,1.9153878,1.9287679,1.9401706,1.9432699,1.9478812,1.9515744,1.9510474,1.9427444,1.9410337,1.9443944,1.9395808,1.9454505,1.9501987,1.9445292,1.9399812,1.9438031,1.9594924,1.9646312,1.9685235,1.9820946,1.994224,1.9896177,1.9880316,2.0074758,2.0045181,1.9670249,1.9908041,1.9960757,1.9966742,1.9992419,1.9994415,2.0005635,2.0009547,1.9892951,1.9786865,1.9711102,1.9735487,1.9801368,1.9815866,1.9861974,1.9981271,1.9948997,1.9884408,1.9976665,2.0105226,2.012363,2.0130861,2.0093353,2.0101248,2.019878,2.0201441,2.017241
2020-11-16.out.4,5.0,2.0113136,2.0144788,2.0005722,1.9887094,1.9811995,1.9935904,2.0001785,1.9444918,1.949435,1.9472637,1.9425139,1.9329563,1.9425819,1.9391007,1.9861902,2.0081542,2.0148751,2.0116476,2.0031409,2.0162585,2.0082211,2.0123044,2.0122421,2.0163295,2.0193577,2.0114531,2.0114531,2.0165914,2.0156733,2.0107264,2.012309,2.0090816,2.0121098,2.0121762,2.0152709,2.0158689,2.0173809,2.0194246,2.0078274,2.0066395,2.0071007,2.0129034,2.0103322,2.0061825,2.0063153,2.0063776,2.0090152,2.0069715,2.0049942,2.0175137,1.955561,1.9476579,1.950822,2.0224652,1.9639247,1.9651182,1.9626092,1.9546382,1.9543104,1.95319,1.9966666,2.016857,2.0173845,2.021667,2.0238393,2.0315489,2.016857,2.0198852,2.0229799,2.0245002,2.0237735,2.0195615,2.0231837,2.0294434,2.0289159,2.0334644,2.0349142,2.0305654,2.0362976,2.0304326,2.0298387,2.0226567,2.0234462,2.0249623,2.0265449,2.0301671,2.0322148,2.0315546,2.0326096,2.0326096,2.0299056,2.0349153,2.0339307,2.0260884,2.0233844,2.0247678,2.032606,2.028847,2.0325396,2.0397922,2.0314846,2.0319498,2.0308948,2.0303673,2.0302345,2.0275346,2.0281285,2.0322782,2.0344547,2.0360372,2.0356425,2.0340599,2.0371545,2.0330049,2.0335324,2.0292499,2.0281949,2.0276674,2.0283277,2.0283277,2.0293122,2.0325396,2.0310276,2.0320121,2.0340599,2.0372873,2.0393269,2.0404524,2.0403197,2.0428868,2.0444071,2.0461224,2.043352,2.0341222,2.0024914,1.754706,1.739748,1.8998844,1.9164239,1.9241324,1.9205715,1.7997744,1.8461671,1.9469245,1.941324,1.9472508,1.9353205,1.7227957,1.5971892,1.7442075,1.8442418,1.8818029,1.9102052,1.9685899,1.9870404,1.9677958,1.9828825,2.0045696,1.9890846,1.9802541,1.9917232,2.0005547,2.0088546,1.9927798,2.0141972,1.9985795,1.9479702,1.6806788,1.4190609,1.4681499,1.3589578,1.0319657,0.924089,0.7753548,1.3856829,1.56795,1.4891232,1.3477579,1.4082465,1.5209943,1.5526858,1.5964239,1.5618873,1.5607608,1.5840299,1.6121049,1.5844241,1.5561541,1.5308489,1.5570717,1.4247489,1.2953874,1.3591102,1.6824106,1.7060699,1.7047488,1.5631338,1.618093,1.6809649,1.7616939,1.8258788,1.8886221,1.9157723,1.9520195,1.940623,1.9559149,1.9728559,1.9441967,1.9426867,2.0013401,2.0375214,2.0027935,2.0244157,2.0288371,2.0465006,2.0515119,2.0582384,2.0797274,2.059961,2.0322817,2.0816465,2.0819136,2.0832981,2.0140392,1.9462966,1.9153894,1.8971386,1.9054426,1.838156,1.7770081,1.8084397,1.8652464,1.8823099,1.9120961,1.9340441,1.9332505,1.9569767,1.9894011,1.9751621,1.9756896,1.9576334,1.9698915,1.9951303,2.0073883,1.9233661,1.9220496,1.9647547,1.9761569,1.9703583,1.9948698,2.0270991,1.9982306,2.0219613,2.0711841,2.0543867,2.0797598
2020-11-16.out.5,5.0,2.0693519,2.0640757,2.0679016,2.0884596,2.0910313,2.0881992,2.0949911,2.084383,2.0804917,2.0847124,2.083068,2.0888672,2.093549,2.0862306,2.089072,2.0905141,2.0971104,2.0946061,2.0968454,2.0933565,2.0929582,2.0949401,2.0904585,2.0896654,2.0985005,2.089404,2.0927647,2.091581,2.0902604,2.0917143,2.090003,2.0880885,2.0906638,2.0921759,2.0862445,2.0914492,2.0902655,2.0891482,2.0884838,2.0861786,2.0876948,2.0864406,2.0848581,2.0759689,2.071811,2.0754413,2.0796533,2.0832132,2.0848581,2.07557,2.0708264,2.0712212,2.0712835,2.0687827,2.0621282,2.0658832,2.0632456,2.0679253,2.0646943,2.0596806,2.0559915,2.0507234,2.0485429,2.0346435,2.0177046,2.0403763,2.0440648,2.0519694,2.0436701,2.0453149,2.043404,2.0357608,2.0263359,2.0210648,2.0172394,2.014207,2.0111788,1.986202,1.9799422,2.0005656,2.0043869,2.0087357,2.0147335,2.0212588,2.0252129,2.0201328,2.0167762,2.0111062,2.0136146,2.0047132,2.0085345,2.0012861,1.9962764,2.0022078,1.9623559,1.9217475,1.9338662,1.9904845,1.9836977,1.8767934,1.8701388,1.8985334,1.9736027,1.9781466,1.9707026,1.9523134,1.9301734,1.9094127,1.9035472,1.9116509,1.9210089,1.9323442,1.9580431,1.921398,1.9115197,1.91132,1.9246285,1.9432081,1.9675905,1.9662776,1.9465719,1.9565866,1.9380688,1.9094034,1.921063,1.9097976,1.926209,1.9492003,1.9176354,1.8954953,1.9102537,1.9356247,1.947226,1.9526299,1.9515749,1.944256,1.8894301,1.8424466,1.8680796,1.8767109,1.8215501,1.8104145,1.875519,1.8473205,1.8054712,1.9005765,1.8398616,1.8459927,1.8600289,1.880523,1.833224,1.7991357,1.8093537,1.8421641,1.8493497,1.8568632,1.8604848,1.89192,1.900223,1.8614096,1.8579121,1.8224594,1.858701,1.8956111,1.8921135,1.9222281,1.9395577,1.936006,1.8825594,1.9107636,1.9273042,1.9475374,1.9493819,1.9429935,1.9520864,1.9679667,1.9561743,1.9333082,1.9537992,1.9555151,1.9380569,1.9779253,1.9414845,1.9354203,1.9810914,1.9634923,1.9203306,1.9574327,1.9766108,1.9711447,1.9781275,1.9873533,1.9724622,1.9793787,1.9916368,2.0202357,1.9287071,1.9295584,1.864319,1.8789532,1.9356236,1.9577672,1.9219811,1.9386514,1.9670593,1.9832715,2.0157582,2.0157582,1.9998126,1.9876888,1.9478884,1.867426,1.885545,1.901628,1.9201412,1.948873,1.9282532,1.9787297,1.964694,1.9810389,2.0019906,1.9384002,1.9415653,1.8456756,1.8790181,1.8896349,1.9295028,1.9434716,1.8799435,1.8718391,1.870518,1.8718968,1.9008941,1.9080133,1.9334466,1.943133,1.9020186,1.940765,1.9931524,1.9159169,1.9623106,2.0035701,1.9803673,1.9849823,1.907282,1.9598068,1.9704905,1.8861981,1.9837332,1.9968507,1.9565176,1.9113746,1.8898249,1.9074205,1.9302249,1.910918
2020-11-16.out.6,5.0,1.6587169,1.7261327,1.7749603,1.8819861,1.8548987,1.9286402,1.8823083,1.8252391,1.8008562,1.8073151,1.8532431,1.9086041,1.9560483,1.8438835,1.8257604,1.7368613,1.9058286,1.871431,1.9143976,1.8637838,1.8680703,1.9605957,1.8532415,1.8599665,1.9074776,1.9240804,1.9105058,1.764538,1.9009523,1.8837514,1.8239159,1.8304371,1.93792,1.9418118,1.9068121,1.6737932,1.8498139,1.7595313,1.6855233,1.760449,1.6246281,1.8320758,1.9512265,1.9754132,1.8648975,1.834118,1.8818282,1.9617717,1.8755061,1.8639088,1.8238418,1.6993531,1.8013698,1.8225912,1.6723362,1.6281149,1.651575,1.6723975,1.4808948,1.3315652,1.4184814,1.3622665,1.2423907,1.2278254,1.4486424,1.4968111,1.3895248,1.467539,1.5526812,1.7168329,1.3444949,1.4762269,1.6140195,1.354241,1.3421152,1.3612882,1.3315004,1.4439878,0.9539643,0.6829236,0.8590586,0.868676,1.1186184,1.4154151,1.3230857,1.2825509,1.4460464,1.3904224,1.4447906,1.2805664,1.3351343,0.6828696,0.6736438,1.1624728,1.3107402,1.1129057,1.2512207,1.3404502,1.1883502,1.0397478,1.4481889,1.2862034,1.3597545,1.1584291,0.9484143,1.0518685,1.164095,0.9791177,1.3469632,1.4363889,1.1587492,1.2110075,1.1649375,1.0921877,0.783453,0.720913,0.8864445,1.1403513,1.1079213,0.9891051,0.8461017,0.8679118,0.9032301,1.0537367,1.1434274,1.1245056,1.1803231,1.1046656,1.1061812,1.3131724,1.1492806,1.0197823,1.0729092,1.0299385,0.8533984,1.0070013,1.1784689,1.5127186,1.7971439,1.8154626,1.6620482,1.5486395,1.4848484,1.7210514,1.5629568,1.5575596,1.5907132,1.6304509,1.6384368,1.6711293,1.6607224,1.4225596,1.2444431,1.4966418,1.5846866,1.6381383,1.7008075,1.6438726,1.5572173,1.5689489,1.6878356,1.7489304,1.6568672,1.0571869,1.310436,1.3548534,1.518754,1.4797384,1.5847175,1.6968158,1.8346176,1.7917179,1.5130207,1.4015261,1.6659195,1.7696484,1.8034567,1.813543,1.8355548,1.6711993,1.7963457,1.886829,1.8138857,1.8223235,1.8144164,1.730532,1.7431899,1.734622,1.6903394,1.6174538,1.7949912,1.8440894,1.8185192,1.8404019,1.903141,1.9641649,1.9597502,1.8485088,1.8140458,1.8319121,1.8006766,1.7903968,1.8425233,1.8878666,1.9275399,1.9518569,1.9589108,1.9442822,1.8183489,1.7484997,1.7545567,1.8325235,1.8150653,1.7976612,1.7166085,1.803132,1.7015136,1.677791,1.7160763,1.8408265,1.8033924,1.802009,1.6557751,1.2060158,1.3540856,1.732216,1.8523501,1.8143916,1.8636798,1.8300712,1.8243389,1.6870693,1.6675633,1.8110932,1.7963931,1.5422856,1.4560905,1.6309892,1.4272913,1.5451831,1.1161789,1.7092674,1.8027759,1.6863277,1.5945284,1.0683267,1.4534359,1.5312601,1.5545864,1.2598823,1.3546414,1.2943437,1.538365,1.2241549,1.3251737,1.398906
2020-11-16.out.7,5.0,1.4212431,1.4736994,1.5156053,1.1540129,1.2654453,1.3824184,1.2518012,1.290808,1.2268177,1.308592,1.1964298,0.9062073,1.2650927,1.3637348,1.5833099,1.6123679,1.6266017,1.5726936,0.9550138,1.1799953,1.2226964,0.9467144,1.2502433,1.3716245,1.2894493,1.2818016,1.4329736,1.5813835,1.4672456,1.4769284,1.3776203,1.1627914,1.2219666,1.4309974,1.2234199,1.3736662,1.466453,1.5423675,1.5564696,1.69045,1.4749567,1.3328817,1.4120914,1.4053052,1.4118356,1.3819789,1.5252515,1.4619235,1.4883465,1.5683489,1.6243671,1.2541454,1.2293689,1.3170184,1.1897635,1.4087467,1.4688472,1.3326316,1.0385265,1.0971068,1.1954885,1.2886691,1.2930169,1.3667538,1.3898856,1.0992035,1.0532709,1.3366377,1.3794046,1.350606,1.3959482,1.1667465,1.3596979,1.4942676,1.0271043,1.0819301,1.3183797,1.2595951,1.5054656,1.4256588,1.0546512,1.0565621,1.0526034,1.207269,1.2988635,1.2093111,1.1413008,1.1722708,1.4376431,1.0083116,0.9428766,1.1331858,0.8834925,0.9072135,1.1130071,1.1487901,1.3176232,1.2674689,1.0078937,1.2127702,1.1229482,1.2793255,1.4020325,1.125453,1.3000204,0.9690057,1.0513796,1.1804127,1.037875,1.1655829,1.2000509,1.3614374,1.2614016,1.2989643,1.0608698,1.1501643,1.3903029,1.2260792,1.1133911,1.0625193,1.1833817,1.1967525,1.305818,0.9976695,1.1932544,1.0965165,0.8524355,1.0454451,0.6752923,1.030149,1.2852436,1.1399344,1.2157773,0.9585078,0.9268136,0.5404487,1.090496,1.2095088,1.1024855,1.2124686,0.9999443,0.7419527,1.176422,1.2757971,1.0599126,0.7314773,0.5081535,0.6106895,1.1308837,1.2837001,1.3186283,1.4398185,1.555539,1.1669287,1.0180005,0.7127614,0.4060842,0.3787364,0.2217059,0.339061,0.8326902,0.7830578,0.9511631,1.0347809,0.6162607,0.5286147,0.2756312,0.4517003,0.8451696,1.0972936,1.183952,1.1944227,1.1806525,0.6666389,0.6259198,0.7169877,0.6997205,0.5685186,0.1713617,0.0946527,0.7088047,0.9057663,0.5772575,0.1075413,0.1016788,0.6549408,0.7356631,0.611899,0.7324279,0.732884,0.4870125,0.7148926,0.5355816,0.414324,0.3915272,0.7544218,0.4334285,0.3321416,0.4439023,0.4829801,0.7989576,0.6139139,0.5832626,0.5599383,0.5681044,0.855558,1.1142094,0.6466548,0.7129498,0.8164168,1.0262371,0.9634326,0.7824114,0.7679866,0.8539837,0.8770465,0.8468701,0.8819954,0.9863811,0.9608819,0.9249738,0.9682039,0.9286032,0.9375726,0.9608392,0.8847266,0.8923709,0.9764652,0.9540606,0.9365325,0.9110292,0.7809498,0.7619054,0.6909966,0.7331783,0.6612803,0.7076071,0.778113,0.8577859,0.992609,0.8216056,0.7564995,0.866812,0.6727392,0.6917222,0.7557069,0.9172931,0.7331058,0.5030523,0.5612424,0.3852958,0.3365295,0.3417286,0.3719703,0.517072,0.6913666
